|dates|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Culpeper_Virginia_UnitedStates.NYT_ConfirmedCases.data|Culpeper_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Culpeper_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-15|6710.0|0|6710.0|0|87.0|0|0.0|100
0|2021-11-16|6725.0|0|6725.0|0|88.0|0|0.0|100
0|2021-11-17|6756.0|0|6756.0|0|88.0|0|0.0|100
0|2021-11-18|6773.0|0|6773.0|0|88.0|0|0.0|100
0|2021-11-19|6789.0|0|6789.0|0|88.0|0|0.0|100
0|2021-11-20|6789.0|0|6789.0|0|88.0|0|0.0|100
0|2021-11-21|6789.0|0|6789.0|0|88.0|0|0.0|100
0|2021-11-22|6834.0|0|6834.0|0|89.0|0|0.0|100
0|2021-11-23|6847.0|0|6847.0|0|89.0|0|0.0|100
0|2021-11-24|6864.0|0|6864.0|0|90.0|0|0.0|100
0|2021-11-25|6877.0|0|6877.0|0|90.0|0|0.0|100
0|2021-11-26|6886.0|0|6886.0|0|91.0|0|0.0|100
0|2021-11-27|6886.0|0|6886.0|0|91.0|0|0.0|100
0|2021-11-28|6886.0|0|6886.0|0|91.0|0|0.0|100
0|2021-11-29|6911.0|0|6911.0|0|92.0|0|0.0|100
0|2021-11-30|6936.0|0|6936.0|0|92.0|0|0.0|100
0|2021-12-01|6950.0|0|6950.0|0|92.0|0|0.0|100
0|2021-12-02|6973.0|0|6973.0|0|92.0|0|0.0|100
0|2021-12-03|7000.0|0|7000.0|0|92.0|0|0.0|100
0|2021-12-04|7000.0|0|7000.0|0|92.0|0|0.0|100
0|2021-12-05|7000.0|0|7000.0|0|92.0|0|0.0|100
0|2021-12-06|7061.0|0|7061.0|0|92.0|0|0.0|100
0|2021-12-07|7078.0|0|7078.0|0|92.0|0|0.0|100
0|2021-12-08|7112.0|0|7112.0|0|92.0|0|0.0|100
0|2021-12-09|7147.0|0|7147.0|0|92.0|0|0.0|100
0|2021-12-10|7177.0|0|7177.0|0|92.0|0|0.0|100
0|2021-12-11|7177.0|0|7177.0|0|92.0|0|0.0|100
0|2021-12-12|7177.0|0|7177.0|0|92.0|0|0.0|100
0|2021-12-13|7234.0|0|7234.0|0|93.0|0|0.0|100
0|2021-12-14|7234.0|0|7258.0|0|93.0|0|0.0|100
0|2021-12-15|7280.0|0|7280.0|0|93.0|0|0.0|100
0|2021-12-16|7326.0|0|7326.0|0|93.0|0|0.0|100
0|2021-12-17|7378.0|0|7378.0|0|93.0|0|0.0|100
0|2021-12-18|7378.0|0|7378.0|0|93.0|0|0.0|100
0|2021-12-19|7378.0|0|7378.0|0|93.0|0|0.0|100
0|2021-12-20|7467.0|0|7467.0|0|94.0|0|0.0|100
0|2021-12-21|7494.0|0|7494.0|0|94.0|0|0.0|100
0|2021-12-22|7535.0|0|7535.0|0|94.0|0|0.0|100
0|2021-12-23|7576.0|0|7576.0|0|94.0|0|0.0|100
0|2021-12-24|7641.0|0|7641.0|0|95.0|0|0.0|100
0|2021-12-25|7641.0|0|7641.0|0|95.0|0|0.0|100
0|2021-12-26|7641.0|0|7641.0|0|95.0|0|0.0|100
0|2021-12-27|7766.0|0|7766.0|0|95.0|0|0.0|100
0|2021-12-28|7802.0|0|7802.0|0|95.0|0|0.0|100
0|2021-12-29|7926.0|0|7926.0|0|95.0|0|0.0|100
0|2021-12-30|8044.0|0|8044.0|0|95.0|0|0.0|100
0|2021-12-31|8139.0|0|8139.0|0|95.0|0|0.0|100
0|2022-01-01|8139.0|0|8139.0|0|95.0|0|0.0|100
0|2022-01-02|8139.0|0|8139.0|0|95.0|0|0.0|100
0|2022-01-03|8433.0|0|8433.0|0|96.0|0|0.0|100
0|2022-01-04|8433.0|0|8475.0|0|96.0|0|0.0|100
0|2022-01-05|8556.0|0|8556.0|0|96.0|0|0.0|100
0|2022-01-06|8644.0|0|8644.0|0|96.0|0|0.0|100
0|2022-01-07|8740.0|0|8740.0|0|96.0|0|0.0|100
0|2022-01-08|8740.0|0|8740.0|0|96.0|0|0.0|100
0|2022-01-09|8740.0|0|8740.0|0|96.0|0|0.0|100
0|2022-01-10|9139.0|0|9139.0|0|96.0|0|0.0|100
0|2022-01-11|9210.0|0|9210.0|0|97.0|0|0.0|100
0|2022-01-12|9342.0|0|9342.0|0|97.0|0|0.0|100
0|2022-01-13|9342.0|0|9493.0|0|97.0|0|0.0|100
0|2022-01-14|9598.0|0|9598.0|0|97.0|0|0.0|100
0|2022-01-15|9598.0|0|9598.0|0|97.0|0|0.0|100
0|2022-01-16|9598.0|0|9598.0|0|97.0|0|0.0|100
0|2022-01-17|9828.0|0|0.0|100|97.0|0|0.0|100
