|dates|Ouray_Colorado_UnitedStates.JHU_ConfirmedCases.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Ouray_Colorado_UnitedStates.NYT_ConfirmedCases.data|Ouray_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Ouray_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Ouray_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Ouray_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|422.0|0|422.0|0|5.0|0|0.0|100
0|2021-10-18|423.0|0|423.0|0|5.0|0|0.0|100
0|2021-10-19|425.0|0|425.0|0|5.0|0|0.0|100
0|2021-10-20|431.0|0|431.0|0|5.0|0|0.0|100
0|2021-10-21|434.0|0|434.0|0|5.0|0|0.0|100
0|2021-10-22|444.0|0|444.0|0|5.0|0|0.0|100
0|2021-10-23|444.0|0|444.0|0|5.0|0|0.0|100
0|2021-10-24|444.0|0|444.0|0|5.0|0|0.0|100
0|2021-10-25|443.0|0|443.0|0|5.0|0|0.0|100
0|2021-10-26|450.0|0|450.0|0|5.0|0|0.0|100
0|2021-10-27|453.0|0|453.0|0|5.0|0|0.0|100
0|2021-10-28|456.0|0|456.0|0|5.0|0|0.0|100
0|2021-10-29|462.0|0|462.0|0|5.0|0|0.0|100
0|2021-10-30|462.0|0|462.0|0|5.0|0|0.0|100
0|2021-10-31|462.0|0|462.0|0|5.0|0|0.0|100
0|2021-11-01|462.0|0|462.0|0|5.0|0|0.0|100
0|2021-11-02|467.0|0|467.0|0|5.0|0|0.0|100
0|2021-11-03|471.0|0|471.0|0|5.0|0|0.0|100
0|2021-11-04|474.0|0|474.0|0|5.0|0|0.0|100
0|2021-11-05|476.0|0|476.0|0|5.0|0|0.0|100
0|2021-11-06|476.0|0|476.0|0|5.0|0|0.0|100
0|2021-11-07|476.0|0|476.0|0|5.0|0|0.0|100
0|2021-11-08|481.0|0|481.0|0|5.0|0|0.0|100
0|2021-11-09|482.0|0|482.0|0|5.0|0|0.0|100
0|2021-11-10|482.0|0|485.0|0|5.0|0|0.0|100
0|2021-11-11|487.0|0|487.0|0|5.0|0|0.0|100
0|2021-11-12|488.0|0|488.0|0|5.0|0|0.0|100
0|2021-11-13|488.0|0|488.0|0|5.0|0|0.0|100
0|2021-11-14|488.0|0|488.0|0|5.0|0|0.0|100
0|2021-11-15|491.0|0|491.0|0|5.0|0|0.0|100
0|2021-11-16|495.0|0|495.0|0|5.0|0|0.0|100
0|2021-11-17|497.0|0|497.0|0|5.0|0|0.0|100
0|2021-11-18|497.0|0|497.0|0|5.0|0|0.0|100
0|2021-11-19|501.0|0|501.0|0|6.0|0|0.0|100
0|2021-11-20|501.0|0|501.0|0|6.0|0|0.0|100
0|2021-11-21|501.0|0|501.0|0|6.0|0|0.0|100
0|2021-11-22|502.0|0|502.0|0|6.0|0|0.0|100
0|2021-11-23|507.0|0|507.0|0|6.0|0|0.0|100
0|2021-11-24|508.0|0|508.0|0|6.0|0|0.0|100
0|2021-11-25|509.0|0|509.0|0|6.0|0|0.0|100
0|2021-11-26|509.0|0|509.0|0|6.0|0|0.0|100
0|2021-11-27|509.0|0|509.0|0|6.0|0|0.0|100
0|2021-11-28|509.0|0|509.0|0|6.0|0|0.0|100
0|2021-11-29|512.0|0|512.0|0|6.0|0|0.0|100
0|2021-11-30|514.0|0|514.0|0|6.0|0|0.0|100
0|2021-12-01|514.0|0|514.0|0|6.0|0|0.0|100
0|2021-12-02|515.0|0|515.0|0|6.0|0|0.0|100
0|2021-12-03|515.0|0|515.0|0|6.0|0|0.0|100
0|2021-12-04|515.0|0|515.0|0|6.0|0|0.0|100
0|2021-12-05|515.0|0|515.0|0|6.0|0|0.0|100
0|2021-12-06|515.0|0|515.0|0|6.0|0|0.0|100
0|2021-12-07|525.0|0|525.0|0|6.0|0|0.0|100
0|2021-12-08|525.0|0|525.0|0|6.0|0|0.0|100
0|2021-12-09|528.0|0|528.0|0|6.0|0|0.0|100
0|2021-12-10|532.0|0|532.0|0|6.0|0|0.0|100
0|2021-12-11|532.0|0|532.0|0|6.0|0|0.0|100
0|2021-12-12|532.0|0|532.0|0|6.0|0|0.0|100
0|2021-12-13|532.0|0|532.0|0|6.0|0|0.0|100
0|2021-12-14|532.0|0|538.0|0|6.0|0|0.0|100
0|2021-12-15|539.0|0|539.0|0|6.0|0|0.0|100
0|2021-12-16|540.0|0|540.0|0|6.0|0|0.0|100
0|2021-12-17|541.0|0|541.0|0|6.0|0|0.0|100
0|2021-12-18|541.0|0|541.0|0|6.0|0|0.0|100
0|2021-12-19|541.0|0|541.0|0|6.0|0|0.0|100
0|2021-12-20|542.0|0|542.0|0|6.0|0|0.0|100
0|2021-12-21|545.0|0|545.0|0|6.0|0|0.0|100
0|2021-12-22|546.0|0|546.0|0|6.0|0|0.0|100
0|2021-12-23|549.0|0|549.0|0|6.0|0|0.0|100
0|2021-12-24|553.0|0|553.0|0|6.0|0|0.0|100
0|2021-12-25|553.0|0|553.0|0|6.0|0|0.0|100
0|2021-12-26|553.0|0|553.0|0|6.0|0|0.0|100
0|2021-12-27|554.0|0|554.0|0|6.0|0|0.0|100
0|2021-12-28|570.0|0|570.0|0|6.0|0|0.0|100
0|2021-12-29|580.0|0|580.0|0|6.0|0|0.0|100
0|2021-12-30|596.0|0|596.0|0|6.0|0|0.0|100
0|2021-12-31|611.0|0|611.0|0|6.0|0|0.0|100
0|2022-01-01|611.0|0|611.0|0|6.0|0|0.0|100
0|2022-01-02|611.0|0|611.0|0|6.0|0|0.0|100
0|2022-01-03|621.0|0|621.0|0|6.0|0|0.0|100
0|2022-01-04|648.0|0|648.0|0|6.0|0|0.0|100
0|2022-01-05|663.0|0|663.0|0|6.0|0|0.0|100
0|2022-01-06|669.0|0|669.0|0|6.0|0|0.0|100
0|2022-01-07|671.0|0|671.0|0|6.0|0|0.0|100
0|2022-01-08|671.0|0|671.0|0|6.0|0|0.0|100
0|2022-01-09|671.0|0|671.0|0|6.0|0|0.0|100
0|2022-01-10|681.0|0|681.0|0|6.0|0|0.0|100
0|2022-01-11|704.0|0|704.0|0|6.0|0|0.0|100
0|2022-01-12|715.0|0|715.0|0|6.0|0|0.0|100
0|2022-01-13|715.0|0|718.0|0|6.0|0|0.0|100
0|2022-01-14|732.0|0|725.0|0|6.0|0|0.0|100
0|2022-01-15|732.0|0|732.0|0|6.0|0|0.0|100
0|2022-01-16|732.0|0|732.0|0|6.0|0|0.0|100
