|dates|Deuel_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Deuel_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Deuel_SouthDakota_UnitedStates.Male_Total_Population.data|Deuel_SouthDakota_UnitedStates.Male_Total_Population.missing|Deuel_SouthDakota_UnitedStates.Female_Total_Population.data|Deuel_SouthDakota_UnitedStates.Female_Total_Population.missing|Deuel_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Deuel_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-04|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-05|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-06|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-07|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-08|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-09|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-10|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-11|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-12|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-13|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-14|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-15|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-16|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-17|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-18|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-19|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-20|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-21|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-22|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-23|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-24|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-25|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-26|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-27|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-28|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-29|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-30|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2021-12-31|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-01|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-02|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-03|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-04|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-05|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-06|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-07|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-08|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-09|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-10|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-11|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-12|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-13|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-14|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-15|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-16|949.0|0|2243.0|0|2094.0|0|1032.0|0
0|2022-01-17|949.0|0|2243.0|0|2094.0|0|1032.0|0
