|dates|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.data|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Expected_Deaths_AllCauses.missing|Lackawanna_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.data|Lackawanna_Pennsylvania_UnitedStates.NYT_ConfirmedDeaths.missing|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.data|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Excess_Deaths.missing|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.data|Lackawanna_Pennsylvania_UnitedStates.NYT_AllCausesDeathsWeekly_Deaths_AllCauses.missing
0|2021-10-17|0.0|100|510.0|0|0.0|100|0.0|100
0|2021-10-18|0.0|100|511.0|0|0.0|100|0.0|100
0|2021-10-19|0.0|100|512.0|0|0.0|100|0.0|100
0|2021-10-20|0.0|100|513.0|0|0.0|100|0.0|100
0|2021-10-21|0.0|100|514.0|0|0.0|100|0.0|100
0|2021-10-22|0.0|100|515.0|0|0.0|100|0.0|100
0|2021-10-23|0.0|100|515.0|0|0.0|100|0.0|100
0|2021-10-24|0.0|100|515.0|0|0.0|100|0.0|100
0|2021-10-25|0.0|100|515.0|0|0.0|100|0.0|100
0|2021-10-26|0.0|100|516.0|0|0.0|100|0.0|100
0|2021-10-27|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-10-28|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-10-29|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-10-30|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-10-31|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-11-01|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-11-02|0.0|100|517.0|0|0.0|100|0.0|100
0|2021-11-03|0.0|100|520.0|0|0.0|100|0.0|100
0|2021-11-04|0.0|100|520.0|0|0.0|100|0.0|100
0|2021-11-05|0.0|100|520.0|0|0.0|100|0.0|100
0|2021-11-06|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-11-07|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-11-08|0.0|100|521.0|0|0.0|100|0.0|100
0|2021-11-09|0.0|100|523.0|0|0.0|100|0.0|100
0|2021-11-10|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-11|0.0|100|525.0|0|0.0|100|0.0|100
0|2021-11-12|0.0|100|526.0|0|0.0|100|0.0|100
0|2021-11-13|0.0|100|526.0|0|0.0|100|0.0|100
0|2021-11-14|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-11-15|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-11-16|0.0|100|527.0|0|0.0|100|0.0|100
0|2021-11-17|0.0|100|531.0|0|0.0|100|0.0|100
0|2021-11-18|0.0|100|531.0|0|0.0|100|0.0|100
0|2021-11-19|0.0|100|534.0|0|0.0|100|0.0|100
0|2021-11-20|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-21|0.0|100|536.0|0|0.0|100|0.0|100
0|2021-11-22|0.0|100|537.0|0|0.0|100|0.0|100
0|2021-11-23|0.0|100|539.0|0|0.0|100|0.0|100
0|2021-11-24|0.0|100|542.0|0|0.0|100|0.0|100
0|2021-11-25|0.0|100|544.0|0|0.0|100|0.0|100
0|2021-11-26|0.0|100|544.0|0|0.0|100|0.0|100
0|2021-11-27|0.0|100|544.0|0|0.0|100|0.0|100
0|2021-11-28|0.0|100|544.0|0|0.0|100|0.0|100
0|2021-11-29|0.0|100|545.0|0|0.0|100|0.0|100
0|2021-11-30|0.0|100|547.0|0|0.0|100|0.0|100
0|2021-12-01|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-12-02|0.0|100|549.0|0|0.0|100|0.0|100
0|2021-12-03|0.0|100|551.0|0|0.0|100|0.0|100
0|2021-12-04|0.0|100|552.0|0|0.0|100|0.0|100
0|2021-12-05|0.0|100|553.0|0|0.0|100|0.0|100
0|2021-12-06|0.0|100|554.0|0|0.0|100|0.0|100
0|2021-12-07|0.0|100|557.0|0|0.0|100|0.0|100
0|2021-12-08|0.0|100|560.0|0|0.0|100|0.0|100
0|2021-12-09|0.0|100|561.0|0|0.0|100|0.0|100
0|2021-12-10|0.0|100|565.0|0|0.0|100|0.0|100
0|2021-12-11|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-12|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-13|0.0|100|567.0|0|0.0|100|0.0|100
0|2021-12-14|0.0|100|568.0|0|0.0|100|0.0|100
0|2021-12-15|0.0|100|570.0|0|0.0|100|0.0|100
0|2021-12-16|0.0|100|571.0|0|0.0|100|0.0|100
0|2021-12-17|0.0|100|572.0|0|0.0|100|0.0|100
0|2021-12-18|0.0|100|575.0|0|0.0|100|0.0|100
0|2021-12-19|0.0|100|575.0|0|0.0|100|0.0|100
0|2021-12-20|0.0|100|575.0|0|0.0|100|0.0|100
