|dates|SanJoaquin_California_UnitedStates.JHU_ConfirmedCases.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedCases.missing|SanJoaquin_California_UnitedStates.NYT_ConfirmedCases.data|SanJoaquin_California_UnitedStates.NYT_ConfirmedCases.missing|SanJoaquin_California_UnitedStates.JHU_ConfirmedDeaths.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedDeaths.missing|SanJoaquin_California_UnitedStates.JHU_ConfirmedRecoveries.data|SanJoaquin_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|102288.0|0|101807.0|0|1721.0|0|0.0|100
0|2021-10-18|102388.0|0|102250.0|0|1721.0|0|0.0|100
0|2021-10-19|102462.0|0|102341.0|0|1721.0|0|0.0|100
0|2021-10-20|102615.0|0|102405.0|0|1721.0|0|0.0|100
0|2021-10-21|102817.0|0|102582.0|0|1721.0|0|0.0|100
0|2021-10-22|102827.0|0|102776.0|0|1721.0|0|0.0|100
0|2021-10-23|102831.0|0|102776.0|0|1721.0|0|0.0|100
0|2021-10-24|102839.0|0|102776.0|0|1721.0|0|0.0|100
0|2021-10-25|103384.0|0|102776.0|0|1721.0|0|0.0|100
0|2021-10-26|103451.0|0|103316.0|0|1740.0|0|0.0|100
0|2021-10-27|103601.0|0|103372.0|0|1748.0|0|0.0|100
0|2021-10-28|103763.0|0|103580.0|0|1753.0|0|0.0|100
0|2021-10-29|103773.0|0|103726.0|0|1768.0|0|0.0|100
0|2021-10-30|103780.0|0|103726.0|0|1768.0|0|0.0|100
0|2021-10-31|104362.0|0|103726.0|0|1768.0|0|0.0|100
0|2021-11-01|104453.0|0|104305.0|0|1772.0|0|0.0|100
0|2021-11-02|104561.0|0|104381.0|0|1772.0|0|0.0|100
0|2021-11-03|104673.0|0|104488.0|0|1772.0|0|0.0|100
0|2021-11-04|104857.0|0|104673.0|0|1776.0|0|0.0|100
0|2021-11-05|104857.0|0|104857.0|0|1782.0|0|0.0|100
0|2021-11-06|104857.0|0|104857.0|0|1782.0|0|0.0|100
0|2021-11-07|104857.0|0|104857.0|0|1782.0|0|0.0|100
0|2021-11-08|105181.0|0|105181.0|0|1794.0|0|0.0|100
0|2021-11-09|105221.0|0|105221.0|0|1794.0|0|0.0|100
0|2021-11-10|105221.0|0|105333.0|0|1794.0|0|0.0|100
0|2021-11-11|105503.0|0|105503.0|0|1799.0|0|0.0|100
0|2021-11-12|105503.0|0|105503.0|0|1799.0|0|0.0|100
0|2021-11-13|105829.0|0|105829.0|0|1799.0|0|0.0|100
0|2021-11-14|105829.0|0|105829.0|0|1799.0|0|0.0|100
0|2021-11-15|106084.0|0|106084.0|0|1799.0|0|0.0|100
0|2021-11-16|106153.0|0|106153.0|0|1799.0|0|0.0|100
0|2021-11-17|106203.0|0|106203.0|0|1807.0|0|0.0|100
0|2021-11-18|106396.0|0|106396.0|0|1828.0|0|0.0|100
0|2021-11-19|106554.0|0|106554.0|0|1832.0|0|0.0|100
0|2021-11-20|106554.0|0|106554.0|0|1832.0|0|0.0|100
0|2021-11-21|106554.0|0|106554.0|0|1832.0|0|0.0|100
0|2021-11-22|106896.0|0|106896.0|0|1833.0|0|0.0|100
0|2021-11-23|106931.0|0|106931.0|0|1833.0|0|0.0|100
0|2021-11-24|107000.0|0|107000.0|0|1833.0|0|0.0|100
0|2021-11-25|107000.0|0|107000.0|0|1833.0|0|0.0|100
0|2021-11-26|107000.0|0|107000.0|0|1833.0|0|0.0|100
0|2021-11-27|107000.0|0|107000.0|0|1833.0|0|0.0|100
0|2021-11-28|107000.0|0|107000.0|0|1833.0|0|0.0|100
0|2021-11-29|107527.0|0|107527.0|0|1834.0|0|0.0|100
0|2021-11-30|107559.0|0|107559.0|0|1834.0|0|0.0|100
0|2021-12-01|107559.0|0|107604.0|0|1834.0|0|0.0|100
0|2021-12-02|107902.0|0|107902.0|0|1834.0|0|0.0|100
0|2021-12-03|108079.0|0|108079.0|0|1835.0|0|0.0|100
0|2021-12-04|108079.0|0|108079.0|0|1835.0|0|0.0|100
0|2021-12-05|108079.0|0|108079.0|0|1835.0|0|0.0|100
0|2021-12-06|108491.0|0|108491.0|0|1837.0|0|0.0|100
0|2021-12-07|108491.0|0|108521.0|0|1837.0|0|0.0|100
0|2021-12-08|108590.0|0|108590.0|0|1839.0|0|0.0|100
0|2021-12-09|108740.0|0|108740.0|0|1841.0|0|0.0|100
0|2021-12-10|108876.0|0|108876.0|0|1842.0|0|0.0|100
0|2021-12-11|108876.0|0|108876.0|0|1842.0|0|0.0|100
0|2021-12-12|108876.0|0|108876.0|0|1842.0|0|0.0|100
0|2021-12-13|109268.0|0|109268.0|0|1846.0|0|0.0|100
0|2021-12-14|109268.0|0|109312.0|0|1846.0|0|0.0|100
0|2021-12-15|109351.0|0|109351.0|0|1848.0|0|0.0|100
0|2021-12-16|109477.0|0|109477.0|0|1853.0|0|0.0|100
0|2021-12-17|109596.0|0|109596.0|0|1858.0|0|0.0|100
0|2021-12-18|109596.0|0|109596.0|0|1858.0|0|0.0|100
0|2021-12-19|109596.0|0|109596.0|0|1858.0|0|0.0|100
0|2021-12-20|110023.0|0|110023.0|0|1865.0|0|0.0|100
0|2021-12-21|110086.0|0|110086.0|0|1865.0|0|0.0|100
0|2021-12-22|110136.0|0|110136.0|0|1870.0|0|0.0|100
0|2021-12-23|110405.0|0|110405.0|0|1870.0|0|0.0|100
0|2021-12-24|110610.0|0|110610.0|0|1872.0|0|0.0|100
0|2021-12-25|110610.0|0|110610.0|0|1872.0|0|0.0|100
0|2021-12-26|110610.0|0|110610.0|0|1872.0|0|0.0|100
0|2021-12-27|110610.0|0|110610.0|0|1872.0|0|0.0|100
0|2021-12-28|111433.0|0|111433.0|0|1876.0|0|0.0|100
0|2021-12-29|111592.0|0|111592.0|0|1884.0|0|0.0|100
0|2021-12-30|112164.0|0|112164.0|0|1891.0|0|0.0|100
0|2021-12-31|112741.0|0|112741.0|0|1902.0|0|0.0|100
0|2022-01-01|112741.0|0|112741.0|0|1902.0|0|0.0|100
0|2022-01-02|112741.0|0|112741.0|0|1902.0|0|0.0|100
0|2022-01-03|112741.0|0|112741.0|0|1902.0|0|0.0|100
0|2022-01-04|115858.0|0|115858.0|0|1903.0|0|0.0|100
0|2022-01-05|116475.0|0|116475.0|0|1911.0|0|0.0|100
0|2022-01-06|116957.0|0|116957.0|0|1903.0|0|0.0|100
0|2022-01-07|118974.0|0|118974.0|0|1916.0|0|0.0|100
0|2022-01-08|118974.0|0|118974.0|0|1916.0|0|0.0|100
0|2022-01-09|118974.0|0|118974.0|0|1916.0|0|0.0|100
0|2022-01-10|124882.0|0|124882.0|0|1927.0|0|0.0|100
0|2022-01-11|126047.0|0|126047.0|0|1927.0|0|0.0|100
0|2022-01-12|129867.0|0|127599.0|0|1944.0|0|0.0|100
0|2022-01-13|129867.0|0|129868.0|0|1944.0|0|0.0|100
0|2022-01-14|132154.0|0|132154.0|0|1954.0|0|0.0|100
0|2022-01-15|132154.0|0|132154.0|0|1954.0|0|0.0|100
0|2022-01-16|132154.0|0|132154.0|0|1954.0|0|0.0|100
0|2022-01-17|139232.0|0|0.0|100|1958.0|0|0.0|100
