|dates|Washington_Florida_UnitedStates.JHU_ConfirmedCases.data|Washington_Florida_UnitedStates.JHU_ConfirmedCases.missing|Washington_Florida_UnitedStates.NYT_ConfirmedCases.data|Washington_Florida_UnitedStates.NYT_ConfirmedCases.missing|Washington_Florida_UnitedStates.JHU_ConfirmedDeaths.data|Washington_Florida_UnitedStates.JHU_ConfirmedDeaths.missing|Washington_Florida_UnitedStates.JHU_ConfirmedRecoveries.data|Washington_Florida_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4552.0|0|4531.0|0|52.0|0|0.0|100
0|2021-10-18|4552.0|0|4531.0|0|52.0|0|0.0|100
0|2021-10-19|4552.0|0|4531.0|0|52.0|0|0.0|100
0|2021-10-20|4552.0|0|4531.0|0|52.0|0|0.0|100
0|2021-10-21|4552.0|0|4531.0|0|52.0|0|0.0|100
0|2021-10-22|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-23|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-24|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-25|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-26|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-27|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-28|4563.0|0|4542.0|0|52.0|0|0.0|100
0|2021-10-29|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-10-30|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-10-31|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-11-01|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-11-02|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-11-03|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-11-04|4569.0|0|4548.0|0|52.0|0|0.0|100
0|2021-11-05|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-06|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-07|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-08|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-09|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-10|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-11|4574.0|0|4553.0|0|52.0|0|0.0|100
0|2021-11-12|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-13|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-14|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-15|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-16|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-17|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-18|4577.0|0|4556.0|0|52.0|0|0.0|100
0|2021-11-19|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-20|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-21|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-22|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-23|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-24|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-25|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-26|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-27|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-28|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-29|4579.0|0|4558.0|0|52.0|0|0.0|100
0|2021-11-30|4586.0|0|4565.0|0|52.0|0|0.0|100
0|2021-12-01|4586.0|0|4565.0|0|52.0|0|0.0|100
0|2021-12-02|4586.0|0|4565.0|0|52.0|0|0.0|100
0|2021-12-03|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-04|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-05|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-06|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-07|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-08|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-09|4595.0|0|4574.0|0|52.0|0|0.0|100
0|2021-12-10|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-11|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-12|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-13|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-14|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-15|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-16|4610.0|0|4589.0|0|52.0|0|0.0|100
0|2021-12-17|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-18|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-19|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-20|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-21|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-22|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-23|4618.0|0|4597.0|0|52.0|0|0.0|100
0|2021-12-24|4618.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-25|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-26|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-27|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-28|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-29|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-30|4637.0|0|4616.0|0|52.0|0|0.0|100
0|2021-12-31|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-01|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-02|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-03|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-04|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-05|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-06|4728.0|0|4707.0|0|52.0|0|0.0|100
0|2022-01-07|4907.0|0|4886.0|0|52.0|0|0.0|100
0|2022-01-08|4907.0|0|4886.0|0|52.0|0|0.0|100
0|2022-01-09|4907.0|0|4886.0|0|52.0|0|0.0|100
0|2022-01-10|4907.0|0|4886.0|0|52.0|0|0.0|100
0|2022-01-11|4907.0|0|4886.0|0|52.0|0|0.0|100
0|2022-01-12|4907.0|0|4886.0|0|75.0|0|0.0|100
0|2022-01-13|4907.0|0|4886.0|0|75.0|0|0.0|100
0|2022-01-14|4907.0|0|5325.0|0|75.0|0|0.0|100
0|2022-01-15|5346.0|0|5325.0|0|75.0|0|0.0|100
0|2022-01-16|5346.0|0|5325.0|0|75.0|0|0.0|100
0|2022-01-17|5346.0|0|0.0|100|75.0|0|0.0|100
