|dates|Dooly_Georgia_UnitedStates.JHU_ConfirmedCases.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Dooly_Georgia_UnitedStates.NYT_ConfirmedCases.data|Dooly_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Dooly_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Dooly_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Dooly_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1636.0|0|1642.0|0|54.0|0|0.0|100
0|2021-10-18|1636.0|0|1642.0|0|54.0|0|0.0|100
0|2021-10-19|1637.0|0|1643.0|0|55.0|0|0.0|100
0|2021-10-20|1639.0|0|1645.0|0|56.0|0|0.0|100
0|2021-10-21|1639.0|0|1645.0|0|58.0|0|0.0|100
0|2021-10-22|1639.0|0|1645.0|0|58.0|0|0.0|100
0|2021-10-23|1639.0|0|1645.0|0|58.0|0|0.0|100
0|2021-10-24|1639.0|0|1645.0|0|58.0|0|0.0|100
0|2021-10-25|1640.0|0|1650.0|0|58.0|0|0.0|100
0|2021-10-26|1640.0|0|1650.0|0|59.0|0|0.0|100
0|2021-10-27|1641.0|0|1651.0|0|59.0|0|0.0|100
0|2021-10-28|1642.0|0|1652.0|0|59.0|0|0.0|100
0|2021-10-29|1642.0|0|1652.0|0|59.0|0|0.0|100
0|2021-10-30|1642.0|0|1652.0|0|59.0|0|0.0|100
0|2021-10-31|1642.0|0|1652.0|0|59.0|0|0.0|100
0|2021-11-01|1643.0|0|1653.0|0|59.0|0|0.0|100
0|2021-11-02|1644.0|0|1654.0|0|59.0|0|0.0|100
0|2021-11-03|1645.0|0|1655.0|0|59.0|0|0.0|100
0|2021-11-04|1647.0|0|1657.0|0|59.0|0|0.0|100
0|2021-11-05|1647.0|0|1657.0|0|59.0|0|0.0|100
0|2021-11-06|1647.0|0|1657.0|0|59.0|0|0.0|100
0|2021-11-07|1647.0|0|1657.0|0|59.0|0|0.0|100
0|2021-11-08|1647.0|0|1657.0|0|59.0|0|0.0|100
0|2021-11-09|1647.0|0|1657.0|0|60.0|0|0.0|100
0|2021-11-10|1647.0|0|1658.0|0|60.0|0|0.0|100
0|2021-11-11|1648.0|0|1658.0|0|60.0|0|0.0|100
0|2021-11-12|1649.0|0|1659.0|0|60.0|0|0.0|100
0|2021-11-13|1649.0|0|1659.0|0|60.0|0|0.0|100
0|2021-11-14|1649.0|0|1659.0|0|60.0|0|0.0|100
0|2021-11-15|1649.0|0|1659.0|0|60.0|0|0.0|100
0|2021-11-16|1652.0|0|1662.0|0|60.0|0|0.0|100
0|2021-11-17|1654.0|0|1664.0|0|60.0|0|0.0|100
0|2021-11-18|1654.0|0|1664.0|0|60.0|0|0.0|100
0|2021-11-19|1655.0|0|1665.0|0|60.0|0|0.0|100
0|2021-11-20|1655.0|0|1665.0|0|60.0|0|0.0|100
0|2021-11-21|1655.0|0|1665.0|0|60.0|0|0.0|100
0|2021-11-22|1655.0|0|1665.0|0|60.0|0|0.0|100
0|2021-11-23|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-24|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-25|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-26|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-27|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-28|1656.0|0|1666.0|0|60.0|0|0.0|100
0|2021-11-29|1657.0|0|1667.0|0|62.0|0|0.0|100
0|2021-11-30|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-01|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-02|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-03|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-04|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-05|1657.0|0|1668.0|0|62.0|0|0.0|100
0|2021-12-06|1659.0|0|1670.0|0|62.0|0|0.0|100
0|2021-12-07|1659.0|0|1670.0|0|62.0|0|0.0|100
0|2021-12-08|1661.0|0|1672.0|0|62.0|0|0.0|100
0|2021-12-09|1662.0|0|1673.0|0|62.0|0|0.0|100
0|2021-12-10|1662.0|0|1673.0|0|62.0|0|0.0|100
0|2021-12-11|1662.0|0|1673.0|0|62.0|0|0.0|100
0|2021-12-12|1662.0|0|1673.0|0|62.0|0|0.0|100
0|2021-12-13|1663.0|0|1674.0|0|62.0|0|0.0|100
0|2021-12-14|1663.0|0|1676.0|0|62.0|0|0.0|100
0|2021-12-15|1666.0|0|1677.0|0|62.0|0|0.0|100
0|2021-12-16|1666.0|0|1677.0|0|62.0|0|0.0|100
0|2021-12-17|1666.0|0|1677.0|0|62.0|0|0.0|100
0|2021-12-18|1666.0|0|1677.0|0|62.0|0|0.0|100
0|2021-12-19|1666.0|0|1677.0|0|62.0|0|0.0|100
0|2021-12-20|1668.0|0|1679.0|0|62.0|0|0.0|100
0|2021-12-21|1669.0|0|1680.0|0|62.0|0|0.0|100
0|2021-12-22|1672.0|0|1683.0|0|62.0|0|0.0|100
0|2021-12-23|1674.0|0|1685.0|0|62.0|0|0.0|100
0|2021-12-24|1679.0|0|1690.0|0|62.0|0|0.0|100
0|2021-12-25|1679.0|0|1690.0|0|62.0|0|0.0|100
0|2021-12-26|1679.0|0|1690.0|0|62.0|0|0.0|100
0|2021-12-27|1681.0|0|1692.0|0|62.0|0|0.0|100
0|2021-12-28|1688.0|0|1699.0|0|62.0|0|0.0|100
0|2021-12-29|1701.0|0|1712.0|0|62.0|0|0.0|100
0|2021-12-30|1734.0|0|1745.0|0|62.0|0|0.0|100
0|2021-12-31|1744.0|0|1755.0|0|62.0|0|0.0|100
0|2022-01-01|1744.0|0|1755.0|0|62.0|0|0.0|100
0|2022-01-02|1744.0|0|1755.0|0|62.0|0|0.0|100
0|2022-01-03|1744.0|0|1755.0|0|62.0|0|0.0|100
0|2022-01-04|1793.0|0|1804.0|0|62.0|0|0.0|100
0|2022-01-05|1805.0|0|1816.0|0|62.0|0|0.0|100
0|2022-01-06|1805.0|0|1816.0|0|62.0|0|0.0|100
0|2022-01-07|1805.0|0|1816.0|0|62.0|0|0.0|100
0|2022-01-08|1805.0|0|1816.0|0|62.0|0|0.0|100
0|2022-01-09|1805.0|0|1816.0|0|62.0|0|0.0|100
0|2022-01-10|1914.0|0|1925.0|0|62.0|0|0.0|100
0|2022-01-11|1928.0|0|1939.0|0|62.0|0|0.0|100
0|2022-01-12|1946.0|0|1957.0|0|62.0|0|0.0|100
0|2022-01-13|1946.0|0|1983.0|0|62.0|0|0.0|100
0|2022-01-14|2006.0|0|2017.0|0|62.0|0|0.0|100
0|2022-01-15|2006.0|0|2017.0|0|62.0|0|0.0|100
0|2022-01-16|2006.0|0|2017.0|0|62.0|0|0.0|100
0|2022-01-17|2029.0|0|0.0|100|63.0|0|0.0|100
