|dates|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedCases.missing|Monroe_NewYork_UnitedStates.NYT_ConfirmedCases.data|Monroe_NewYork_UnitedStates.NYT_ConfirmedCases.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedDeaths.missing|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.data|Monroe_NewYork_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-07|88521.0|0|88522.0|0|1213.0|0|0.0|100
0|2021-11-08|88777.0|0|88778.0|0|1216.0|0|0.0|100
0|2021-11-09|89030.0|0|89031.0|0|1219.0|0|0.0|100
0|2021-11-10|89421.0|0|89422.0|0|1220.0|0|0.0|100
0|2021-11-11|89894.0|0|89895.0|0|1222.0|0|0.0|100
0|2021-11-12|90394.0|0|90395.0|0|1223.0|0|0.0|100
0|2021-11-13|90874.0|0|90875.0|0|1226.0|0|0.0|100
0|2021-11-14|91266.0|0|91267.0|0|1227.0|0|0.0|100
0|2021-11-15|91609.0|0|91610.0|0|1229.0|0|0.0|100
0|2021-11-16|91979.0|0|91980.0|0|1230.0|0|0.0|100
0|2021-11-17|92361.0|0|92362.0|0|1231.0|0|0.0|100
0|2021-11-18|92914.0|0|92915.0|0|1233.0|0|0.0|100
0|2021-11-19|93377.0|0|93378.0|0|1233.0|0|0.0|100
0|2021-11-20|93821.0|0|93822.0|0|1234.0|0|0.0|100
0|2021-11-21|94310.0|0|94311.0|0|1234.0|0|0.0|100
0|2021-11-22|94694.0|0|94695.0|0|1239.0|0|0.0|100
0|2021-11-23|95016.0|0|95017.0|0|1241.0|0|0.0|100
0|2021-11-24|95455.0|0|95456.0|0|1243.0|0|0.0|100
0|2021-11-25|96018.0|0|96019.0|0|1244.0|0|0.0|100
0|2021-11-26|96018.0|0|96418.0|0|1244.0|0|0.0|100
0|2021-11-27|96726.0|0|96727.0|0|1246.0|0|0.0|100
0|2021-11-28|96981.0|0|96982.0|0|1248.0|0|0.0|100
0|2021-11-29|97295.0|0|97296.0|0|1251.0|0|0.0|100
0|2021-11-30|97658.0|0|97659.0|0|1253.0|0|0.0|100
0|2021-12-01|98224.0|0|98225.0|0|1256.0|0|0.0|100
0|2021-12-02|98936.0|0|98937.0|0|1257.0|0|0.0|100
0|2021-12-03|99510.0|0|99511.0|0|1257.0|0|0.0|100
0|2021-12-04|100149.0|0|100150.0|0|1259.0|0|0.0|100
0|2021-12-05|100649.0|0|100650.0|0|1262.0|0|0.0|100
0|2021-12-06|101004.0|0|101005.0|0|1265.0|0|0.0|100
0|2021-12-07|101434.0|0|101435.0|0|1267.0|0|0.0|100
0|2021-12-08|101904.0|0|101905.0|0|1270.0|0|0.0|100
0|2021-12-09|102528.0|0|102529.0|0|1271.0|0|0.0|100
0|2021-12-10|103052.0|0|103053.0|0|1275.0|0|0.0|100
0|2021-12-11|103400.0|0|103401.0|0|1276.0|0|0.0|100
0|2021-12-12|103793.0|0|103794.0|0|1280.0|0|0.0|100
0|2021-12-13|104068.0|0|104069.0|0|1282.0|0|0.0|100
0|2021-12-14|104068.0|0|104331.0|0|1282.0|0|0.0|100
0|2021-12-15|104710.0|0|104711.0|0|1289.0|0|0.0|100
0|2021-12-16|105131.0|0|105132.0|0|1291.0|0|0.0|100
0|2021-12-17|105602.0|0|105603.0|0|1296.0|0|0.0|100
0|2021-12-18|106085.0|0|106086.0|0|1297.0|0|0.0|100
0|2021-12-19|106459.0|0|106460.0|0|1299.0|0|0.0|100
0|2021-12-20|106765.0|0|106766.0|0|1304.0|0|0.0|100
0|2021-12-21|107008.0|0|107009.0|0|1307.0|0|0.0|100
0|2021-12-22|107494.0|0|107495.0|0|1309.0|0|0.0|100
0|2021-12-23|108043.0|0|108044.0|0|1315.0|0|0.0|100
0|2021-12-24|108554.0|0|108555.0|0|1319.0|0|0.0|100
0|2021-12-25|108554.0|0|108555.0|0|1319.0|0|0.0|100
0|2021-12-26|109437.0|0|109438.0|0|1321.0|0|0.0|100
0|2021-12-27|109700.0|0|109701.0|0|1334.0|0|0.0|100
0|2021-12-28|109989.0|0|109990.0|0|1338.0|0|0.0|100
0|2021-12-29|111021.0|0|111022.0|0|1344.0|0|0.0|100
0|2021-12-30|112311.0|0|112312.0|0|1346.0|0|0.0|100
0|2021-12-31|113676.0|0|113677.0|0|1349.0|0|0.0|100
0|2022-01-01|113676.0|0|115241.0|0|1352.0|0|0.0|100
0|2022-01-02|113676.0|0|116229.0|0|1353.0|0|0.0|100
0|2022-01-03|117027.0|0|117028.0|0|1354.0|0|0.0|100
0|2022-01-04|117797.0|0|117798.0|0|1356.0|0|0.0|100
0|2022-01-05|119546.0|0|119547.0|0|1358.0|0|0.0|100
0|2022-01-06|121594.0|0|121595.0|0|1360.0|0|0.0|100
0|2022-01-07|123692.0|0|123693.0|0|1366.0|0|0.0|100
0|2022-01-08|125927.0|0|125928.0|0|1369.0|0|0.0|100
0|2022-01-09|127632.0|0|127633.0|0|1371.0|0|0.0|100
0|2022-01-10|128760.0|0|128761.0|0|1372.0|0|0.0|100
0|2022-01-11|129691.0|0|129692.0|0|1376.0|0|0.0|100
0|2022-01-12|131209.0|0|131210.0|0|1379.0|0|0.0|100
0|2022-01-13|131209.0|0|132655.0|0|1379.0|0|0.0|100
0|2022-01-14|134431.0|0|134432.0|0|1390.0|0|0.0|100
0|2022-01-15|135739.0|0|135740.0|0|1395.0|0|0.0|100
0|2022-01-16|136920.0|0|136921.0|0|1398.0|0|0.0|100
0|2022-01-17|137633.0|0|0.0|100|1401.0|0|0.0|100
