|dates|Bexar_Texas_UnitedStates.BLS_EmployedPopulation.data|Bexar_Texas_UnitedStates.BLS_EmployedPopulation.missing|Bexar_Texas_UnitedStates.BLS_UnemployedPopulation.data|Bexar_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Bexar_Texas_UnitedStates.BLS_UnemploymentRate.data|Bexar_Texas_UnitedStates.BLS_UnemploymentRate.missing|Bexar_Texas_UnitedStates.BLS_LaborForcePopulation.data|Bexar_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-18|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-19|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-20|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-21|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-22|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-23|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-24|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-25|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-26|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-27|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-28|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-29|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-30|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-10-31|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-11-01|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-11-02|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-11-03|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
0|2021-11-04|901869.0|0|51681.0|0|5.4198521315085735|0|953550.0|0
