|dates|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedCases.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedCases.missing|Potter_Pennsylvania_UnitedStates.NYT_ConfirmedCases.data|Potter_Pennsylvania_UnitedStates.NYT_ConfirmedCases.missing|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedDeaths.missing|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.data|Potter_Pennsylvania_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1810.0|0|1810.0|0|38.0|0|0.0|100
0|2021-10-18|1813.0|0|1813.0|0|40.0|0|0.0|100
0|2021-10-19|1815.0|0|1815.0|0|41.0|0|0.0|100
0|2021-10-20|1825.0|0|1825.0|0|43.0|0|0.0|100
0|2021-10-21|1831.0|0|1831.0|0|44.0|0|0.0|100
0|2021-10-22|1840.0|0|1840.0|0|44.0|0|0.0|100
0|2021-10-23|1849.0|0|1849.0|0|44.0|0|0.0|100
0|2021-10-24|1850.0|0|1850.0|0|45.0|0|0.0|100
0|2021-10-25|1851.0|0|1851.0|0|45.0|0|0.0|100
0|2021-10-26|1859.0|0|1859.0|0|45.0|0|0.0|100
0|2021-10-27|1866.0|0|1866.0|0|45.0|0|0.0|100
0|2021-10-28|1877.0|0|1877.0|0|47.0|0|0.0|100
0|2021-10-29|1893.0|0|1893.0|0|47.0|0|0.0|100
0|2021-10-30|1904.0|0|1904.0|0|47.0|0|0.0|100
0|2021-10-31|1907.0|0|1907.0|0|47.0|0|0.0|100
0|2021-11-01|1907.0|0|1907.0|0|47.0|0|0.0|100
0|2021-11-02|1925.0|0|1925.0|0|47.0|0|0.0|100
0|2021-11-03|1940.0|0|1940.0|0|49.0|0|0.0|100
0|2021-11-04|1963.0|0|1963.0|0|49.0|0|0.0|100
0|2021-11-05|1981.0|0|1981.0|0|49.0|0|0.0|100
0|2021-11-06|1994.0|0|1994.0|0|49.0|0|0.0|100
0|2021-11-07|1997.0|0|1997.0|0|49.0|0|0.0|100
0|2021-11-08|2001.0|0|2001.0|0|49.0|0|0.0|100
0|2021-11-09|2010.0|0|2010.0|0|49.0|0|0.0|100
0|2021-11-10|2010.0|0|2017.0|0|49.0|0|0.0|100
0|2021-11-11|2035.0|0|2035.0|0|51.0|0|0.0|100
0|2021-11-12|2047.0|0|2047.0|0|51.0|0|0.0|100
0|2021-11-13|2090.0|0|2090.0|0|51.0|0|0.0|100
0|2021-11-14|2096.0|0|2096.0|0|51.0|0|0.0|100
0|2021-11-15|2098.0|0|2098.0|0|51.0|0|0.0|100
0|2021-11-16|2118.0|0|2118.0|0|52.0|0|0.0|100
0|2021-11-17|2135.0|0|2135.0|0|52.0|0|0.0|100
0|2021-11-18|2144.0|0|2144.0|0|53.0|0|0.0|100
0|2021-11-19|2173.0|0|2173.0|0|53.0|0|0.0|100
0|2021-11-20|2177.0|0|2177.0|0|53.0|0|0.0|100
0|2021-11-21|2194.0|0|2194.0|0|53.0|0|0.0|100
0|2021-11-22|2197.0|0|2197.0|0|53.0|0|0.0|100
0|2021-11-23|2204.0|0|2204.0|0|53.0|0|0.0|100
0|2021-11-24|2220.0|0|2220.0|0|54.0|0|0.0|100
0|2021-11-25|2226.0|0|2226.0|0|59.0|0|0.0|100
0|2021-11-26|2245.0|0|2245.0|0|59.0|0|0.0|100
0|2021-11-27|2265.0|0|2265.0|0|59.0|0|0.0|100
0|2021-11-28|2270.0|0|2270.0|0|59.0|0|0.0|100
0|2021-11-29|2277.0|0|2277.0|0|60.0|0|0.0|100
0|2021-11-30|2307.0|0|2307.0|0|62.0|0|0.0|100
0|2021-12-01|2324.0|0|2324.0|0|63.0|0|0.0|100
0|2021-12-02|2340.0|0|2340.0|0|65.0|0|0.0|100
0|2021-12-03|2351.0|0|2351.0|0|65.0|0|0.0|100
0|2021-12-04|2351.0|0|2371.0|0|65.0|0|0.0|100
0|2021-12-05|2383.0|0|2383.0|0|65.0|0|0.0|100
0|2021-12-06|2386.0|0|2386.0|0|65.0|0|0.0|100
0|2021-12-07|2398.0|0|2398.0|0|67.0|0|0.0|100
0|2021-12-08|2414.0|0|2414.0|0|67.0|0|0.0|100
0|2021-12-09|2420.0|0|2420.0|0|68.0|0|0.0|100
0|2021-12-10|2437.0|0|2437.0|0|69.0|0|0.0|100
0|2021-12-11|2470.0|0|2470.0|0|70.0|0|0.0|100
0|2021-12-12|2478.0|0|2478.0|0|70.0|0|0.0|100
0|2021-12-13|2486.0|0|2486.0|0|70.0|0|0.0|100
0|2021-12-14|2486.0|0|2491.0|0|70.0|0|0.0|100
0|2021-12-15|2503.0|0|2503.0|0|72.0|0|0.0|100
0|2021-12-16|2512.0|0|2512.0|0|72.0|0|0.0|100
0|2021-12-17|2515.0|0|2515.0|0|72.0|0|0.0|100
0|2021-12-18|2523.0|0|2523.0|0|73.0|0|0.0|100
0|2021-12-19|2530.0|0|2530.0|0|73.0|0|0.0|100
0|2021-12-20|2532.0|0|2532.0|0|73.0|0|0.0|100
0|2021-12-21|2538.0|0|2538.0|0|75.0|0|0.0|100
0|2021-12-22|2543.0|0|2543.0|0|76.0|0|0.0|100
0|2021-12-23|2544.0|0|2544.0|0|76.0|0|0.0|100
0|2021-12-24|2549.0|0|2549.0|0|78.0|0|0.0|100
0|2021-12-25|2550.0|0|2550.0|0|78.0|0|0.0|100
0|2021-12-26|2555.0|0|2555.0|0|78.0|0|0.0|100
0|2021-12-27|2558.0|0|2558.0|0|78.0|0|0.0|100
0|2021-12-28|2560.0|0|2560.0|0|78.0|0|0.0|100
0|2021-12-29|2566.0|0|2566.0|0|78.0|0|0.0|100
0|2021-12-30|2574.0|0|2574.0|0|78.0|0|0.0|100
0|2021-12-31|2580.0|0|2580.0|0|79.0|0|0.0|100
0|2022-01-01|2581.0|0|2581.0|0|79.0|0|0.0|100
0|2022-01-02|2591.0|0|2591.0|0|79.0|0|0.0|100
0|2022-01-03|2597.0|0|2597.0|0|79.0|0|0.0|100
0|2022-01-04|2607.0|0|2607.0|0|79.0|0|0.0|100
0|2022-01-05|2611.0|0|2611.0|0|79.0|0|0.0|100
0|2022-01-06|2617.0|0|2617.0|0|79.0|0|0.0|100
0|2022-01-07|2629.0|0|2629.0|0|80.0|0|0.0|100
0|2022-01-08|2639.0|0|2639.0|0|80.0|0|0.0|100
0|2022-01-09|2652.0|0|2652.0|0|80.0|0|0.0|100
0|2022-01-10|2653.0|0|2653.0|0|80.0|0|0.0|100
0|2022-01-11|2673.0|0|2673.0|0|80.0|0|0.0|100
0|2022-01-12|2689.0|0|2689.0|0|80.0|0|0.0|100
0|2022-01-13|2689.0|0|2702.0|0|80.0|0|0.0|100
0|2022-01-14|2724.0|0|2724.0|0|80.0|0|0.0|100
0|2022-01-15|2741.0|0|2741.0|0|80.0|0|0.0|100
0|2022-01-16|2760.0|0|2760.0|0|80.0|0|0.0|100
0|2022-01-17|2764.0|0|0.0|100|80.0|0|0.0|100
