|dates|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.data|BaltimoreCity_Maryland_UnitedStates.NYT_ConfirmedCases.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedDeaths.missing|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.data|BaltimoreCity_Maryland_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|60812.0|0|60840.0|0|1327.0|0|0.0|100
0|2021-10-18|60923.0|0|60951.0|0|1327.0|0|0.0|100
0|2021-10-19|60903.0|0|60931.0|0|1327.0|0|0.0|100
0|2021-10-20|60951.0|0|60979.0|0|1328.0|0|0.0|100
0|2021-10-21|61003.0|0|61031.0|0|1333.0|0|0.0|100
0|2021-10-22|61101.0|0|61129.0|0|1334.0|0|0.0|100
0|2021-10-23|61181.0|0|61209.0|0|1337.0|0|0.0|100
0|2021-10-24|61275.0|0|61303.0|0|1337.0|0|0.0|100
0|2021-10-25|61353.0|0|61381.0|0|1337.0|0|0.0|100
0|2021-10-26|61389.0|0|61417.0|0|1337.0|0|0.0|100
0|2021-10-27|61414.0|0|61442.0|0|1341.0|0|0.0|100
0|2021-10-28|61478.0|0|61506.0|0|1342.0|0|0.0|100
0|2021-10-29|61565.0|0|61593.0|0|1344.0|0|0.0|100
0|2021-10-30|61643.0|0|61671.0|0|1346.0|0|0.0|100
0|2021-10-31|61734.0|0|61762.0|0|1347.0|0|0.0|100
0|2021-11-01|61780.0|0|61808.0|0|1347.0|0|0.0|100
0|2021-11-02|61804.0|0|61832.0|0|1350.0|0|0.0|100
0|2021-11-03|61878.0|0|61906.0|0|1350.0|0|0.0|100
0|2021-11-04|61937.0|0|61965.0|0|1352.0|0|0.0|100
0|2021-11-05|62004.0|0|62032.0|0|1354.0|0|0.0|100
0|2021-11-06|62092.0|0|62120.0|0|1360.0|0|0.0|100
0|2021-11-07|62176.0|0|62204.0|0|1360.0|0|0.0|100
0|2021-11-08|62242.0|0|62270.0|0|1360.0|0|0.0|100
0|2021-11-09|62284.0|0|62312.0|0|1361.0|0|0.0|100
0|2021-11-10|62284.0|0|62392.0|0|1361.0|0|0.0|100
0|2021-11-11|62456.0|0|62484.0|0|1363.0|0|0.0|100
0|2021-11-12|62567.0|0|62595.0|0|1363.0|0|0.0|100
0|2021-11-13|62697.0|0|62725.0|0|1363.0|0|0.0|100
0|2021-11-14|62814.0|0|62842.0|0|1363.0|0|0.0|100
0|2021-11-15|62922.0|0|62950.0|0|1364.0|0|0.0|100
0|2021-11-16|62995.0|0|63023.0|0|1366.0|0|0.0|100
0|2021-11-17|63023.0|0|63051.0|0|1369.0|0|0.0|100
0|2021-11-18|63109.0|0|63137.0|0|1369.0|0|0.0|100
0|2021-11-19|63235.0|0|63263.0|0|1369.0|0|0.0|100
0|2021-11-20|63371.0|0|63399.0|0|1370.0|0|0.0|100
0|2021-11-21|63506.0|0|63534.0|0|1370.0|0|0.0|100
0|2021-11-22|63606.0|0|63634.0|0|1370.0|0|0.0|100
0|2021-11-23|63675.0|0|63703.0|0|1372.0|0|0.0|100
0|2021-11-24|63789.0|0|63817.0|0|1373.0|0|0.0|100
0|2021-11-25|63789.0|0|63817.0|0|1373.0|0|0.0|100
0|2021-11-26|63789.0|0|63817.0|0|1373.0|0|0.0|100
0|2021-11-27|64001.0|0|64029.0|0|1375.0|0|0.0|100
0|2021-11-28|64083.0|0|64111.0|0|1376.0|0|0.0|100
0|2021-11-29|64173.0|0|64201.0|0|1376.0|0|0.0|100
0|2021-11-30|64328.0|0|64356.0|0|1379.0|0|0.0|100
0|2021-12-01|64391.0|0|64419.0|0|1381.0|0|0.0|100
0|2021-12-02|64391.0|0|64576.0|0|1381.0|0|0.0|100
0|2021-12-03|64760.0|0|64788.0|0|1381.0|0|0.0|100
0|2021-12-04|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-05|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-06|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-07|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-08|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-09|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-10|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-11|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-12|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-13|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-14|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-15|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-16|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-17|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-18|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-19|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-20|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-21|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-22|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-23|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-24|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-25|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-26|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-27|64970.0|0|64998.0|0|1383.0|0|0.0|100
0|2021-12-28|76539.0|0|76567.0|0|1410.0|0|0.0|100
0|2021-12-29|78116.0|0|78144.0|0|1422.0|0|0.0|100
0|2021-12-30|79780.0|0|79808.0|0|1426.0|0|0.0|100
0|2021-12-31|79780.0|0|79808.0|0|1426.0|0|0.0|100
0|2022-01-01|79780.0|0|79808.0|0|1426.0|0|0.0|100
