|dates|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|RogerMills_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|RogerMills_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|RogerMills_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-06|588.0|0|588.0|0|12.0|0|0.0|100
0|2021-12-07|588.0|0|588.0|0|12.0|0|0.0|100
0|2021-12-08|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-09|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-10|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-11|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-12|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-13|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-14|632.0|0|632.0|0|12.0|0|0.0|100
0|2021-12-15|632.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-16|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-17|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-18|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-19|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-20|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-21|657.0|0|657.0|0|12.0|0|0.0|100
0|2021-12-22|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-23|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-24|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-25|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-26|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-27|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-28|677.0|0|677.0|0|12.0|0|0.0|100
0|2021-12-29|686.0|0|686.0|0|12.0|0|0.0|100
0|2021-12-30|686.0|0|686.0|0|12.0|0|0.0|100
0|2021-12-31|686.0|0|686.0|0|12.0|0|0.0|100
0|2022-01-01|686.0|0|686.0|0|12.0|0|0.0|100
0|2022-01-02|686.0|0|686.0|0|12.0|0|0.0|100
0|2022-01-03|686.0|0|686.0|0|12.0|0|0.0|100
0|2022-01-04|686.0|0|686.0|0|12.0|0|0.0|100
0|2022-01-05|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-06|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-07|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-08|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-09|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-10|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-11|704.0|0|704.0|0|13.0|0|0.0|100
0|2022-01-12|723.0|0|723.0|0|13.0|0|0.0|100
0|2022-01-13|723.0|0|723.0|0|13.0|0|0.0|100
0|2022-01-14|723.0|0|723.0|0|13.0|0|0.0|100
0|2022-01-15|723.0|0|723.0|0|13.0|0|0.0|100
0|2022-01-16|723.0|0|723.0|0|13.0|0|0.0|100
0|2022-01-17|723.0|0|0.0|100|13.0|0|0.0|100
