|dates|Newton_Texas_UnitedStates.BLS_EmployedPopulation.data|Newton_Texas_UnitedStates.BLS_EmployedPopulation.missing|Newton_Texas_UnitedStates.BLS_UnemployedPopulation.data|Newton_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Newton_Texas_UnitedStates.BLS_UnemploymentRate.data|Newton_Texas_UnitedStates.BLS_UnemploymentRate.missing|Newton_Texas_UnitedStates.BLS_LaborForcePopulation.data|Newton_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-03|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-04|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-05|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-06|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-07|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-08|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-09|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-10|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-11|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-12|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-13|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-14|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-15|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-16|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-17|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-18|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-19|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-20|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-21|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-22|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-23|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-24|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-25|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-26|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-27|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-28|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-29|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-30|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2021-12-31|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-01|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-02|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-03|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-04|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-05|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-06|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-07|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-08|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-09|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-10|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-11|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-12|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-13|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-14|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-15|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-16|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
0|2022-01-17|4632.0|0|525.0|0|10.180337405468295|0|5157.0|0
