|dates|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.NYT_ConfirmedCases.data|Johnson_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Johnson_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-25|81815.0|0|81815.0|0|963.0|0|0.0|100
0|2021-11-26|81815.0|0|81815.0|0|963.0|0|0.0|100
0|2021-11-27|81815.0|0|81815.0|0|963.0|0|0.0|100
0|2021-11-28|81815.0|0|81815.0|0|963.0|0|0.0|100
0|2021-11-29|82542.0|0|82542.0|0|969.0|0|0.0|100
0|2021-11-30|82542.0|0|82542.0|0|969.0|0|0.0|100
0|2021-12-01|83128.0|0|83128.0|0|971.0|0|0.0|100
0|2021-12-02|83128.0|0|83128.0|0|971.0|0|0.0|100
0|2021-12-03|83128.0|0|84047.0|0|971.0|0|0.0|100
0|2021-12-04|84047.0|0|84047.0|0|971.0|0|0.0|100
0|2021-12-05|84047.0|0|84047.0|0|971.0|0|0.0|100
0|2021-12-06|84641.0|0|84641.0|0|971.0|0|0.0|100
0|2021-12-07|84641.0|0|84641.0|0|971.0|0|0.0|100
0|2021-12-08|85316.0|0|85316.0|0|971.0|0|0.0|100
0|2021-12-09|85316.0|0|85316.0|0|971.0|0|0.0|100
0|2021-12-10|86028.0|0|86028.0|0|971.0|0|0.0|100
0|2021-12-11|86028.0|0|86028.0|0|971.0|0|0.0|100
0|2021-12-12|86028.0|0|86028.0|0|971.0|0|0.0|100
0|2021-12-13|86681.0|0|86681.0|0|971.0|0|0.0|100
0|2021-12-14|86681.0|0|86681.0|0|971.0|0|0.0|100
0|2021-12-15|87345.0|0|87345.0|0|971.0|0|0.0|100
0|2021-12-16|87345.0|0|87345.0|0|971.0|0|0.0|100
0|2021-12-17|88199.0|0|88199.0|0|971.0|0|0.0|100
0|2021-12-18|88199.0|0|88199.0|0|971.0|0|0.0|100
0|2021-12-19|88199.0|0|88199.0|0|971.0|0|0.0|100
0|2021-12-20|88797.0|0|88797.0|0|971.0|0|0.0|100
0|2021-12-21|88797.0|0|88797.0|0|971.0|0|0.0|100
0|2021-12-22|89623.0|0|89623.0|0|971.0|0|0.0|100
0|2021-12-23|89623.0|0|89623.0|0|971.0|0|0.0|100
0|2021-12-24|89623.0|0|89623.0|0|971.0|0|0.0|100
0|2021-12-25|89623.0|0|89623.0|0|971.0|0|0.0|100
0|2021-12-26|89623.0|0|89623.0|0|971.0|0|0.0|100
0|2021-12-27|91226.0|0|91226.0|0|971.0|0|0.0|100
0|2021-12-28|91226.0|0|91226.0|0|971.0|0|0.0|100
0|2021-12-29|92698.0|0|92698.0|0|971.0|0|0.0|100
0|2021-12-30|92698.0|0|92698.0|0|971.0|0|0.0|100
0|2021-12-31|92698.0|0|92698.0|0|971.0|0|0.0|100
0|2022-01-01|92698.0|0|92698.0|0|971.0|0|0.0|100
0|2022-01-02|92698.0|0|92698.0|0|971.0|0|0.0|100
0|2022-01-03|96517.0|0|96517.0|0|971.0|0|0.0|100
0|2022-01-04|96517.0|0|96517.0|0|971.0|0|0.0|100
0|2022-01-05|99894.0|0|99894.0|0|971.0|0|0.0|100
0|2022-01-06|99894.0|0|99894.0|0|971.0|0|0.0|100
0|2022-01-07|103796.0|0|103796.0|0|1030.0|0|0.0|100
0|2022-01-08|103796.0|0|103796.0|0|1030.0|0|0.0|100
0|2022-01-09|103796.0|0|103796.0|0|1030.0|0|0.0|100
0|2022-01-10|107251.0|0|107251.0|0|1036.0|0|0.0|100
0|2022-01-11|107251.0|0|107251.0|0|1036.0|0|0.0|100
0|2022-01-12|107251.0|0|109255.0|0|1036.0|0|0.0|100
0|2022-01-13|107251.0|0|111258.0|0|1036.0|0|0.0|100
0|2022-01-14|114647.0|0|114647.0|0|1049.0|0|0.0|100
0|2022-01-15|114647.0|0|114647.0|0|1049.0|0|0.0|100
0|2022-01-16|114647.0|0|114647.0|0|1049.0|0|0.0|100
0|2022-01-17|114647.0|0|0.0|100|1049.0|0|0.0|100
