|dates|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Pontotoc_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Pontotoc_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Pontotoc_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|7003.0|0|7003.0|0|109.0|0|0.0|100
0|2021-12-01|7016.0|0|7016.0|0|110.0|0|0.0|100
0|2021-12-02|7016.0|0|7026.0|0|110.0|0|0.0|100
0|2021-12-03|7033.0|0|7033.0|0|110.0|0|0.0|100
0|2021-12-04|7033.0|0|7033.0|0|110.0|0|0.0|100
0|2021-12-05|7033.0|0|7033.0|0|110.0|0|0.0|100
0|2021-12-06|7060.0|0|7060.0|0|110.0|0|0.0|100
0|2021-12-07|7071.0|0|7071.0|0|110.0|0|0.0|100
0|2021-12-08|7091.0|0|7091.0|0|110.0|0|0.0|100
0|2021-12-09|7099.0|0|7099.0|0|110.0|0|0.0|100
0|2021-12-10|7109.0|0|7109.0|0|110.0|0|0.0|100
0|2021-12-11|7109.0|0|7109.0|0|110.0|0|0.0|100
0|2021-12-12|7109.0|0|7109.0|0|110.0|0|0.0|100
0|2021-12-13|7127.0|0|7127.0|0|110.0|0|0.0|100
0|2021-12-14|7127.0|0|7147.0|0|110.0|0|0.0|100
0|2021-12-15|7164.0|0|7164.0|0|110.0|0|0.0|100
0|2021-12-16|7198.0|0|7198.0|0|110.0|0|0.0|100
0|2021-12-17|7252.0|0|7252.0|0|110.0|0|0.0|100
0|2021-12-18|7252.0|0|7252.0|0|110.0|0|0.0|100
0|2021-12-19|7252.0|0|7252.0|0|110.0|0|0.0|100
0|2021-12-20|7279.0|0|7279.0|0|110.0|0|0.0|100
0|2021-12-21|7308.0|0|7308.0|0|110.0|0|0.0|100
0|2021-12-22|7325.0|0|7325.0|0|111.0|0|0.0|100
0|2021-12-23|7325.0|0|7325.0|0|111.0|0|0.0|100
0|2021-12-24|7325.0|0|7325.0|0|111.0|0|0.0|100
0|2021-12-25|7325.0|0|7325.0|0|111.0|0|0.0|100
0|2021-12-26|7325.0|0|7325.0|0|111.0|0|0.0|100
0|2021-12-27|7408.0|0|7408.0|0|111.0|0|0.0|100
0|2021-12-28|7432.0|0|7432.0|0|111.0|0|0.0|100
0|2021-12-29|7457.0|0|7457.0|0|112.0|0|0.0|100
0|2021-12-30|7484.0|0|7484.0|0|113.0|0|0.0|100
0|2021-12-31|7484.0|0|7484.0|0|113.0|0|0.0|100
0|2022-01-01|7484.0|0|7484.0|0|113.0|0|0.0|100
0|2022-01-02|7484.0|0|7484.0|0|113.0|0|0.0|100
0|2022-01-03|7616.0|0|7616.0|0|113.0|0|0.0|100
0|2022-01-04|7667.0|0|7667.0|0|114.0|0|0.0|100
0|2022-01-05|7701.0|0|7701.0|0|114.0|0|0.0|100
0|2022-01-06|7762.0|0|7762.0|0|114.0|0|0.0|100
0|2022-01-07|7807.0|0|7807.0|0|114.0|0|0.0|100
0|2022-01-08|7807.0|0|7807.0|0|114.0|0|0.0|100
0|2022-01-09|7807.0|0|7807.0|0|114.0|0|0.0|100
0|2022-01-10|7807.0|0|7857.0|0|114.0|0|0.0|100
0|2022-01-11|7985.0|0|7985.0|0|116.0|0|0.0|100
0|2022-01-12|7985.0|0|8024.0|0|116.0|0|0.0|100
0|2022-01-13|7985.0|0|8160.0|0|116.0|0|0.0|100
0|2022-01-14|8255.0|0|8255.0|0|118.0|0|0.0|100
0|2022-01-15|8255.0|0|8255.0|0|118.0|0|0.0|100
0|2022-01-16|8255.0|0|8255.0|0|118.0|0|0.0|100
0|2022-01-17|8255.0|0|0.0|100|118.0|0|0.0|100
