|dates|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.data|Huron_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Huron_Michigan_UnitedStates.NYT_ConfirmedCases.data|Huron_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Huron_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Huron_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|4658.0|0|4658.0|0|89.0|0|0.0|100
0|2021-10-18|4690.0|0|4690.0|0|89.0|0|0.0|100
0|2021-10-19|4690.0|0|4690.0|0|89.0|0|0.0|100
0|2021-10-20|4729.0|0|4729.0|0|89.0|0|0.0|100
0|2021-10-21|4729.0|0|4729.0|0|89.0|0|0.0|100
0|2021-10-22|4760.0|0|4760.0|0|90.0|0|0.0|100
0|2021-10-23|4760.0|0|4760.0|0|90.0|0|0.0|100
0|2021-10-24|4760.0|0|4760.0|0|90.0|0|0.0|100
0|2021-10-25|4788.0|0|4788.0|0|91.0|0|0.0|100
0|2021-10-26|4788.0|0|4788.0|0|91.0|0|0.0|100
0|2021-10-27|4828.0|0|4828.0|0|94.0|0|0.0|100
0|2021-10-28|4828.0|0|4828.0|0|94.0|0|0.0|100
0|2021-10-29|4867.0|0|4867.0|0|96.0|0|0.0|100
0|2021-10-30|4867.0|0|4867.0|0|96.0|0|0.0|100
0|2021-10-31|4867.0|0|4867.0|0|96.0|0|0.0|100
0|2021-11-01|4914.0|0|4914.0|0|96.0|0|0.0|100
0|2021-11-02|4914.0|0|4914.0|0|96.0|0|0.0|100
0|2021-11-03|4965.0|0|4965.0|0|97.0|0|0.0|100
0|2021-11-04|4965.0|0|4965.0|0|97.0|0|0.0|100
0|2021-11-05|5036.0|0|5036.0|0|96.0|0|0.0|100
0|2021-11-06|5036.0|0|5036.0|0|96.0|0|0.0|100
0|2021-11-07|5036.0|0|5036.0|0|96.0|0|0.0|100
0|2021-11-08|5100.0|0|5100.0|0|96.0|0|0.0|100
0|2021-11-09|5100.0|0|5100.0|0|96.0|0|0.0|100
0|2021-11-10|5100.0|0|5162.0|0|96.0|0|0.0|100
0|2021-11-11|5162.0|0|5162.0|0|97.0|0|0.0|100
0|2021-11-12|5211.0|0|5211.0|0|97.0|0|0.0|100
0|2021-11-13|5211.0|0|5211.0|0|97.0|0|0.0|100
0|2021-11-14|5211.0|0|5211.0|0|97.0|0|0.0|100
0|2021-11-15|5306.0|0|5306.0|0|97.0|0|0.0|100
0|2021-11-16|5306.0|0|5306.0|0|97.0|0|0.0|100
0|2021-11-17|5370.0|0|5370.0|0|98.0|0|0.0|100
0|2021-11-18|5370.0|0|5370.0|0|98.0|0|0.0|100
0|2021-11-19|5450.0|0|5450.0|0|100.0|0|0.0|100
0|2021-11-20|5450.0|0|5450.0|0|100.0|0|0.0|100
0|2021-11-21|5450.0|0|5450.0|0|100.0|0|0.0|100
0|2021-11-22|5493.0|0|5493.0|0|100.0|0|0.0|100
0|2021-11-23|5493.0|0|5493.0|0|100.0|0|0.0|100
0|2021-11-24|5566.0|0|5566.0|0|102.0|0|0.0|100
0|2021-11-25|5566.0|0|5566.0|0|102.0|0|0.0|100
0|2021-11-26|5566.0|0|5566.0|0|102.0|0|0.0|100
0|2021-11-27|5566.0|0|5566.0|0|102.0|0|0.0|100
0|2021-11-28|5566.0|0|5566.0|0|102.0|0|0.0|100
0|2021-11-29|5668.0|0|5668.0|0|102.0|0|0.0|100
0|2021-11-30|5668.0|0|5668.0|0|102.0|0|0.0|100
0|2021-12-01|5742.0|0|5742.0|0|103.0|0|0.0|100
0|2021-12-02|5742.0|0|5742.0|0|103.0|0|0.0|100
0|2021-12-03|5832.0|0|5832.0|0|105.0|0|0.0|100
0|2021-12-04|5832.0|0|5832.0|0|105.0|0|0.0|100
0|2021-12-05|5832.0|0|5832.0|0|105.0|0|0.0|100
0|2021-12-06|5880.0|0|5880.0|0|108.0|0|0.0|100
0|2021-12-07|5880.0|0|5880.0|0|108.0|0|0.0|100
0|2021-12-08|5966.0|0|5966.0|0|111.0|0|0.0|100
0|2021-12-09|5966.0|0|5966.0|0|111.0|0|0.0|100
0|2021-12-10|6005.0|0|6005.0|0|114.0|0|0.0|100
0|2021-12-11|6005.0|0|6005.0|0|114.0|0|0.0|100
0|2021-12-12|6005.0|0|6005.0|0|114.0|0|0.0|100
0|2021-12-13|6067.0|0|6067.0|0|114.0|0|0.0|100
0|2021-12-14|6067.0|0|6067.0|0|114.0|0|0.0|100
0|2021-12-15|6115.0|0|6115.0|0|116.0|0|0.0|100
0|2021-12-16|6115.0|0|6115.0|0|116.0|0|0.0|100
0|2021-12-17|6148.0|0|6148.0|0|119.0|0|0.0|100
0|2021-12-18|6148.0|0|6148.0|0|119.0|0|0.0|100
0|2021-12-19|6148.0|0|6148.0|0|119.0|0|0.0|100
0|2021-12-20|6180.0|0|6180.0|0|120.0|0|0.0|100
0|2021-12-21|6180.0|0|6180.0|0|120.0|0|0.0|100
0|2021-12-22|6225.0|0|6225.0|0|120.0|0|0.0|100
0|2021-12-23|6225.0|0|6225.0|0|120.0|0|0.0|100
0|2021-12-24|6225.0|0|6225.0|0|120.0|0|0.0|100
0|2021-12-25|6225.0|0|6225.0|0|120.0|0|0.0|100
0|2021-12-26|6225.0|0|6225.0|0|120.0|0|0.0|100
0|2021-12-27|6264.0|0|6264.0|0|121.0|0|0.0|100
0|2021-12-28|6264.0|0|6264.0|0|121.0|0|0.0|100
0|2021-12-29|6322.0|0|6322.0|0|122.0|0|0.0|100
0|2021-12-30|6322.0|0|6322.0|0|122.0|0|0.0|100
0|2021-12-31|6322.0|0|6322.0|0|122.0|0|0.0|100
0|2022-01-01|6322.0|0|6322.0|0|122.0|0|0.0|100
0|2022-01-02|6322.0|0|6322.0|0|122.0|0|0.0|100
0|2022-01-03|6427.0|0|6427.0|0|123.0|0|0.0|100
0|2022-01-04|6427.0|0|6427.0|0|123.0|0|0.0|100
0|2022-01-05|6473.0|0|6473.0|0|126.0|0|0.0|100
0|2022-01-06|6473.0|0|6473.0|0|126.0|0|0.0|100
0|2022-01-07|6536.0|0|6536.0|0|127.0|0|0.0|100
0|2022-01-08|6536.0|0|6536.0|0|127.0|0|0.0|100
0|2022-01-09|6536.0|0|6536.0|0|127.0|0|0.0|100
0|2022-01-10|6610.0|0|6610.0|0|128.0|0|0.0|100
0|2022-01-11|6610.0|0|6610.0|0|128.0|0|0.0|100
0|2022-01-12|6679.0|0|6679.0|0|129.0|0|0.0|100
0|2022-01-13|6679.0|0|6679.0|0|129.0|0|0.0|100
0|2022-01-14|6779.0|0|6779.0|0|130.0|0|0.0|100
0|2022-01-15|6779.0|0|6779.0|0|130.0|0|0.0|100
0|2022-01-16|6779.0|0|6779.0|0|130.0|0|0.0|100
0|2022-01-17|6779.0|0|0.0|100|130.0|0|0.0|100
