|dates|Hampden_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hampden_Massachusetts_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hampden_Massachusetts_UnitedStates.Male_Total_Population.data|Hampden_Massachusetts_UnitedStates.Male_Total_Population.missing|Hampden_Massachusetts_UnitedStates.Female_Total_Population.data|Hampden_Massachusetts_UnitedStates.Female_Total_Population.missing|Hampden_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.data|Hampden_Massachusetts_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-11-30|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-01|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-02|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-03|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-04|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-05|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-06|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-07|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-08|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-09|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-10|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-11|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-12|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-13|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-14|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-15|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-16|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-17|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-18|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-19|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-20|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-21|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-22|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-23|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-24|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-25|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-26|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-27|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-28|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-29|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-30|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2021-12-31|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-01|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-02|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-03|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-04|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-05|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-06|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-07|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-08|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-09|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-10|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-11|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-12|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-13|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-14|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-15|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-16|79049.0|0|227388.0|0|243018.0|0|101140.0|0
0|2022-01-17|79049.0|0|227388.0|0|243018.0|0|101140.0|0
