|dates|Gila_Arizona_UnitedStates.JHU_ConfirmedCases.data|Gila_Arizona_UnitedStates.JHU_ConfirmedCases.missing|Gila_Arizona_UnitedStates.NYT_ConfirmedCases.data|Gila_Arizona_UnitedStates.NYT_ConfirmedCases.missing|Gila_Arizona_UnitedStates.JHU_ConfirmedDeaths.data|Gila_Arizona_UnitedStates.JHU_ConfirmedDeaths.missing|Gila_Arizona_UnitedStates.JHU_ConfirmedRecoveries.data|Gila_Arizona_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-24|10906.0|0|10906.0|0|275.0|0|0.0|100
0|2021-11-25|10939.0|0|10939.0|0|277.0|0|0.0|100
0|2021-11-26|10996.0|0|10996.0|0|277.0|0|0.0|100
0|2021-11-27|10997.0|0|10997.0|0|277.0|0|0.0|100
0|2021-11-28|11031.0|0|11031.0|0|277.0|0|0.0|100
0|2021-11-29|11048.0|0|11048.0|0|277.0|0|0.0|100
0|2021-11-30|11048.0|0|11088.0|0|277.0|0|0.0|100
0|2021-12-01|11161.0|0|11161.0|0|278.0|0|0.0|100
0|2021-12-02|11199.0|0|11199.0|0|279.0|0|0.0|100
0|2021-12-03|11284.0|0|11284.0|0|279.0|0|0.0|100
0|2021-12-04|11338.0|0|11338.0|0|280.0|0|0.0|100
0|2021-12-05|11383.0|0|11383.0|0|280.0|0|0.0|100
0|2021-12-06|11411.0|0|11411.0|0|280.0|0|0.0|100
0|2021-12-07|11431.0|0|11431.0|0|281.0|0|0.0|100
0|2021-12-08|11479.0|0|11479.0|0|281.0|0|0.0|100
0|2021-12-09|11547.0|0|11547.0|0|281.0|0|0.0|100
0|2021-12-10|11574.0|0|11574.0|0|283.0|0|0.0|100
0|2021-12-11|11651.0|0|11651.0|0|286.0|0|0.0|100
0|2021-12-12|11675.0|0|11675.0|0|286.0|0|0.0|100
0|2021-12-13|11675.0|0|11693.0|0|286.0|0|0.0|100
0|2021-12-14|11675.0|0|11714.0|0|286.0|0|0.0|100
0|2021-12-15|11742.0|0|11742.0|0|292.0|0|0.0|100
0|2021-12-16|11756.0|0|11756.0|0|292.0|0|0.0|100
0|2021-12-17|11789.0|0|11789.0|0|294.0|0|0.0|100
0|2021-12-18|11789.0|0|11825.0|0|294.0|0|0.0|100
0|2021-12-19|11840.0|0|11840.0|0|294.0|0|0.0|100
0|2021-12-20|11879.0|0|11879.0|0|294.0|0|0.0|100
0|2021-12-21|11886.0|0|11886.0|0|298.0|0|0.0|100
0|2021-12-22|11918.0|0|11918.0|0|300.0|0|0.0|100
0|2021-12-23|11924.0|0|11924.0|0|300.0|0|0.0|100
0|2021-12-24|11982.0|0|11982.0|0|301.0|0|0.0|100
0|2021-12-25|11982.0|0|12033.0|0|301.0|0|0.0|100
0|2021-12-26|12052.0|0|12052.0|0|303.0|0|0.0|100
0|2021-12-27|12075.0|0|12075.0|0|303.0|0|0.0|100
0|2021-12-28|12075.0|0|12074.0|0|303.0|0|0.0|100
0|2021-12-29|12074.0|0|12126.0|0|308.0|0|0.0|100
0|2021-12-30|12126.0|0|12172.0|0|308.0|0|0.0|100
0|2021-12-31|12198.0|0|12198.0|0|308.0|0|0.0|100
0|2022-01-01|12274.0|0|12274.0|0|311.0|0|0.0|100
0|2022-01-02|12296.0|0|12296.0|0|311.0|0|0.0|100
0|2022-01-03|12325.0|0|12325.0|0|311.0|0|0.0|100
0|2022-01-04|12343.0|0|12343.0|0|313.0|0|0.0|100
0|2022-01-05|12378.0|0|12378.0|0|314.0|0|0.0|100
0|2022-01-06|12486.0|0|12486.0|0|314.0|0|0.0|100
0|2022-01-07|12555.0|0|12555.0|0|314.0|0|0.0|100
0|2022-01-08|12665.0|0|12665.0|0|316.0|0|0.0|100
0|2022-01-09|12665.0|0|12757.0|0|316.0|0|0.0|100
0|2022-01-10|12797.0|0|12797.0|0|316.0|0|0.0|100
0|2022-01-11|12860.0|0|12860.0|0|317.0|0|0.0|100
0|2022-01-12|13064.0|0|13064.0|0|317.0|0|0.0|100
0|2022-01-13|13064.0|0|13254.0|0|317.0|0|0.0|100
0|2022-01-14|13350.0|0|13350.0|0|319.0|0|0.0|100
0|2022-01-15|13350.0|0|13540.0|0|319.0|0|0.0|100
0|2022-01-16|13459.0|0|13684.0|0|320.0|0|0.0|100
0|2022-01-17|13709.0|0|0.0|100|322.0|0|0.0|100
