|dates|Jefferson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Kentucky_UnitedStates.Male_Total_Population.data|Jefferson_Kentucky_UnitedStates.Male_Total_Population.missing|Jefferson_Kentucky_UnitedStates.Female_Total_Population.data|Jefferson_Kentucky_UnitedStates.Female_Total_Population.missing|Jefferson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-18|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-19|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-20|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-21|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-22|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-23|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-24|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-25|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-26|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-27|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-28|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-29|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-30|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-10-31|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-01|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-02|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-03|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-04|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-05|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-06|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-07|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-08|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-09|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-10|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-11|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-12|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-13|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-14|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-15|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-16|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-17|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-18|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-19|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-20|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-21|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-22|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-23|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-24|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-25|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-26|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-27|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-28|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-29|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-11-30|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-01|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-02|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-03|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-04|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-05|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-06|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-07|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-08|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-09|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-10|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-11|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-12|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-13|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-14|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-15|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-16|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-17|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-18|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-19|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-20|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-21|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-22|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-23|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-24|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-25|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-26|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-27|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-28|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-29|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-30|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2021-12-31|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-01|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-02|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-03|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-04|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-05|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-06|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-07|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-08|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-09|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-10|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-11|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-12|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-13|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-14|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-15|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-16|124503.0|0|372427.0|0|398090.0|0|170791.0|0
0|2022-01-17|124503.0|0|372427.0|0|398090.0|0|170791.0|0
