|dates|Tooele_Utah_UnitedStates.JHU_ConfirmedCases.data|Tooele_Utah_UnitedStates.JHU_ConfirmedCases.missing|Tooele_Utah_UnitedStates.NYT_ConfirmedCases.data|Tooele_Utah_UnitedStates.NYT_ConfirmedCases.missing|Tooele_Utah_UnitedStates.JHU_ConfirmedDeaths.data|Tooele_Utah_UnitedStates.JHU_ConfirmedDeaths.missing|Tooele_Utah_UnitedStates.JHU_ConfirmedRecoveries.data|Tooele_Utah_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11269.0|0|11269.0|0|63.0|0|0.0|100
0|2021-10-18|11361.0|0|11361.0|0|64.0|0|0.0|100
0|2021-10-19|11413.0|0|11413.0|0|64.0|0|0.0|100
0|2021-10-20|11446.0|0|11446.0|0|64.0|0|0.0|100
0|2021-10-21|11576.0|0|11576.0|0|64.0|0|0.0|100
0|2021-10-22|11641.0|0|11641.0|0|64.0|0|0.0|100
0|2021-10-23|11641.0|0|11641.0|0|64.0|0|0.0|100
0|2021-10-24|11641.0|0|11641.0|0|64.0|0|0.0|100
0|2021-10-25|11777.0|0|11777.0|0|64.0|0|0.0|100
0|2021-10-26|11830.0|0|11830.0|0|65.0|0|0.0|100
0|2021-10-27|11914.0|0|11914.0|0|66.0|0|0.0|100
0|2021-10-28|11986.0|0|11986.0|0|66.0|0|0.0|100
0|2021-10-29|12046.0|0|12046.0|0|66.0|0|0.0|100
0|2021-10-30|12046.0|0|12046.0|0|66.0|0|0.0|100
0|2021-10-31|12046.0|0|12046.0|0|66.0|0|0.0|100
0|2021-11-01|12145.0|0|12145.0|0|67.0|0|0.0|100
0|2021-11-02|12169.0|0|12169.0|0|67.0|0|0.0|100
0|2021-11-03|12244.0|0|12244.0|0|67.0|0|0.0|100
0|2021-11-04|12319.0|0|12319.0|0|67.0|0|0.0|100
0|2021-11-05|12382.0|0|12382.0|0|67.0|0|0.0|100
0|2021-11-06|12382.0|0|12382.0|0|67.0|0|0.0|100
0|2021-11-07|12382.0|0|12382.0|0|67.0|0|0.0|100
0|2021-11-08|12511.0|0|12511.0|0|68.0|0|0.0|100
0|2021-11-09|12551.0|0|12551.0|0|69.0|0|0.0|100
0|2021-11-10|12551.0|0|12590.0|0|69.0|0|0.0|100
0|2021-11-11|12590.0|0|12590.0|0|69.0|0|0.0|100
0|2021-11-12|12707.0|0|12707.0|0|71.0|0|0.0|100
0|2021-11-13|12707.0|0|12707.0|0|71.0|0|0.0|100
0|2021-11-14|12707.0|0|12707.0|0|71.0|0|0.0|100
0|2021-11-15|12853.0|0|12853.0|0|73.0|0|0.0|100
0|2021-11-16|12874.0|0|12874.0|0|74.0|0|0.0|100
0|2021-11-17|12948.0|0|12948.0|0|74.0|0|0.0|100
0|2021-11-18|13009.0|0|13009.0|0|74.0|0|0.0|100
0|2021-11-19|13053.0|0|13053.0|0|75.0|0|0.0|100
0|2021-11-20|13053.0|0|13053.0|0|75.0|0|0.0|100
0|2021-11-21|13053.0|0|13053.0|0|75.0|0|0.0|100
0|2021-11-22|13163.0|0|13163.0|0|75.0|0|0.0|100
0|2021-11-23|13180.0|0|13180.0|0|75.0|0|0.0|100
0|2021-11-24|13228.0|0|13228.0|0|75.0|0|0.0|100
0|2021-11-25|13228.0|0|13228.0|0|75.0|0|0.0|100
0|2021-11-26|13292.0|0|13292.0|0|75.0|0|0.0|100
0|2021-11-27|13292.0|0|13292.0|0|75.0|0|0.0|100
0|2021-11-28|13292.0|0|13292.0|0|75.0|0|0.0|100
0|2021-11-29|13355.0|0|13355.0|0|77.0|0|0.0|100
0|2021-11-30|13373.0|0|13373.0|0|79.0|0|0.0|100
0|2021-12-01|13421.0|0|13421.0|0|80.0|0|0.0|100
0|2021-12-02|13489.0|0|13489.0|0|80.0|0|0.0|100
0|2021-12-03|13534.0|0|13534.0|0|81.0|0|0.0|100
0|2021-12-04|13534.0|0|13534.0|0|81.0|0|0.0|100
0|2021-12-05|13534.0|0|13534.0|0|81.0|0|0.0|100
0|2021-12-06|13639.0|0|13639.0|0|81.0|0|0.0|100
0|2021-12-07|13662.0|0|13662.0|0|81.0|0|0.0|100
0|2021-12-08|13691.0|0|13691.0|0|81.0|0|0.0|100
0|2021-12-09|13724.0|0|13724.0|0|81.0|0|0.0|100
0|2021-12-10|13753.0|0|13753.0|0|81.0|0|0.0|100
0|2021-12-11|13753.0|0|13753.0|0|81.0|0|0.0|100
0|2021-12-12|13753.0|0|13753.0|0|81.0|0|0.0|100
0|2021-12-13|13826.0|0|13826.0|0|81.0|0|0.0|100
0|2021-12-14|13826.0|0|13847.0|0|81.0|0|0.0|100
0|2021-12-15|13880.0|0|13880.0|0|81.0|0|0.0|100
0|2021-12-16|13908.0|0|13908.0|0|81.0|0|0.0|100
0|2021-12-17|13941.0|0|13941.0|0|81.0|0|0.0|100
0|2021-12-18|13941.0|0|13941.0|0|81.0|0|0.0|100
0|2021-12-19|13941.0|0|13941.0|0|81.0|0|0.0|100
0|2021-12-20|13998.0|0|13998.0|0|81.0|0|0.0|100
0|2021-12-21|14010.0|0|14010.0|0|82.0|0|0.0|100
0|2021-12-22|14037.0|0|14037.0|0|82.0|0|0.0|100
0|2021-12-23|14062.0|0|14062.0|0|82.0|0|0.0|100
0|2021-12-24|14062.0|0|14062.0|0|82.0|0|0.0|100
0|2021-12-25|14062.0|0|14062.0|0|82.0|0|0.0|100
