|dates|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedCases.data|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedCases.missing|Lawrence_Tennessee_UnitedStates.NYT_ConfirmedCases.data|Lawrence_Tennessee_UnitedStates.NYT_ConfirmedCases.missing|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedDeaths.data|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedDeaths.missing|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.data|Lawrence_Tennessee_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|9438.0|0|9438.0|0|115.0|0|0.0|100
0|2021-10-18|9460.0|0|9460.0|0|115.0|0|0.0|100
0|2021-10-19|9480.0|0|9480.0|0|117.0|0|0.0|100
0|2021-10-20|9487.0|0|9487.0|0|119.0|0|0.0|100
0|2021-10-21|9496.0|0|9496.0|0|119.0|0|0.0|100
0|2021-10-22|9501.0|0|9501.0|0|121.0|0|0.0|100
0|2021-10-23|9501.0|0|9501.0|0|121.0|0|0.0|100
0|2021-10-24|9501.0|0|9501.0|0|121.0|0|0.0|100
0|2021-10-25|9501.0|0|9501.0|0|121.0|0|0.0|100
0|2021-10-26|9527.0|0|9527.0|0|121.0|0|0.0|100
0|2021-10-27|9539.0|0|9539.0|0|124.0|0|0.0|100
0|2021-10-28|9554.0|0|9554.0|0|124.0|0|0.0|100
0|2021-10-29|9557.0|0|9557.0|0|124.0|0|0.0|100
0|2021-10-30|9557.0|0|9557.0|0|124.0|0|0.0|100
0|2021-10-31|9557.0|0|9557.0|0|124.0|0|0.0|100
0|2021-11-01|9557.0|0|9557.0|0|124.0|0|0.0|100
0|2021-11-02|9580.0|0|9580.0|0|125.0|0|0.0|100
0|2021-11-03|9586.0|0|9586.0|0|126.0|0|0.0|100
0|2021-11-04|9593.0|0|9593.0|0|126.0|0|0.0|100
0|2021-11-05|9597.0|0|9597.0|0|125.0|0|0.0|100
0|2021-11-06|9597.0|0|9597.0|0|125.0|0|0.0|100
0|2021-11-07|9597.0|0|9597.0|0|125.0|0|0.0|100
0|2021-11-08|9597.0|0|9597.0|0|125.0|0|0.0|100
0|2021-11-09|9620.0|0|9620.0|0|125.0|0|0.0|100
0|2021-11-10|9620.0|0|9632.0|0|125.0|0|0.0|100
0|2021-11-11|9632.0|0|9632.0|0|125.0|0|0.0|100
0|2021-11-12|9643.0|0|9643.0|0|125.0|0|0.0|100
0|2021-11-13|9643.0|0|9643.0|0|125.0|0|0.0|100
0|2021-11-14|9643.0|0|9643.0|0|125.0|0|0.0|100
0|2021-11-15|9658.0|0|9658.0|0|125.0|0|0.0|100
0|2021-11-16|9674.0|0|9674.0|0|125.0|0|0.0|100
0|2021-11-17|9680.0|0|9680.0|0|125.0|0|0.0|100
0|2021-11-18|9689.0|0|9689.0|0|125.0|0|0.0|100
0|2021-11-19|9701.0|0|9701.0|0|125.0|0|0.0|100
0|2021-11-20|9701.0|0|9701.0|0|125.0|0|0.0|100
0|2021-11-21|9701.0|0|9701.0|0|125.0|0|0.0|100
0|2021-11-22|9721.0|0|9721.0|0|125.0|0|0.0|100
0|2021-11-23|9730.0|0|9730.0|0|126.0|0|0.0|100
0|2021-11-24|9733.0|0|9733.0|0|127.0|0|0.0|100
0|2021-11-25|9733.0|0|9733.0|0|127.0|0|0.0|100
0|2021-11-26|9733.0|0|9733.0|0|127.0|0|0.0|100
0|2021-11-27|9733.0|0|9733.0|0|127.0|0|0.0|100
0|2021-11-28|9733.0|0|9733.0|0|127.0|0|0.0|100
0|2021-11-29|9754.0|0|9754.0|0|127.0|0|0.0|100
0|2021-11-30|9763.0|0|9763.0|0|128.0|0|0.0|100
0|2021-12-01|9771.0|0|9771.0|0|130.0|0|0.0|100
0|2021-12-02|9778.0|0|9778.0|0|130.0|0|0.0|100
0|2021-12-03|9790.0|0|9790.0|0|131.0|0|0.0|100
0|2021-12-04|9790.0|0|9790.0|0|131.0|0|0.0|100
0|2021-12-05|9790.0|0|9790.0|0|131.0|0|0.0|100
0|2021-12-06|9815.0|0|9815.0|0|131.0|0|0.0|100
0|2021-12-07|9837.0|0|9837.0|0|131.0|0|0.0|100
0|2021-12-08|9844.0|0|9844.0|0|133.0|0|0.0|100
0|2021-12-09|9844.0|0|9844.0|0|133.0|0|0.0|100
0|2021-12-10|9865.0|0|9865.0|0|134.0|0|0.0|100
0|2021-12-11|9865.0|0|9865.0|0|134.0|0|0.0|100
0|2021-12-12|9865.0|0|9865.0|0|134.0|0|0.0|100
0|2021-12-13|9891.0|0|9891.0|0|134.0|0|0.0|100
0|2021-12-14|9891.0|0|9902.0|0|134.0|0|0.0|100
0|2021-12-15|9905.0|0|9905.0|0|134.0|0|0.0|100
0|2021-12-16|9911.0|0|9911.0|0|134.0|0|0.0|100
0|2021-12-17|9926.0|0|9926.0|0|135.0|0|0.0|100
0|2021-12-18|9926.0|0|9926.0|0|135.0|0|0.0|100
0|2021-12-19|9926.0|0|9926.0|0|135.0|0|0.0|100
0|2021-12-20|9943.0|0|9943.0|0|135.0|0|0.0|100
0|2021-12-21|9966.0|0|9966.0|0|135.0|0|0.0|100
0|2021-12-22|9983.0|0|9983.0|0|135.0|0|0.0|100
0|2021-12-23|10005.0|0|10005.0|0|157.0|0|0.0|100
0|2021-12-24|10005.0|0|10005.0|0|157.0|0|0.0|100
0|2021-12-25|10005.0|0|10005.0|0|157.0|0|0.0|100
0|2021-12-26|10005.0|0|10005.0|0|157.0|0|0.0|100
0|2021-12-27|10036.0|0|10036.0|0|157.0|0|0.0|100
0|2021-12-28|10036.0|0|10085.0|0|157.0|0|0.0|100
0|2021-12-29|10118.0|0|10118.0|0|157.0|0|0.0|100
0|2021-12-30|10163.0|0|10163.0|0|158.0|0|0.0|100
0|2021-12-31|10163.0|0|10163.0|0|158.0|0|0.0|100
0|2022-01-01|10163.0|0|10163.0|0|158.0|0|0.0|100
0|2022-01-02|10163.0|0|10163.0|0|158.0|0|0.0|100
0|2022-01-03|10268.0|0|10268.0|0|159.0|0|0.0|100
0|2022-01-04|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-05|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-06|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-07|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-08|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-09|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-10|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-11|10301.0|0|10301.0|0|159.0|0|0.0|100
0|2022-01-12|10645.0|0|10645.0|0|160.0|0|0.0|100
0|2022-01-13|10645.0|0|10645.0|0|160.0|0|0.0|100
0|2022-01-14|10645.0|0|10645.0|0|160.0|0|0.0|100
0|2022-01-15|10645.0|0|10645.0|0|160.0|0|0.0|100
0|2022-01-16|10645.0|0|10645.0|0|160.0|0|0.0|100
0|2022-01-17|10645.0|0|0.0|100|160.0|0|0.0|100
