|dates|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-31|24650.0|0|24650.0|0|559.0|0|0.0|100
0|2022-01-01|24650.0|0|24650.0|0|559.0|0|0.0|100
0|2022-01-02|24650.0|0|24650.0|0|559.0|0|0.0|100
0|2022-01-03|25290.0|0|25290.0|0|560.0|0|0.0|100
0|2022-01-04|25701.0|0|25701.0|0|562.0|0|0.0|100
0|2022-01-05|26145.0|0|26145.0|0|565.0|0|0.0|100
0|2022-01-06|26492.0|0|26492.0|0|566.0|0|0.0|100
0|2022-01-07|27010.0|0|27010.0|0|568.0|0|0.0|100
0|2022-01-08|27010.0|0|27010.0|0|568.0|0|0.0|100
0|2022-01-09|27010.0|0|27010.0|0|568.0|0|0.0|100
0|2022-01-10|28028.0|0|28028.0|0|570.0|0|0.0|100
0|2022-01-11|28411.0|0|28411.0|0|573.0|0|0.0|100
0|2022-01-12|28765.0|0|28765.0|0|577.0|0|0.0|100
0|2022-01-13|28765.0|0|29131.0|0|577.0|0|0.0|100
0|2022-01-14|29315.0|0|29315.0|0|578.0|0|0.0|100
0|2022-01-15|29315.0|0|29315.0|0|578.0|0|0.0|100
0|2022-01-16|29315.0|0|29315.0|0|578.0|0|0.0|100
0|2022-01-17|29315.0|0|0.0|100|578.0|0|0.0|100
