|dates|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.data|Barnstable_Massachusetts_UnitedStates.NYT_ConfirmedCases.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedDeaths.missing|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.data|Barnstable_Massachusetts_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|17329.0|0|17329.0|0|514.0|0|0.0|100
0|2021-10-18|17414.0|0|17414.0|0|514.0|0|0.0|100
0|2021-10-19|17461.0|0|17461.0|0|514.0|0|0.0|100
0|2021-10-20|17499.0|0|17499.0|0|514.0|0|0.0|100
0|2021-10-21|17534.0|0|17534.0|0|515.0|0|0.0|100
0|2021-10-22|17569.0|0|17569.0|0|515.0|0|0.0|100
0|2021-10-23|17569.0|0|17569.0|0|515.0|0|0.0|100
0|2021-10-24|17569.0|0|17569.0|0|515.0|0|0.0|100
0|2021-10-25|17673.0|0|17673.0|0|515.0|0|0.0|100
0|2021-10-26|17711.0|0|17711.0|0|516.0|0|0.0|100
0|2021-10-27|17748.0|0|17748.0|0|516.0|0|0.0|100
0|2021-10-28|17748.0|0|17768.0|0|516.0|0|0.0|100
0|2021-10-29|17810.0|0|17810.0|0|516.0|0|0.0|100
0|2021-10-30|17810.0|0|17810.0|0|516.0|0|0.0|100
0|2021-10-31|17810.0|0|17810.0|0|516.0|0|0.0|100
0|2021-11-01|17895.0|0|17895.0|0|516.0|0|0.0|100
0|2021-11-02|17927.0|0|17927.0|0|516.0|0|0.0|100
0|2021-11-03|17976.0|0|17976.0|0|517.0|0|0.0|100
0|2021-11-04|18009.0|0|18009.0|0|517.0|0|0.0|100
0|2021-11-05|18049.0|0|18049.0|0|517.0|0|0.0|100
0|2021-11-06|18049.0|0|18049.0|0|517.0|0|0.0|100
0|2021-11-07|18049.0|0|18049.0|0|517.0|0|0.0|100
0|2021-11-08|18204.0|0|18204.0|0|517.0|0|0.0|100
0|2021-11-09|18227.0|0|18227.0|0|517.0|0|0.0|100
0|2021-11-10|18266.0|0|18266.0|0|518.0|0|0.0|100
0|2021-11-11|18266.0|0|18266.0|0|518.0|0|0.0|100
0|2021-11-12|18355.0|0|18355.0|0|519.0|0|0.0|100
0|2021-11-13|18355.0|0|18355.0|0|519.0|0|0.0|100
0|2021-11-14|18355.0|0|18355.0|0|519.0|0|0.0|100
0|2021-11-15|18499.0|0|18499.0|0|520.0|0|0.0|100
0|2021-11-16|18557.0|0|18557.0|0|523.0|0|0.0|100
0|2021-11-17|18660.0|0|18660.0|0|524.0|0|0.0|100
0|2021-11-18|18744.0|0|18744.0|0|524.0|0|0.0|100
0|2021-11-19|18838.0|0|18838.0|0|525.0|0|0.0|100
0|2021-11-20|18838.0|0|18838.0|0|525.0|0|0.0|100
0|2021-11-21|18838.0|0|18838.0|0|525.0|0|0.0|100
0|2021-11-22|19100.0|0|19100.0|0|526.0|0|0.0|100
0|2021-11-23|19186.0|0|19186.0|0|527.0|0|0.0|100
0|2021-11-24|19273.0|0|19273.0|0|528.0|0|0.0|100
0|2021-11-25|19273.0|0|19273.0|0|528.0|0|0.0|100
0|2021-11-26|19460.0|0|19460.0|0|528.0|0|0.0|100
0|2021-11-27|19460.0|0|19460.0|0|528.0|0|0.0|100
0|2021-11-28|19460.0|0|19460.0|0|528.0|0|0.0|100
0|2021-11-29|19650.0|0|19650.0|0|528.0|0|0.0|100
0|2021-11-30|19713.0|0|19713.0|0|529.0|0|0.0|100
0|2021-12-01|19877.0|0|19877.0|0|532.0|0|0.0|100
0|2021-12-02|20040.0|0|20040.0|0|534.0|0|0.0|100
0|2021-12-03|20174.0|0|20174.0|0|535.0|0|0.0|100
0|2021-12-04|20174.0|0|20174.0|0|535.0|0|0.0|100
0|2021-12-05|20174.0|0|20174.0|0|535.0|0|0.0|100
0|2021-12-06|20484.0|0|20484.0|0|538.0|0|0.0|100
0|2021-12-07|20551.0|0|20551.0|0|538.0|0|0.0|100
0|2021-12-08|20734.0|0|20734.0|0|538.0|0|0.0|100
0|2021-12-09|20842.0|0|20842.0|0|538.0|0|0.0|100
0|2021-12-10|21021.0|0|21021.0|0|538.0|0|0.0|100
0|2021-12-11|21021.0|0|21021.0|0|538.0|0|0.0|100
0|2021-12-12|21021.0|0|21021.0|0|538.0|0|0.0|100
0|2021-12-13|21375.0|0|21375.0|0|538.0|0|0.0|100
0|2021-12-14|21375.0|0|21463.0|0|538.0|0|0.0|100
0|2021-12-15|21624.0|0|21624.0|0|542.0|0|0.0|100
0|2021-12-16|21807.0|0|21807.0|0|543.0|0|0.0|100
0|2021-12-17|21986.0|0|21986.0|0|546.0|0|0.0|100
0|2021-12-18|21986.0|0|21986.0|0|546.0|0|0.0|100
0|2021-12-19|21986.0|0|21986.0|0|546.0|0|0.0|100
0|2021-12-20|22374.0|0|22374.0|0|547.0|0|0.0|100
0|2021-12-21|22485.0|0|22485.0|0|551.0|0|0.0|100
0|2021-12-22|22702.0|0|22702.0|0|552.0|0|0.0|100
0|2021-12-23|22932.0|0|22932.0|0|552.0|0|0.0|100
0|2021-12-24|23141.0|0|23141.0|0|552.0|0|0.0|100
0|2021-12-25|23141.0|0|23141.0|0|552.0|0|0.0|100
0|2021-12-26|23141.0|0|23141.0|0|552.0|0|0.0|100
0|2021-12-27|23663.0|0|23663.0|0|552.0|0|0.0|100
0|2021-12-28|23845.0|0|23845.0|0|554.0|0|0.0|100
0|2021-12-29|24105.0|0|24105.0|0|556.0|0|0.0|100
0|2021-12-30|24390.0|0|24390.0|0|556.0|0|0.0|100
