|dates|Logan_Kansas_UnitedStates.JHU_ConfirmedCases.data|Logan_Kansas_UnitedStates.JHU_ConfirmedCases.missing|Logan_Kansas_UnitedStates.NYT_ConfirmedCases.data|Logan_Kansas_UnitedStates.NYT_ConfirmedCases.missing|Logan_Kansas_UnitedStates.JHU_ConfirmedDeaths.data|Logan_Kansas_UnitedStates.JHU_ConfirmedDeaths.missing|Logan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.data|Logan_Kansas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|401.0|0|401.0|0|8.0|0|0.0|100
0|2021-10-18|402.0|0|402.0|0|8.0|0|0.0|100
0|2021-10-19|402.0|0|402.0|0|8.0|0|0.0|100
0|2021-10-20|410.0|0|410.0|0|8.0|0|0.0|100
0|2021-10-21|410.0|0|410.0|0|8.0|0|0.0|100
0|2021-10-22|411.0|0|411.0|0|8.0|0|0.0|100
0|2021-10-23|411.0|0|411.0|0|8.0|0|0.0|100
0|2021-10-24|411.0|0|411.0|0|8.0|0|0.0|100
0|2021-10-25|415.0|0|415.0|0|9.0|0|0.0|100
0|2021-10-26|415.0|0|415.0|0|9.0|0|0.0|100
0|2021-10-27|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-10-28|420.0|0|420.0|0|9.0|0|0.0|100
0|2021-10-29|425.0|0|425.0|0|9.0|0|0.0|100
0|2021-10-30|425.0|0|425.0|0|9.0|0|0.0|100
0|2021-10-31|425.0|0|425.0|0|9.0|0|0.0|100
0|2021-11-01|427.0|0|427.0|0|9.0|0|0.0|100
0|2021-11-02|427.0|0|427.0|0|9.0|0|0.0|100
0|2021-11-03|436.0|0|436.0|0|9.0|0|0.0|100
0|2021-11-04|436.0|0|436.0|0|9.0|0|0.0|100
0|2021-11-05|441.0|0|441.0|0|9.0|0|0.0|100
0|2021-11-06|441.0|0|441.0|0|9.0|0|0.0|100
0|2021-11-07|441.0|0|441.0|0|9.0|0|0.0|100
0|2021-11-08|448.0|0|448.0|0|9.0|0|0.0|100
0|2021-11-09|448.0|0|448.0|0|9.0|0|0.0|100
0|2021-11-10|448.0|0|462.0|0|9.0|0|0.0|100
0|2021-11-11|462.0|0|462.0|0|9.0|0|0.0|100
0|2021-11-12|471.0|0|471.0|0|9.0|0|0.0|100
0|2021-11-13|471.0|0|471.0|0|9.0|0|0.0|100
0|2021-11-14|471.0|0|471.0|0|9.0|0|0.0|100
0|2021-11-15|476.0|0|476.0|0|9.0|0|0.0|100
0|2021-11-16|476.0|0|476.0|0|9.0|0|0.0|100
0|2021-11-17|487.0|0|487.0|0|9.0|0|0.0|100
0|2021-11-18|487.0|0|487.0|0|9.0|0|0.0|100
0|2021-11-19|494.0|0|494.0|0|9.0|0|0.0|100
0|2021-11-20|494.0|0|494.0|0|9.0|0|0.0|100
0|2021-11-21|494.0|0|494.0|0|9.0|0|0.0|100
0|2021-11-22|502.0|0|502.0|0|9.0|0|0.0|100
0|2021-11-23|502.0|0|502.0|0|9.0|0|0.0|100
0|2021-11-24|502.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-25|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-26|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-27|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-28|516.0|0|516.0|0|9.0|0|0.0|100
0|2021-11-29|525.0|0|525.0|0|9.0|0|0.0|100
0|2021-11-30|525.0|0|525.0|0|9.0|0|0.0|100
0|2021-12-01|529.0|0|529.0|0|9.0|0|0.0|100
0|2021-12-02|529.0|0|529.0|0|9.0|0|0.0|100
0|2021-12-03|529.0|0|539.0|0|9.0|0|0.0|100
0|2021-12-04|539.0|0|539.0|0|9.0|0|0.0|100
0|2021-12-05|539.0|0|539.0|0|9.0|0|0.0|100
0|2021-12-06|544.0|0|544.0|0|9.0|0|0.0|100
0|2021-12-07|544.0|0|544.0|0|9.0|0|0.0|100
0|2021-12-08|555.0|0|555.0|0|9.0|0|0.0|100
0|2021-12-09|555.0|0|555.0|0|9.0|0|0.0|100
0|2021-12-10|559.0|0|559.0|0|9.0|0|0.0|100
0|2021-12-11|559.0|0|559.0|0|9.0|0|0.0|100
0|2021-12-12|559.0|0|559.0|0|9.0|0|0.0|100
0|2021-12-13|560.0|0|560.0|0|9.0|0|0.0|100
0|2021-12-14|560.0|0|560.0|0|9.0|0|0.0|100
0|2021-12-15|569.0|0|569.0|0|9.0|0|0.0|100
0|2021-12-16|569.0|0|569.0|0|9.0|0|0.0|100
0|2021-12-17|577.0|0|577.0|0|9.0|0|0.0|100
0|2021-12-18|577.0|0|577.0|0|9.0|0|0.0|100
0|2021-12-19|577.0|0|577.0|0|9.0|0|0.0|100
0|2021-12-20|584.0|0|584.0|0|9.0|0|0.0|100
0|2021-12-21|584.0|0|584.0|0|9.0|0|0.0|100
0|2021-12-22|593.0|0|593.0|0|9.0|0|0.0|100
0|2021-12-23|593.0|0|593.0|0|9.0|0|0.0|100
0|2021-12-24|593.0|0|593.0|0|9.0|0|0.0|100
0|2021-12-25|593.0|0|593.0|0|9.0|0|0.0|100
0|2021-12-26|593.0|0|593.0|0|9.0|0|0.0|100
0|2021-12-27|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-12-28|600.0|0|600.0|0|9.0|0|0.0|100
0|2021-12-29|614.0|0|614.0|0|9.0|0|0.0|100
0|2021-12-30|614.0|0|614.0|0|9.0|0|0.0|100
0|2021-12-31|614.0|0|614.0|0|9.0|0|0.0|100
0|2022-01-01|614.0|0|614.0|0|9.0|0|0.0|100
0|2022-01-02|614.0|0|614.0|0|9.0|0|0.0|100
0|2022-01-03|630.0|0|630.0|0|9.0|0|0.0|100
0|2022-01-04|630.0|0|630.0|0|9.0|0|0.0|100
0|2022-01-05|639.0|0|639.0|0|9.0|0|0.0|100
0|2022-01-06|639.0|0|639.0|0|9.0|0|0.0|100
0|2022-01-07|647.0|0|647.0|0|9.0|0|0.0|100
0|2022-01-08|647.0|0|647.0|0|9.0|0|0.0|100
0|2022-01-09|647.0|0|647.0|0|9.0|0|0.0|100
0|2022-01-10|653.0|0|653.0|0|9.0|0|0.0|100
0|2022-01-11|653.0|0|653.0|0|9.0|0|0.0|100
0|2022-01-12|653.0|0|664.0|0|9.0|0|0.0|100
0|2022-01-13|653.0|0|675.0|0|9.0|0|0.0|100
0|2022-01-14|692.0|0|692.0|0|9.0|0|0.0|100
0|2022-01-15|692.0|0|692.0|0|9.0|0|0.0|100
0|2022-01-16|692.0|0|692.0|0|9.0|0|0.0|100
0|2022-01-17|692.0|0|0.0|100|9.0|0|0.0|100
