|dates|Frio_Texas_UnitedStates.JHU_ConfirmedCases.data|Frio_Texas_UnitedStates.JHU_ConfirmedCases.missing|Frio_Texas_UnitedStates.NYT_ConfirmedCases.data|Frio_Texas_UnitedStates.NYT_ConfirmedCases.missing|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-24|4232.0|0|4232.0|0|78.0|0|0.0|100
0|2021-12-25|4232.0|0|4232.0|0|78.0|0|0.0|100
0|2021-12-26|4232.0|0|4232.0|0|78.0|0|0.0|100
0|2021-12-27|4239.0|0|4239.0|0|78.0|0|0.0|100
0|2021-12-28|4254.0|0|4254.0|0|78.0|0|0.0|100
0|2021-12-29|4261.0|0|4261.0|0|78.0|0|0.0|100
0|2021-12-30|4261.0|0|4261.0|0|78.0|0|0.0|100
0|2021-12-31|4261.0|0|4261.0|0|78.0|0|0.0|100
0|2022-01-01|4261.0|0|4261.0|0|78.0|0|0.0|100
0|2022-01-02|4261.0|0|4261.0|0|78.0|0|0.0|100
0|2022-01-03|4299.0|0|4299.0|0|78.0|0|0.0|100
0|2022-01-04|4317.0|0|4317.0|0|78.0|0|0.0|100
0|2022-01-05|4335.0|0|4335.0|0|78.0|0|0.0|100
0|2022-01-06|4347.0|0|4347.0|0|78.0|0|0.0|100
0|2022-01-07|4371.0|0|4371.0|0|79.0|0|0.0|100
0|2022-01-08|4371.0|0|4401.0|0|79.0|0|0.0|100
0|2022-01-09|4415.0|0|4415.0|0|79.0|0|0.0|100
0|2022-01-10|4440.0|0|4440.0|0|79.0|0|0.0|100
0|2022-01-11|4468.0|0|4468.0|0|79.0|0|0.0|100
0|2022-01-12|4492.0|0|4492.0|0|79.0|0|0.0|100
0|2022-01-13|4492.0|0|4528.0|0|79.0|0|0.0|100
0|2022-01-14|4528.0|0|4462.0|0|80.0|0|0.0|100
0|2022-01-15|4505.0|0|4505.0|0|80.0|0|0.0|100
0|2022-01-16|4548.0|0|4548.0|0|80.0|0|0.0|100
0|2022-01-17|4590.0|0|0.0|100|80.0|0|0.0|100
