|dates|Frio_Texas_UnitedStates.JHU_ConfirmedCases.data|Frio_Texas_UnitedStates.JHU_ConfirmedCases.missing|Frio_Texas_UnitedStates.NYT_ConfirmedCases.data|Frio_Texas_UnitedStates.NYT_ConfirmedCases.missing|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Frio_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Frio_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|3884.0|0|3884.0|0|68.0|0|0.0|100
0|2021-10-18|3892.0|0|3892.0|0|68.0|0|0.0|100
0|2021-10-19|3895.0|0|3895.0|0|68.0|0|0.0|100
0|2021-10-20|3907.0|0|3907.0|0|69.0|0|0.0|100
0|2021-10-21|3917.0|0|3917.0|0|69.0|0|0.0|100
0|2021-10-22|3920.0|0|3920.0|0|69.0|0|0.0|100
0|2021-10-23|3920.0|0|3920.0|0|69.0|0|0.0|100
0|2021-10-24|3920.0|0|3920.0|0|69.0|0|0.0|100
0|2021-10-25|3925.0|0|3925.0|0|69.0|0|0.0|100
0|2021-10-26|3928.0|0|3928.0|0|69.0|0|0.0|100
0|2021-10-27|3928.0|0|3928.0|0|69.0|0|0.0|100
0|2021-10-28|3943.0|0|3943.0|0|70.0|0|0.0|100
0|2021-10-29|3946.0|0|3946.0|0|71.0|0|0.0|100
0|2021-10-30|3946.0|0|3946.0|0|71.0|0|0.0|100
0|2021-10-31|3946.0|0|3946.0|0|71.0|0|0.0|100
0|2021-11-01|3946.0|0|3946.0|0|71.0|0|0.0|100
0|2021-11-02|3948.0|0|3948.0|0|71.0|0|0.0|100
0|2021-11-03|3949.0|0|3949.0|0|71.0|0|0.0|100
0|2021-11-04|3949.0|0|3949.0|0|71.0|0|0.0|100
0|2021-11-05|3949.0|0|3949.0|0|73.0|0|0.0|100
0|2021-11-06|3949.0|0|3949.0|0|73.0|0|0.0|100
0|2021-11-07|3949.0|0|3949.0|0|73.0|0|0.0|100
0|2021-11-08|3949.0|0|3949.0|0|73.0|0|0.0|100
0|2021-11-09|3950.0|0|3950.0|0|74.0|0|0.0|100
0|2021-11-10|3950.0|0|3950.0|0|74.0|0|0.0|100
0|2021-11-11|3950.0|0|3950.0|0|74.0|0|0.0|100
0|2021-11-12|3964.0|0|3964.0|0|74.0|0|0.0|100
0|2021-11-13|3964.0|0|3964.0|0|75.0|0|0.0|100
0|2021-11-14|3964.0|0|3964.0|0|75.0|0|0.0|100
0|2021-11-15|3963.0|0|3963.0|0|75.0|0|0.0|100
0|2021-11-16|3980.0|0|3980.0|0|75.0|0|0.0|100
0|2021-11-17|3997.0|0|3997.0|0|75.0|0|0.0|100
0|2021-11-18|3996.0|0|3996.0|0|75.0|0|0.0|100
0|2021-11-19|4014.0|0|4014.0|0|75.0|0|0.0|100
0|2021-11-20|4014.0|0|4014.0|0|76.0|0|0.0|100
0|2021-11-21|4014.0|0|4014.0|0|76.0|0|0.0|100
0|2021-11-22|4034.0|0|4034.0|0|76.0|0|0.0|100
0|2021-11-23|4034.0|0|4034.0|0|77.0|0|0.0|100
0|2021-11-24|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-25|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-26|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-27|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-28|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-29|4038.0|0|4038.0|0|77.0|0|0.0|100
0|2021-11-30|4079.0|0|4079.0|0|77.0|0|0.0|100
0|2021-12-01|4086.0|0|4086.0|0|77.0|0|0.0|100
0|2021-12-02|4103.0|0|4103.0|0|77.0|0|0.0|100
0|2021-12-03|4120.0|0|4120.0|0|77.0|0|0.0|100
0|2021-12-04|4137.0|0|4137.0|0|77.0|0|0.0|100
0|2021-12-05|4137.0|0|4138.0|0|77.0|0|0.0|100
0|2021-12-06|4140.0|0|4140.0|0|77.0|0|0.0|100
0|2021-12-07|4150.0|0|4150.0|0|77.0|0|0.0|100
0|2021-12-08|4162.0|0|4162.0|0|77.0|0|0.0|100
0|2021-12-09|4172.0|0|4172.0|0|77.0|0|0.0|100
0|2021-12-10|4189.0|0|4189.0|0|77.0|0|0.0|100
0|2021-12-11|4197.0|0|4197.0|0|78.0|0|0.0|100
0|2021-12-12|4198.0|0|4198.0|0|78.0|0|0.0|100
0|2021-12-13|4199.0|0|4199.0|0|78.0|0|0.0|100
0|2021-12-14|4199.0|0|4205.0|0|78.0|0|0.0|100
0|2021-12-15|4213.0|0|4213.0|0|78.0|0|0.0|100
0|2021-12-16|4213.0|0|4220.0|0|78.0|0|0.0|100
0|2021-12-17|4226.0|0|4226.0|0|78.0|0|0.0|100
0|2021-12-18|4227.0|0|4227.0|0|78.0|0|0.0|100
0|2021-12-19|4227.0|0|4227.0|0|78.0|0|0.0|100
0|2021-12-20|4228.0|0|4228.0|0|78.0|0|0.0|100
0|2021-12-21|4229.0|0|4229.0|0|78.0|0|0.0|100
0|2021-12-22|4229.0|0|4229.0|0|78.0|0|0.0|100
0|2021-12-23|4232.0|0|4232.0|0|78.0|0|0.0|100
