|dates|Mason_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Mason_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Mason_Kentucky_UnitedStates.AveragePrecipitation.data|Mason_Kentucky_UnitedStates.AveragePrecipitation.missing|Mason_Kentucky_UnitedStates.AverageWindDirection.data|Mason_Kentucky_UnitedStates.AverageWindDirection.missing|Mason_Kentucky_UnitedStates.AverageWindSpeed.data|Mason_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-17|0.0|0|0.0|0|283.8541666666667|0|8.25|0
0|2021-10-18|0.0|0|0.0|0|241.25|0|5.125|0
0|2021-10-19|0.0|0|0.0|0|193.125|0|4.729166666666667|0
0|2021-10-20|0.0|0|0.0|0|219.38541666666666|0|6.208333333333333|0
0|2021-10-21|0.0|0|0.0|0|251.77083333333334|0|9.84375|0
0|2021-10-22|0.0|0|0.0|0|256.6666666666667|0|4.604166666666667|0
0|2021-10-23|0.0|0|0.0|0|200.20833333333334|0|4.208333333333333|0
0|2021-10-24|0.0|0|0.0|0|137.86458333333334|0|5.796875|0
0|2021-10-25|0.0|0|0.0|0|250.72916666666666|0|11.197916666666666|0
0|2021-10-26|0.0|0|0.0|0|243.48958333333334|0|7.052083333333333|0
0|2021-10-27|0.0|0|0.0|0|85.20833333333333|0|5.046875|0
0|2021-10-28|0.0|0|0.0|0|112.60416666666667|0|6.53125|0
0|2021-10-29|0.0|0|0.0|0|188.02083333333334|0|5.375|0
0|2021-10-30|0.0|0|0.0|0|266.5625|0|7.21875|0
0|2021-10-31|0.0|0|0.0|0|292.7083333333333|0|9.052083333333334|0
0|2021-11-01|0.0|0|0.0|0|243.125|0|4.697916666666667|0
0|2021-11-02|0.0|0|0.0|0|304.4791666666667|0|5.104166666666667|0
0|2021-11-03|0.0|0|0.0|0|81.5625|0|1.5|0
0|2021-11-04|0.0|0|0.0|0|43.645833333333336|0|2.3541666666666665|0
0|2021-11-05|0.0|0|0.0|0|78.75|0|4.739583333333333|0
0|2021-11-06|0.0|0|0.0|0|33.645833333333336|0|1.4375|0
0|2021-11-07|0.0|0|0.0|0|79.63541666666667|0|1.2135416666666667|0
0|2021-11-08|0.0|0|0.0|0|196.61458333333334|0|5.072916666666667|0
0|2021-11-09|0.0|0|0.0|0|231.5625|0|6.427083333333333|0
0|2021-11-10|0.0|0|0.0|0|150.0|0|4.520833333333333|0
0|2021-11-11|0.0|0|0.0|0|215.83333333333334|0|11.114583333333334|0
0|2021-11-12|0.0|0|0.0|0|259.4791666666667|0|11.364583333333334|0
0|2021-11-13|0.0|0|0.0|0|281.3541666666667|0|10.78125|0
0|2021-11-14|0.0|0|0.0|0|260.0|0|12.302083333333334|0
0|2021-11-15|0.0|0|0.0|0|232.91666666666666|0|8.229166666666666|0
0|2021-11-16|0.0|0|0.0|0|138.02083333333334|0|4.083333333333333|0
0|2021-11-17|0.0|0|0.0|0|222.55208333333334|0|12.182291666666666|0
0|2021-11-18|0.0|0|0.0|0|284.1666666666667|0|11.395833333333334|0
0|2021-11-19|0.0|0|0.0|0|165.625|0|4.385416666666667|0
0|2021-11-20|0.0|0|0.0|0|176.04166666666666|0|6.177083333333333|0
0|2021-11-21|0.0|0|0.0|0|235.625|0|6.75|0
