|dates|Somervell_Texas_UnitedStates.JHU_ConfirmedCases.data|Somervell_Texas_UnitedStates.JHU_ConfirmedCases.missing|Somervell_Texas_UnitedStates.NYT_ConfirmedCases.data|Somervell_Texas_UnitedStates.NYT_ConfirmedCases.missing|Somervell_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Somervell_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Somervell_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Somervell_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-28|1557.0|0|1557.0|0|26.0|0|0.0|100
0|2021-12-29|1559.0|0|1559.0|0|26.0|0|0.0|100
0|2021-12-30|1561.0|0|1561.0|0|26.0|0|0.0|100
0|2021-12-31|1561.0|0|1561.0|0|26.0|0|0.0|100
0|2022-01-01|1561.0|0|1561.0|0|26.0|0|0.0|100
0|2022-01-02|1561.0|0|1561.0|0|26.0|0|0.0|100
0|2022-01-03|1570.0|0|1570.0|0|26.0|0|0.0|100
0|2022-01-04|1574.0|0|1574.0|0|26.0|0|0.0|100
0|2022-01-05|1576.0|0|1576.0|0|26.0|0|0.0|100
0|2022-01-06|1578.0|0|1578.0|0|26.0|0|0.0|100
0|2022-01-07|1580.0|0|1580.0|0|26.0|0|0.0|100
0|2022-01-08|1583.0|0|1583.0|0|26.0|0|0.0|100
0|2022-01-09|1590.0|0|1590.0|0|27.0|0|0.0|100
0|2022-01-10|1603.0|0|1603.0|0|27.0|0|0.0|100
0|2022-01-11|1638.0|0|1638.0|0|27.0|0|0.0|100
0|2022-01-12|1662.0|0|1662.0|0|28.0|0|0.0|100
0|2022-01-13|1662.0|0|1682.0|0|28.0|0|0.0|100
0|2022-01-14|1682.0|0|1716.0|0|28.0|0|0.0|100
0|2022-01-15|1752.0|0|1752.0|0|29.0|0|0.0|100
0|2022-01-16|1767.0|0|1767.0|0|30.0|0|0.0|100
0|2022-01-17|1776.0|0|0.0|100|30.0|0|0.0|100
