|dates|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Craig_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Craig_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2950.0|0|2950.0|0|29.0|0|0.0|100
0|2021-10-18|2950.0|0|2950.0|0|29.0|0|0.0|100
0|2021-10-19|2950.0|0|2950.0|0|29.0|0|0.0|100
0|2021-10-20|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-21|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-22|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-23|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-24|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-25|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-26|2989.0|0|2989.0|0|32.0|0|0.0|100
0|2021-10-27|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-10-28|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-10-29|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-10-30|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-10-31|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-11-01|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-11-02|3011.0|0|3011.0|0|32.0|0|0.0|100
0|2021-11-03|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-04|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-05|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-06|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-07|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-08|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-09|3032.0|0|3032.0|0|33.0|0|0.0|100
0|2021-11-10|3032.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-11|3032.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-12|3049.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-13|3049.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-14|3049.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-15|3049.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-16|3049.0|0|3049.0|0|33.0|0|0.0|100
0|2021-11-17|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-18|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-19|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-20|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-21|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-22|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-23|3091.0|0|3091.0|0|33.0|0|0.0|100
0|2021-11-24|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-11-25|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-11-26|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-11-27|3121.0|0|3121.0|0|33.0|0|0.0|100
