|dates|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedCases.missing|Craig_Oklahoma_UnitedStates.NYT_ConfirmedCases.data|Craig_Oklahoma_UnitedStates.NYT_ConfirmedCases.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedDeaths.missing|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.data|Craig_Oklahoma_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-28|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-11-29|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-11-30|3121.0|0|3121.0|0|33.0|0|0.0|100
0|2021-12-01|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-02|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-03|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-04|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-05|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-06|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-07|3129.0|0|3129.0|0|33.0|0|0.0|100
0|2021-12-08|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-09|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-10|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-11|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-12|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-13|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-14|3191.0|0|3191.0|0|33.0|0|0.0|100
0|2021-12-15|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-16|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-17|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-18|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-19|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-20|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-21|3259.0|0|3259.0|0|33.0|0|0.0|100
0|2021-12-22|3301.0|0|3301.0|0|33.0|0|0.0|100
0|2021-12-23|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-24|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-25|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-26|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-27|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-28|3301.0|0|3301.0|0|36.0|0|0.0|100
0|2021-12-29|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2021-12-30|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2021-12-31|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2022-01-01|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2022-01-02|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2022-01-03|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2022-01-04|3342.0|0|3342.0|0|36.0|0|0.0|100
0|2022-01-05|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-06|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-07|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-08|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-09|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-10|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-11|3379.0|0|3379.0|0|38.0|0|0.0|100
0|2022-01-12|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2022-01-13|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2022-01-14|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2022-01-15|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2022-01-16|3511.0|0|3511.0|0|39.0|0|0.0|100
0|2022-01-17|3511.0|0|0.0|100|39.0|0|0.0|100
