|dates|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Habersham_Georgia_UnitedStates.NYT_ConfirmedCases.data|Habersham_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Habersham_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-30|7872.0|0|8020.0|0|221.0|0|0.0|100
0|2021-12-31|7906.0|0|8054.0|0|221.0|0|0.0|100
0|2022-01-01|7906.0|0|8054.0|0|221.0|0|0.0|100
0|2022-01-02|7906.0|0|8054.0|0|221.0|0|0.0|100
0|2022-01-03|7906.0|0|8054.0|0|221.0|0|0.0|100
0|2022-01-04|8026.0|0|8174.0|0|221.0|0|0.0|100
0|2022-01-05|8078.0|0|8226.0|0|222.0|0|0.0|100
0|2022-01-06|8078.0|0|8226.0|0|222.0|0|0.0|100
0|2022-01-07|8078.0|0|8226.0|0|222.0|0|0.0|100
0|2022-01-08|8078.0|0|8226.0|0|222.0|0|0.0|100
0|2022-01-09|8078.0|0|8226.0|0|222.0|0|0.0|100
0|2022-01-10|8319.0|0|8467.0|0|224.0|0|0.0|100
0|2022-01-11|8417.0|0|8565.0|0|224.0|0|0.0|100
0|2022-01-12|8453.0|0|8601.0|0|224.0|0|0.0|100
0|2022-01-13|8453.0|0|8660.0|0|224.0|0|0.0|100
0|2022-01-14|8566.0|0|8714.0|0|225.0|0|0.0|100
0|2022-01-15|8566.0|0|8714.0|0|225.0|0|0.0|100
0|2022-01-16|8566.0|0|8714.0|0|225.0|0|0.0|100
0|2022-01-17|8665.0|0|0.0|100|225.0|0|0.0|100
