|dates|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedCases.missing|Meriwether_Georgia_UnitedStates.NYT_ConfirmedCases.data|Meriwether_Georgia_UnitedStates.NYT_ConfirmedCases.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedDeaths.missing|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.data|Meriwether_Georgia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-26|3013.0|0|3024.0|0|119.0|0|0.0|100
0|2021-11-27|3013.0|0|3024.0|0|119.0|0|0.0|100
0|2021-11-28|3013.0|0|3024.0|0|119.0|0|0.0|100
0|2021-11-29|3018.0|0|3029.0|0|120.0|0|0.0|100
0|2021-11-30|3020.0|0|3032.0|0|120.0|0|0.0|100
0|2021-12-01|3020.0|0|3032.0|0|120.0|0|0.0|100
0|2021-12-02|3020.0|0|3035.0|0|120.0|0|0.0|100
0|2021-12-03|3029.0|0|3041.0|0|120.0|0|0.0|100
0|2021-12-04|3029.0|0|3041.0|0|120.0|0|0.0|100
0|2021-12-05|3029.0|0|3041.0|0|120.0|0|0.0|100
0|2021-12-06|3035.0|0|3047.0|0|120.0|0|0.0|100
0|2021-12-07|3036.0|0|3048.0|0|120.0|0|0.0|100
0|2021-12-08|3038.0|0|3050.0|0|120.0|0|0.0|100
0|2021-12-09|3039.0|0|3051.0|0|120.0|0|0.0|100
0|2021-12-10|3047.0|0|3059.0|0|120.0|0|0.0|100
0|2021-12-11|3047.0|0|3059.0|0|120.0|0|0.0|100
0|2021-12-12|3047.0|0|3059.0|0|120.0|0|0.0|100
0|2021-12-13|3055.0|0|3067.0|0|120.0|0|0.0|100
0|2021-12-14|3055.0|0|3069.0|0|120.0|0|0.0|100
0|2021-12-15|3061.0|0|3073.0|0|121.0|0|0.0|100
0|2021-12-16|3068.0|0|3080.0|0|121.0|0|0.0|100
0|2021-12-17|3073.0|0|3085.0|0|121.0|0|0.0|100
0|2021-12-18|3073.0|0|3085.0|0|121.0|0|0.0|100
0|2021-12-19|3073.0|0|3085.0|0|121.0|0|0.0|100
0|2021-12-20|3092.0|0|3104.0|0|121.0|0|0.0|100
0|2021-12-21|3100.0|0|3112.0|0|121.0|0|0.0|100
0|2021-12-22|3110.0|0|3122.0|0|121.0|0|0.0|100
0|2021-12-23|3121.0|0|3133.0|0|121.0|0|0.0|100
0|2021-12-24|3133.0|0|3145.0|0|121.0|0|0.0|100
0|2021-12-25|3133.0|0|3145.0|0|121.0|0|0.0|100
0|2021-12-26|3133.0|0|3145.0|0|121.0|0|0.0|100
0|2021-12-27|3166.0|0|3178.0|0|121.0|0|0.0|100
0|2021-12-28|3199.0|0|3211.0|0|121.0|0|0.0|100
0|2021-12-29|3255.0|0|3267.0|0|121.0|0|0.0|100
0|2021-12-30|3307.0|0|3319.0|0|121.0|0|0.0|100
0|2021-12-31|3364.0|0|3376.0|0|121.0|0|0.0|100
0|2022-01-01|3364.0|0|3376.0|0|121.0|0|0.0|100
0|2022-01-02|3364.0|0|3376.0|0|121.0|0|0.0|100
0|2022-01-03|3364.0|0|3376.0|0|121.0|0|0.0|100
0|2022-01-04|3487.0|0|3499.0|0|121.0|0|0.0|100
0|2022-01-05|3556.0|0|3568.0|0|121.0|0|0.0|100
0|2022-01-06|3556.0|0|3568.0|0|121.0|0|0.0|100
0|2022-01-07|3556.0|0|3568.0|0|121.0|0|0.0|100
0|2022-01-08|3556.0|0|3568.0|0|121.0|0|0.0|100
0|2022-01-09|3556.0|0|3568.0|0|121.0|0|0.0|100
0|2022-01-10|3724.0|0|3736.0|0|121.0|0|0.0|100
0|2022-01-11|3783.0|0|3795.0|0|121.0|0|0.0|100
0|2022-01-12|3813.0|0|3825.0|0|121.0|0|0.0|100
0|2022-01-13|3813.0|0|3850.0|0|121.0|0|0.0|100
0|2022-01-14|3864.0|0|3876.0|0|123.0|0|0.0|100
0|2022-01-15|3864.0|0|3876.0|0|123.0|0|0.0|100
0|2022-01-16|3864.0|0|3876.0|0|123.0|0|0.0|100
0|2022-01-17|3921.0|0|0.0|100|123.0|0|0.0|100
