|dates|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Ogemaw_Michigan_UnitedStates.NYT_ConfirmedCases.data|Ogemaw_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Ogemaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2590.0|0|2590.0|0|54.0|0|0.0|100
0|2021-10-18|2635.0|0|2635.0|0|54.0|0|0.0|100
0|2021-10-19|2635.0|0|2635.0|0|54.0|0|0.0|100
0|2021-10-20|2664.0|0|2664.0|0|57.0|0|0.0|100
0|2021-10-21|2664.0|0|2664.0|0|57.0|0|0.0|100
0|2021-10-22|2693.0|0|2693.0|0|59.0|0|0.0|100
0|2021-10-23|2693.0|0|2693.0|0|59.0|0|0.0|100
0|2021-10-24|2693.0|0|2693.0|0|59.0|0|0.0|100
0|2021-10-25|2714.0|0|2714.0|0|59.0|0|0.0|100
0|2021-10-26|2714.0|0|2714.0|0|59.0|0|0.0|100
0|2021-10-27|2737.0|0|2737.0|0|59.0|0|0.0|100
0|2021-10-28|2737.0|0|2737.0|0|59.0|0|0.0|100
0|2021-10-29|2763.0|0|2763.0|0|60.0|0|0.0|100
0|2021-10-30|2763.0|0|2763.0|0|60.0|0|0.0|100
0|2021-10-31|2763.0|0|2763.0|0|60.0|0|0.0|100
0|2021-11-01|2774.0|0|2774.0|0|60.0|0|0.0|100
0|2021-11-02|2774.0|0|2774.0|0|60.0|0|0.0|100
0|2021-11-03|2791.0|0|2791.0|0|62.0|0|0.0|100
0|2021-11-04|2791.0|0|2791.0|0|62.0|0|0.0|100
0|2021-11-05|2816.0|0|2816.0|0|62.0|0|0.0|100
0|2021-11-06|2816.0|0|2816.0|0|62.0|0|0.0|100
0|2021-11-07|2816.0|0|2816.0|0|62.0|0|0.0|100
0|2021-11-08|2826.0|0|2826.0|0|62.0|0|0.0|100
0|2021-11-09|2826.0|0|2826.0|0|62.0|0|0.0|100
0|2021-11-10|2838.0|0|2838.0|0|65.0|0|0.0|100
0|2021-11-11|2838.0|0|2838.0|0|65.0|0|0.0|100
0|2021-11-12|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2021-11-13|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2021-11-14|2871.0|0|2871.0|0|68.0|0|0.0|100
0|2021-11-15|2898.0|0|2898.0|0|68.0|0|0.0|100
0|2021-11-16|2898.0|0|2898.0|0|68.0|0|0.0|100
0|2021-11-17|2912.0|0|2912.0|0|68.0|0|0.0|100
0|2021-11-18|2912.0|0|2912.0|0|68.0|0|0.0|100
0|2021-11-19|2930.0|0|2930.0|0|68.0|0|0.0|100
0|2021-11-20|2930.0|0|2930.0|0|68.0|0|0.0|100
0|2021-11-21|2930.0|0|2930.0|0|68.0|0|0.0|100
0|2021-11-22|2969.0|0|2969.0|0|68.0|0|0.0|100
0|2021-11-23|2969.0|0|2969.0|0|68.0|0|0.0|100
0|2021-11-24|3034.0|0|3034.0|0|71.0|0|0.0|100
0|2021-11-25|3034.0|0|3034.0|0|71.0|0|0.0|100
0|2021-11-26|3034.0|0|3034.0|0|71.0|0|0.0|100
0|2021-11-27|3034.0|0|3034.0|0|71.0|0|0.0|100
0|2021-11-28|3034.0|0|3034.0|0|71.0|0|0.0|100
0|2021-11-29|3074.0|0|3074.0|0|71.0|0|0.0|100
0|2021-11-30|3074.0|0|3074.0|0|71.0|0|0.0|100
0|2021-12-01|3101.0|0|3101.0|0|73.0|0|0.0|100
0|2021-12-02|3101.0|0|3101.0|0|73.0|0|0.0|100
0|2021-12-03|3129.0|0|3129.0|0|74.0|0|0.0|100
0|2021-12-04|3129.0|0|3129.0|0|74.0|0|0.0|100
0|2021-12-05|3129.0|0|3129.0|0|74.0|0|0.0|100
0|2021-12-06|3146.0|0|3146.0|0|75.0|0|0.0|100
0|2021-12-07|3146.0|0|3146.0|0|75.0|0|0.0|100
0|2021-12-08|3166.0|0|3166.0|0|76.0|0|0.0|100
0|2021-12-09|3166.0|0|3166.0|0|76.0|0|0.0|100
0|2021-12-10|3191.0|0|3191.0|0|77.0|0|0.0|100
0|2021-12-11|3191.0|0|3191.0|0|77.0|0|0.0|100
0|2021-12-12|3191.0|0|3191.0|0|77.0|0|0.0|100
0|2021-12-13|3213.0|0|3213.0|0|77.0|0|0.0|100
0|2021-12-14|3213.0|0|3213.0|0|77.0|0|0.0|100
0|2021-12-15|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-12-16|3231.0|0|3231.0|0|79.0|0|0.0|100
0|2021-12-17|3257.0|0|3257.0|0|80.0|0|0.0|100
0|2021-12-18|3257.0|0|3257.0|0|80.0|0|0.0|100
0|2021-12-19|3257.0|0|3257.0|0|80.0|0|0.0|100
0|2021-12-20|3268.0|0|3268.0|0|80.0|0|0.0|100
0|2021-12-21|3268.0|0|3268.0|0|80.0|0|0.0|100
0|2021-12-22|3279.0|0|3279.0|0|80.0|0|0.0|100
0|2021-12-23|3279.0|0|3279.0|0|80.0|0|0.0|100
0|2021-12-24|3279.0|0|3279.0|0|80.0|0|0.0|100
0|2021-12-25|3279.0|0|3279.0|0|80.0|0|0.0|100
0|2021-12-26|3279.0|0|3279.0|0|80.0|0|0.0|100
0|2021-12-27|3314.0|0|3314.0|0|80.0|0|0.0|100
0|2021-12-28|3314.0|0|3314.0|0|80.0|0|0.0|100
0|2021-12-29|3327.0|0|3327.0|0|81.0|0|0.0|100
0|2021-12-30|3327.0|0|3327.0|0|81.0|0|0.0|100
0|2021-12-31|3327.0|0|3327.0|0|81.0|0|0.0|100
0|2022-01-01|3327.0|0|3327.0|0|81.0|0|0.0|100
0|2022-01-02|3327.0|0|3327.0|0|81.0|0|0.0|100
0|2022-01-03|3382.0|0|3382.0|0|82.0|0|0.0|100
0|2022-01-04|3382.0|0|3382.0|0|82.0|0|0.0|100
0|2022-01-05|3432.0|0|3432.0|0|83.0|0|0.0|100
0|2022-01-06|3432.0|0|3432.0|0|83.0|0|0.0|100
0|2022-01-07|3469.0|0|3469.0|0|84.0|0|0.0|100
0|2022-01-08|3469.0|0|3469.0|0|84.0|0|0.0|100
0|2022-01-09|3469.0|0|3469.0|0|84.0|0|0.0|100
0|2022-01-10|3517.0|0|3517.0|0|84.0|0|0.0|100
0|2022-01-11|3517.0|0|3517.0|0|84.0|0|0.0|100
0|2022-01-12|3557.0|0|3557.0|0|84.0|0|0.0|100
0|2022-01-13|3557.0|0|3557.0|0|84.0|0|0.0|100
0|2022-01-14|3603.0|0|3603.0|0|85.0|0|0.0|100
0|2022-01-15|3603.0|0|3603.0|0|85.0|0|0.0|100
0|2022-01-16|3603.0|0|3603.0|0|85.0|0|0.0|100
0|2022-01-17|3603.0|0|0.0|100|85.0|0|0.0|100
