|dates|McCook_SouthDakota_UnitedStates.JHU_ConfirmedCases.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedCases.missing|McCook_SouthDakota_UnitedStates.NYT_ConfirmedCases.data|McCook_SouthDakota_UnitedStates.NYT_ConfirmedCases.missing|McCook_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedDeaths.missing|McCook_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.data|McCook_SouthDakota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|895.0|0|895.0|0|25.0|0|0.0|100
0|2021-10-18|895.0|0|897.0|0|25.0|0|0.0|100
0|2021-10-19|895.0|0|898.0|0|25.0|0|0.0|100
0|2021-10-20|900.0|0|900.0|0|25.0|0|0.0|100
0|2021-10-21|900.0|0|900.0|0|25.0|0|0.0|100
0|2021-10-22|902.0|0|902.0|0|25.0|0|0.0|100
0|2021-10-23|902.0|0|902.0|0|25.0|0|0.0|100
0|2021-10-24|902.0|0|902.0|0|25.0|0|0.0|100
0|2021-10-25|903.0|0|903.0|0|25.0|0|0.0|100
0|2021-10-26|906.0|0|906.0|0|25.0|0|0.0|100
0|2021-10-27|908.0|0|908.0|0|25.0|0|0.0|100
0|2021-10-28|907.0|0|907.0|0|25.0|0|0.0|100
0|2021-10-29|911.0|0|911.0|0|25.0|0|0.0|100
0|2021-10-30|911.0|0|911.0|0|25.0|0|0.0|100
0|2021-10-31|911.0|0|911.0|0|25.0|0|0.0|100
0|2021-11-01|912.0|0|912.0|0|25.0|0|0.0|100
0|2021-11-02|913.0|0|913.0|0|25.0|0|0.0|100
0|2021-11-03|920.0|0|920.0|0|25.0|0|0.0|100
0|2021-11-04|922.0|0|922.0|0|25.0|0|0.0|100
0|2021-11-05|923.0|0|923.0|0|25.0|0|0.0|100
0|2021-11-06|923.0|0|923.0|0|25.0|0|0.0|100
0|2021-11-07|923.0|0|923.0|0|25.0|0|0.0|100
0|2021-11-08|927.0|0|927.0|0|25.0|0|0.0|100
0|2021-11-09|939.0|0|939.0|0|25.0|0|0.0|100
0|2021-11-10|939.0|0|942.0|0|25.0|0|0.0|100
0|2021-11-11|942.0|0|942.0|0|25.0|0|0.0|100
0|2021-11-12|944.0|0|944.0|0|25.0|0|0.0|100
0|2021-11-13|944.0|0|944.0|0|25.0|0|0.0|100
0|2021-11-14|944.0|0|944.0|0|25.0|0|0.0|100
0|2021-11-15|947.0|0|947.0|0|25.0|0|0.0|100
0|2021-11-16|959.0|0|959.0|0|25.0|0|0.0|100
0|2021-11-17|961.0|0|961.0|0|25.0|0|0.0|100
0|2021-11-18|967.0|0|967.0|0|25.0|0|0.0|100
0|2021-11-19|971.0|0|971.0|0|25.0|0|0.0|100
0|2021-11-20|971.0|0|971.0|0|25.0|0|0.0|100
0|2021-11-21|971.0|0|971.0|0|25.0|0|0.0|100
0|2021-11-22|974.0|0|974.0|0|25.0|0|0.0|100
0|2021-11-23|982.0|0|982.0|0|26.0|0|0.0|100
0|2021-11-24|989.0|0|989.0|0|27.0|0|0.0|100
0|2021-11-25|989.0|0|989.0|0|27.0|0|0.0|100
0|2021-11-26|989.0|0|989.0|0|27.0|0|0.0|100
0|2021-11-27|989.0|0|989.0|0|27.0|0|0.0|100
0|2021-11-28|989.0|0|989.0|0|27.0|0|0.0|100
0|2021-11-29|991.0|0|991.0|0|27.0|0|0.0|100
0|2021-11-30|1000.0|0|1000.0|0|27.0|0|0.0|100
0|2021-12-01|1006.0|0|1006.0|0|27.0|0|0.0|100
0|2021-12-02|1012.0|0|1012.0|0|27.0|0|0.0|100
0|2021-12-03|1016.0|0|1016.0|0|27.0|0|0.0|100
0|2021-12-04|1016.0|0|1016.0|0|27.0|0|0.0|100
0|2021-12-05|1016.0|0|1016.0|0|27.0|0|0.0|100
0|2021-12-06|1018.0|0|1018.0|0|28.0|0|0.0|100
0|2021-12-07|1032.0|0|1032.0|0|28.0|0|0.0|100
0|2021-12-08|1034.0|0|1034.0|0|28.0|0|0.0|100
0|2021-12-09|1037.0|0|1037.0|0|28.0|0|0.0|100
0|2021-12-10|1046.0|0|1046.0|0|29.0|0|0.0|100
0|2021-12-11|1046.0|0|1046.0|0|29.0|0|0.0|100
0|2021-12-12|1046.0|0|1046.0|0|29.0|0|0.0|100
0|2021-12-13|1049.0|0|1049.0|0|29.0|0|0.0|100
0|2021-12-14|1049.0|0|1055.0|0|29.0|0|0.0|100
0|2021-12-15|1060.0|0|1060.0|0|29.0|0|0.0|100
0|2021-12-16|1066.0|0|1066.0|0|29.0|0|0.0|100
0|2021-12-17|1067.0|0|1067.0|0|29.0|0|0.0|100
0|2021-12-18|1067.0|0|1067.0|0|29.0|0|0.0|100
0|2021-12-19|1067.0|0|1067.0|0|29.0|0|0.0|100
0|2021-12-20|1068.0|0|1068.0|0|29.0|0|0.0|100
0|2021-12-21|1068.0|0|1068.0|0|30.0|0|0.0|100
0|2021-12-22|1073.0|0|1073.0|0|30.0|0|0.0|100
0|2021-12-23|1074.0|0|1074.0|0|30.0|0|0.0|100
0|2021-12-24|1074.0|0|1074.0|0|30.0|0|0.0|100
0|2021-12-25|1074.0|0|1074.0|0|30.0|0|0.0|100
0|2021-12-26|1074.0|0|1074.0|0|30.0|0|0.0|100
0|2021-12-27|1074.0|0|1074.0|0|30.0|0|0.0|100
0|2021-12-28|1088.0|0|1088.0|0|30.0|0|0.0|100
0|2021-12-29|1093.0|0|1093.0|0|30.0|0|0.0|100
0|2021-12-30|1101.0|0|1101.0|0|30.0|0|0.0|100
0|2021-12-31|1101.0|0|1101.0|0|30.0|0|0.0|100
0|2022-01-01|1101.0|0|1101.0|0|30.0|0|0.0|100
0|2022-01-02|1101.0|0|1101.0|0|30.0|0|0.0|100
0|2022-01-03|1104.0|0|1104.0|0|30.0|0|0.0|100
0|2022-01-04|1123.0|0|1123.0|0|30.0|0|0.0|100
0|2022-01-05|1139.0|0|1139.0|0|30.0|0|0.0|100
0|2022-01-06|1148.0|0|1148.0|0|30.0|0|0.0|100
0|2022-01-07|1160.0|0|1160.0|0|30.0|0|0.0|100
0|2022-01-08|1160.0|0|1160.0|0|30.0|0|0.0|100
0|2022-01-09|1160.0|0|1160.0|0|30.0|0|0.0|100
0|2022-01-10|1166.0|0|1166.0|0|30.0|0|0.0|100
0|2022-01-11|1181.0|0|1181.0|0|30.0|0|0.0|100
