|dates|Sierra_NewMexico_UnitedStates.JHU_ConfirmedCases.data|Sierra_NewMexico_UnitedStates.JHU_ConfirmedCases.missing|Sierra_NewMexico_UnitedStates.NYT_ConfirmedCases.data|Sierra_NewMexico_UnitedStates.NYT_ConfirmedCases.missing|Sierra_NewMexico_UnitedStates.JHU_ConfirmedDeaths.data|Sierra_NewMexico_UnitedStates.JHU_ConfirmedDeaths.missing|Sierra_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.data|Sierra_NewMexico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-01|1321.0|0|1321.0|0|59.0|0|0.0|100
0|2021-12-02|1334.0|0|1334.0|0|60.0|0|0.0|100
0|2021-12-03|1353.0|0|1344.0|0|60.0|0|0.0|100
0|2021-12-04|1353.0|0|1353.0|0|60.0|0|0.0|100
0|2021-12-05|1353.0|0|1353.0|0|60.0|0|0.0|100
0|2021-12-06|1379.0|0|1379.0|0|60.0|0|0.0|100
0|2021-12-07|1385.0|0|1385.0|0|60.0|0|0.0|100
0|2021-12-08|1388.0|0|1388.0|0|60.0|0|0.0|100
0|2021-12-09|1399.0|0|1399.0|0|61.0|0|0.0|100
0|2021-12-10|1411.0|0|1405.0|0|61.0|0|0.0|100
0|2021-12-11|1411.0|0|1411.0|0|61.0|0|0.0|100
0|2021-12-12|1411.0|0|1411.0|0|61.0|0|0.0|100
0|2021-12-13|1418.0|0|1418.0|0|61.0|0|0.0|100
0|2021-12-14|1418.0|0|1420.0|0|61.0|0|0.0|100
0|2021-12-15|1427.0|0|1427.0|0|61.0|0|0.0|100
0|2021-12-16|1427.0|0|1429.0|0|61.0|0|0.0|100
0|2021-12-17|1435.0|0|1430.0|0|62.0|0|0.0|100
0|2021-12-18|1435.0|0|1435.0|0|62.0|0|0.0|100
0|2021-12-19|1435.0|0|1435.0|0|62.0|0|0.0|100
0|2021-12-20|1445.0|0|1445.0|0|62.0|0|0.0|100
0|2021-12-21|1447.0|0|1447.0|0|63.0|0|0.0|100
0|2021-12-22|1458.0|0|1458.0|0|63.0|0|0.0|100
0|2021-12-23|1468.0|0|1468.0|0|63.0|0|0.0|100
0|2021-12-24|1468.0|0|1468.0|0|63.0|0|0.0|100
0|2021-12-25|1468.0|0|1468.0|0|63.0|0|0.0|100
0|2021-12-26|1468.0|0|1468.0|0|63.0|0|0.0|100
0|2021-12-27|1477.0|0|1477.0|0|63.0|0|0.0|100
0|2021-12-28|1480.0|0|1480.0|0|63.0|0|0.0|100
0|2021-12-29|1482.0|0|1482.0|0|63.0|0|0.0|100
0|2021-12-30|1493.0|0|1493.0|0|64.0|0|0.0|100
0|2021-12-31|1493.0|0|1493.0|0|64.0|0|0.0|100
0|2022-01-01|1493.0|0|1493.0|0|64.0|0|0.0|100
0|2022-01-02|1493.0|0|1493.0|0|64.0|0|0.0|100
0|2022-01-03|1518.0|0|1518.0|0|64.0|0|0.0|100
0|2022-01-04|1518.0|0|1518.0|0|64.0|0|0.0|100
0|2022-01-05|1530.0|0|1530.0|0|65.0|0|0.0|100
0|2022-01-06|1536.0|0|1536.0|0|65.0|0|0.0|100
0|2022-01-07|1542.0|0|1542.0|0|65.0|0|0.0|100
0|2022-01-08|1542.0|0|1542.0|0|65.0|0|0.0|100
0|2022-01-09|1542.0|0|1542.0|0|65.0|0|0.0|100
0|2022-01-10|1568.0|0|1568.0|0|65.0|0|0.0|100
0|2022-01-11|1579.0|0|1579.0|0|65.0|0|0.0|100
0|2022-01-12|1582.0|0|1582.0|0|65.0|0|0.0|100
0|2022-01-13|1582.0|0|1601.0|0|65.0|0|0.0|100
0|2022-01-14|1624.0|0|1624.0|0|65.0|0|0.0|100
0|2022-01-15|1624.0|0|1624.0|0|65.0|0|0.0|100
0|2022-01-16|1624.0|0|1624.0|0|65.0|0|0.0|100
0|2022-01-17|1624.0|0|0.0|100|65.0|0|0.0|100
