|dates|Covington_Mississippi_UnitedStates.JHU_ConfirmedCases.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedCases.missing|Covington_Mississippi_UnitedStates.NYT_ConfirmedCases.data|Covington_Mississippi_UnitedStates.NYT_ConfirmedCases.missing|Covington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedDeaths.missing|Covington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.data|Covington_Mississippi_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|4389.0|0|4389.0|0|95.0|0|0.0|100
0|2021-12-20|4401.0|0|4401.0|0|95.0|0|0.0|100
0|2021-12-21|4408.0|0|4408.0|0|96.0|0|0.0|100
0|2021-12-22|4411.0|0|4411.0|0|96.0|0|0.0|100
0|2021-12-23|4411.0|0|4411.0|0|96.0|0|0.0|100
0|2021-12-24|4411.0|0|4411.0|0|96.0|0|0.0|100
0|2021-12-25|4411.0|0|4411.0|0|96.0|0|0.0|100
0|2021-12-26|4411.0|0|4411.0|0|96.0|0|0.0|100
0|2021-12-27|4453.0|0|4453.0|0|96.0|0|0.0|100
0|2021-12-28|4485.0|0|4485.0|0|96.0|0|0.0|100
0|2021-12-29|4527.0|0|4527.0|0|96.0|0|0.0|100
0|2021-12-30|4593.0|0|4593.0|0|96.0|0|0.0|100
0|2021-12-31|4593.0|0|4593.0|0|96.0|0|0.0|100
0|2022-01-01|4593.0|0|4593.0|0|96.0|0|0.0|100
0|2022-01-02|4593.0|0|4593.0|0|96.0|0|0.0|100
0|2022-01-03|4754.0|0|4754.0|0|97.0|0|0.0|100
0|2022-01-04|4808.0|0|4808.0|0|97.0|0|0.0|100
0|2022-01-05|4879.0|0|4879.0|0|97.0|0|0.0|100
0|2022-01-06|4955.0|0|4955.0|0|97.0|0|0.0|100
0|2022-01-07|5051.0|0|5051.0|0|97.0|0|0.0|100
0|2022-01-08|5051.0|0|5051.0|0|97.0|0|0.0|100
0|2022-01-09|5051.0|0|5051.0|0|97.0|0|0.0|100
0|2022-01-10|5051.0|0|5170.0|0|97.0|0|0.0|100
0|2022-01-11|5384.0|0|5384.0|0|98.0|0|0.0|100
0|2022-01-12|5384.0|0|5447.0|0|98.0|0|0.0|100
0|2022-01-13|5384.0|0|5632.0|0|98.0|0|0.0|100
0|2022-01-14|5766.0|0|5766.0|0|98.0|0|0.0|100
0|2022-01-15|5766.0|0|5766.0|0|98.0|0|0.0|100
0|2022-01-16|5766.0|0|5766.0|0|98.0|0|0.0|100
0|2022-01-17|5766.0|0|0.0|100|98.0|0|0.0|100
