|dates|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedCases.missing|Harrison_Indiana_UnitedStates.NYT_ConfirmedCases.data|Harrison_Indiana_UnitedStates.NYT_ConfirmedCases.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedDeaths.missing|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.data|Harrison_Indiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-02|6905.0|0|6928.0|0|100.0|0|0.0|100
0|2021-12-03|6954.0|0|6959.0|0|100.0|0|0.0|100
0|2021-12-04|6954.0|0|6959.0|0|100.0|0|0.0|100
0|2021-12-05|6954.0|0|6959.0|0|100.0|0|0.0|100
0|2021-12-06|7031.0|0|7036.0|0|100.0|0|0.0|100
0|2021-12-07|7062.0|0|7067.0|0|100.0|0|0.0|100
0|2021-12-08|7085.0|0|7090.0|0|100.0|0|0.0|100
0|2021-12-09|7131.0|0|7136.0|0|100.0|0|0.0|100
0|2021-12-10|7165.0|0|7170.0|0|101.0|0|0.0|100
0|2021-12-11|7165.0|0|7170.0|0|101.0|0|0.0|100
0|2021-12-12|7165.0|0|7170.0|0|101.0|0|0.0|100
0|2021-12-13|7232.0|0|7237.0|0|102.0|0|0.0|100
0|2021-12-14|7232.0|0|7252.0|0|102.0|0|0.0|100
0|2021-12-15|7271.0|0|7276.0|0|102.0|0|0.0|100
0|2021-12-16|7302.0|0|7307.0|0|102.0|0|0.0|100
0|2021-12-17|7335.0|0|7340.0|0|103.0|0|0.0|100
0|2021-12-18|7335.0|0|7340.0|0|103.0|0|0.0|100
0|2021-12-19|7335.0|0|7340.0|0|103.0|0|0.0|100
0|2021-12-20|7416.0|0|7421.0|0|104.0|0|0.0|100
0|2021-12-21|7436.0|0|7441.0|0|106.0|0|0.0|100
0|2021-12-22|7448.0|0|7453.0|0|107.0|0|0.0|100
0|2021-12-23|7448.0|0|7453.0|0|107.0|0|0.0|100
0|2021-12-24|7448.0|0|7453.0|0|107.0|0|0.0|100
0|2021-12-25|7448.0|0|7453.0|0|107.0|0|0.0|100
0|2021-12-26|7448.0|0|7453.0|0|107.0|0|0.0|100
0|2021-12-27|7543.0|0|7548.0|0|107.0|0|0.0|100
0|2021-12-28|7572.0|0|7577.0|0|108.0|0|0.0|100
0|2021-12-29|7598.0|0|7603.0|0|108.0|0|0.0|100
0|2021-12-30|7650.0|0|7655.0|0|107.0|0|0.0|100
0|2021-12-31|7650.0|0|7655.0|0|107.0|0|0.0|100
0|2022-01-01|7650.0|0|7655.0|0|107.0|0|0.0|100
0|2022-01-02|7650.0|0|7655.0|0|107.0|0|0.0|100
0|2022-01-03|7750.0|0|7755.0|0|107.0|0|0.0|100
0|2022-01-04|7769.0|0|7774.0|0|108.0|0|0.0|100
0|2022-01-05|7821.0|0|7826.0|0|108.0|0|0.0|100
0|2022-01-06|7876.0|0|7881.0|0|109.0|0|0.0|100
0|2022-01-07|7946.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-08|7946.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-09|7946.0|0|7951.0|0|111.0|0|0.0|100
0|2022-01-10|8118.0|0|8124.0|0|111.0|0|0.0|100
0|2022-01-11|8162.0|0|8168.0|0|111.0|0|0.0|100
0|2022-01-12|8254.0|0|8260.0|0|111.0|0|0.0|100
0|2022-01-13|8254.0|0|8357.0|0|111.0|0|0.0|100
0|2022-01-14|8482.0|0|8488.0|0|111.0|0|0.0|100
0|2022-01-15|8482.0|0|8488.0|0|111.0|0|0.0|100
0|2022-01-16|8482.0|0|8488.0|0|111.0|0|0.0|100
0|2022-01-17|8718.0|0|0.0|100|111.0|0|0.0|100
