|dates|Shasta_California_UnitedStates.JHU_ConfirmedCases.data|Shasta_California_UnitedStates.JHU_ConfirmedCases.missing|Shasta_California_UnitedStates.NYT_ConfirmedCases.data|Shasta_California_UnitedStates.NYT_ConfirmedCases.missing|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.data|Shasta_California_UnitedStates.JHU_ConfirmedDeaths.missing|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.data|Shasta_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|23654.0|0|23360.0|0|312.0|0|0.0|100
0|2021-10-18|23702.0|0|23544.0|0|312.0|0|0.0|100
0|2021-10-19|23780.0|0|23574.0|0|349.0|0|0.0|100
0|2021-10-20|23896.0|0|23637.0|0|349.0|0|0.0|100
0|2021-10-21|24000.0|0|23851.0|0|352.0|0|0.0|100
0|2021-10-22|24015.0|0|23924.0|0|352.0|0|0.0|100
0|2021-10-23|24016.0|0|23924.0|0|352.0|0|0.0|100
0|2021-10-24|24028.0|0|23924.0|0|352.0|0|0.0|100
0|2021-10-25|24314.0|0|23924.0|0|354.0|0|0.0|100
0|2021-10-26|24385.0|0|24204.0|0|354.0|0|0.0|100
0|2021-10-27|24493.0|0|24263.0|0|364.0|0|0.0|100
0|2021-10-28|24566.0|0|24458.0|0|364.0|0|0.0|100
0|2021-10-29|24571.0|0|24523.0|0|364.0|0|0.0|100
0|2021-10-30|24577.0|0|24523.0|0|364.0|0|0.0|100
0|2021-10-31|24792.0|0|24523.0|0|364.0|0|0.0|100
0|2021-11-01|24825.0|0|24731.0|0|364.0|0|0.0|100
0|2021-11-02|24852.0|0|24749.0|0|370.0|0|0.0|100
0|2021-11-03|24940.0|0|24772.0|0|374.0|0|0.0|100
0|2021-11-04|25006.0|0|24940.0|0|377.0|0|0.0|100
0|2021-11-05|25006.0|0|25006.0|0|384.0|0|0.0|100
0|2021-11-06|25006.0|0|25006.0|0|384.0|0|0.0|100
0|2021-11-07|25006.0|0|25006.0|0|384.0|0|0.0|100
0|2021-11-08|25204.0|0|25204.0|0|391.0|0|0.0|100
0|2021-11-09|25229.0|0|25229.0|0|395.0|0|0.0|100
0|2021-11-10|25229.0|0|25283.0|0|395.0|0|0.0|100
0|2021-11-11|25330.0|0|25330.0|0|402.0|0|0.0|100
0|2021-11-12|25330.0|0|25330.0|0|406.0|0|0.0|100
0|2021-11-13|25443.0|0|25443.0|0|406.0|0|0.0|100
0|2021-11-14|25443.0|0|25443.0|0|406.0|0|0.0|100
0|2021-11-15|25501.0|0|25501.0|0|413.0|0|0.0|100
0|2021-11-16|25509.0|0|25509.0|0|416.0|0|0.0|100
0|2021-11-17|25583.0|0|25583.0|0|423.0|0|0.0|100
0|2021-11-18|25649.0|0|25649.0|0|426.0|0|0.0|100
0|2021-11-19|25734.0|0|25734.0|0|433.0|0|0.0|100
0|2021-11-20|25734.0|0|25734.0|0|433.0|0|0.0|100
0|2021-11-21|25734.0|0|25734.0|0|433.0|0|0.0|100
0|2021-11-22|25878.0|0|25878.0|0|439.0|0|0.0|100
0|2021-11-23|25882.0|0|25882.0|0|440.0|0|0.0|100
0|2021-11-24|25917.0|0|25917.0|0|440.0|0|0.0|100
0|2021-11-25|25917.0|0|25917.0|0|440.0|0|0.0|100
0|2021-11-26|25917.0|0|25917.0|0|440.0|0|0.0|100
0|2021-11-27|25917.0|0|25917.0|0|440.0|0|0.0|100
0|2021-11-28|25917.0|0|25917.0|0|440.0|0|0.0|100
0|2021-11-29|26082.0|0|26082.0|0|444.0|0|0.0|100
0|2021-11-30|26081.0|0|26081.0|0|451.0|0|0.0|100
0|2021-12-01|26081.0|0|26113.0|0|451.0|0|0.0|100
0|2021-12-02|26178.0|0|26178.0|0|460.0|0|0.0|100
0|2021-12-03|26221.0|0|26221.0|0|461.0|0|0.0|100
0|2021-12-04|26221.0|0|26221.0|0|461.0|0|0.0|100
0|2021-12-05|26221.0|0|26221.0|0|461.0|0|0.0|100
0|2021-12-06|26353.0|0|26353.0|0|462.0|0|0.0|100
0|2021-12-07|26353.0|0|26359.0|0|465.0|0|0.0|100
0|2021-12-08|26397.0|0|26397.0|0|465.0|0|0.0|100
0|2021-12-09|26428.0|0|26428.0|0|470.0|0|0.0|100
0|2021-12-10|26472.0|0|26472.0|0|470.0|0|0.0|100
0|2021-12-11|26472.0|0|26472.0|0|470.0|0|0.0|100
0|2021-12-12|26472.0|0|26472.0|0|470.0|0|0.0|100
0|2021-12-13|26544.0|0|26544.0|0|472.0|0|0.0|100
0|2021-12-14|26544.0|0|26543.0|0|472.0|0|0.0|100
0|2021-12-15|26568.0|0|26568.0|0|476.0|0|0.0|100
0|2021-12-16|26615.0|0|26615.0|0|476.0|0|0.0|100
0|2021-12-17|26648.0|0|26648.0|0|476.0|0|0.0|100
0|2021-12-18|26648.0|0|26648.0|0|476.0|0|0.0|100
0|2021-12-19|26648.0|0|26648.0|0|476.0|0|0.0|100
0|2021-12-20|26712.0|0|26712.0|0|481.0|0|0.0|100
0|2021-12-21|26725.0|0|26725.0|0|481.0|0|0.0|100
0|2021-12-22|26757.0|0|26757.0|0|481.0|0|0.0|100
0|2021-12-23|26783.0|0|26783.0|0|481.0|0|0.0|100
0|2021-12-24|26805.0|0|26805.0|0|481.0|0|0.0|100
0|2021-12-25|26805.0|0|26805.0|0|481.0|0|0.0|100
0|2021-12-26|26805.0|0|26805.0|0|481.0|0|0.0|100
0|2021-12-27|26805.0|0|26805.0|0|481.0|0|0.0|100
0|2021-12-28|26861.0|0|26861.0|0|491.0|0|0.0|100
0|2021-12-29|26881.0|0|26881.0|0|491.0|0|0.0|100
0|2021-12-30|26954.0|0|26954.0|0|491.0|0|0.0|100
0|2021-12-31|27032.0|0|27032.0|0|491.0|0|0.0|100
0|2022-01-01|27032.0|0|27032.0|0|491.0|0|0.0|100
0|2022-01-02|27032.0|0|27032.0|0|491.0|0|0.0|100
0|2022-01-03|27032.0|0|27032.0|0|491.0|0|0.0|100
0|2022-01-04|27172.0|0|27172.0|0|494.0|0|0.0|100
0|2022-01-05|27237.0|0|27237.0|0|498.0|0|0.0|100
0|2022-01-06|27311.0|0|27311.0|0|498.0|0|0.0|100
0|2022-01-07|27535.0|0|27535.0|0|498.0|0|0.0|100
0|2022-01-08|27535.0|0|27535.0|0|498.0|0|0.0|100
0|2022-01-09|27535.0|0|27535.0|0|498.0|0|0.0|100
0|2022-01-10|27876.0|0|27876.0|0|498.0|0|0.0|100
0|2022-01-11|27933.0|0|27933.0|0|500.0|0|0.0|100
0|2022-01-12|28544.0|0|28082.0|0|500.0|0|0.0|100
0|2022-01-13|28544.0|0|28544.0|0|500.0|0|0.0|100
0|2022-01-14|28702.0|0|28702.0|0|506.0|0|0.0|100
0|2022-01-15|24828.0|0|28702.0|0|506.0|0|0.0|100
0|2022-01-16|28702.0|0|28702.0|0|506.0|0|0.0|100
0|2022-01-17|29200.0|0|0.0|100|506.0|0|0.0|100
