|dates|Franklin_Idaho_UnitedStates.BLS_EmployedPopulation.data|Franklin_Idaho_UnitedStates.BLS_EmployedPopulation.missing|Franklin_Idaho_UnitedStates.BLS_UnemployedPopulation.data|Franklin_Idaho_UnitedStates.BLS_UnemployedPopulation.missing|Franklin_Idaho_UnitedStates.BLS_UnemploymentRate.data|Franklin_Idaho_UnitedStates.BLS_UnemploymentRate.missing|Franklin_Idaho_UnitedStates.BLS_LaborForcePopulation.data|Franklin_Idaho_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-12-03|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-04|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-05|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-06|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-07|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-08|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-09|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-10|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-11|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-12|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-13|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-14|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-15|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-16|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-17|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-18|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-19|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-20|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-21|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-22|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-23|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-24|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-25|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-26|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-27|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-28|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-29|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-30|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2021-12-31|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-01|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-02|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-03|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-04|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-05|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-06|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-07|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-08|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-09|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-10|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-11|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-12|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-13|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-14|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-15|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-16|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
0|2022-01-17|6972.0|0|146.0|0|2.051137960101152|0|7118.0|0
