|dates|Knox_Missouri_UnitedStates.JHU_ConfirmedCases.data|Knox_Missouri_UnitedStates.JHU_ConfirmedCases.missing|Knox_Missouri_UnitedStates.NYT_ConfirmedCases.data|Knox_Missouri_UnitedStates.NYT_ConfirmedCases.missing|Knox_Missouri_UnitedStates.JHU_ConfirmedDeaths.data|Knox_Missouri_UnitedStates.JHU_ConfirmedDeaths.missing|Knox_Missouri_UnitedStates.JHU_ConfirmedRecoveries.data|Knox_Missouri_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-19|697.0|0|697.0|0|8.0|0|0.0|100
0|2021-12-20|697.0|0|697.0|0|8.0|0|0.0|100
0|2021-12-21|707.0|0|707.0|0|8.0|0|0.0|100
0|2021-12-22|713.0|0|713.0|0|8.0|0|0.0|100
0|2021-12-23|715.0|0|715.0|0|8.0|0|0.0|100
0|2021-12-24|715.0|0|715.0|0|8.0|0|0.0|100
0|2021-12-25|715.0|0|715.0|0|8.0|0|0.0|100
0|2021-12-26|715.0|0|715.0|0|8.0|0|0.0|100
0|2021-12-27|720.0|0|720.0|0|8.0|0|0.0|100
0|2021-12-28|722.0|0|722.0|0|8.0|0|0.0|100
0|2021-12-29|728.0|0|728.0|0|8.0|0|0.0|100
0|2021-12-30|733.0|0|733.0|0|8.0|0|0.0|100
0|2021-12-31|733.0|0|733.0|0|8.0|0|0.0|100
0|2022-01-01|733.0|0|733.0|0|8.0|0|0.0|100
0|2022-01-02|733.0|0|733.0|0|8.0|0|0.0|100
0|2022-01-03|733.0|0|740.0|0|8.0|0|0.0|100
0|2022-01-04|747.0|0|747.0|0|8.0|0|0.0|100
0|2022-01-05|751.0|0|751.0|0|8.0|0|0.0|100
0|2022-01-06|752.0|0|752.0|0|8.0|0|0.0|100
0|2022-01-07|752.0|0|752.0|0|8.0|0|0.0|100
0|2022-01-08|755.0|0|755.0|0|8.0|0|0.0|100
0|2022-01-09|755.0|0|755.0|0|8.0|0|0.0|100
0|2022-01-10|756.0|0|756.0|0|8.0|0|0.0|100
0|2022-01-11|756.0|0|756.0|0|10.0|0|0.0|100
0|2022-01-12|756.0|0|756.0|0|10.0|0|0.0|100
0|2022-01-13|756.0|0|768.0|0|10.0|0|0.0|100
0|2022-01-14|773.0|0|773.0|0|10.0|0|0.0|100
0|2022-01-15|781.0|0|781.0|0|10.0|0|0.0|100
0|2022-01-16|781.0|0|781.0|0|10.0|0|0.0|100
0|2022-01-17|781.0|0|0.0|100|10.0|0|0.0|100
