|dates|Parke_Indiana_UnitedStates.AveragePrecipitationTotal.data|Parke_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Parke_Indiana_UnitedStates.AveragePrecipitation.data|Parke_Indiana_UnitedStates.AveragePrecipitation.missing|Parke_Indiana_UnitedStates.AverageWindDirection.data|Parke_Indiana_UnitedStates.AverageWindDirection.missing|Parke_Indiana_UnitedStates.AverageWindSpeed.data|Parke_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-11-04|0.0|0|0.0|0|39.479166666666664|0|1.4166666666666667|0
0|2021-11-05|0.0|0|0.0|0|51.458333333333336|0|2.4166666666666665|0
0|2021-11-06|0.0|0|0.0|0|119.47916666666667|0|3.4583333333333335|0
0|2021-11-07|0.0|0|0.0|0|145.72916666666666|0|5.588541666666667|0
0|2021-11-08|0.0|0|0.0|0|169.58333333333334|0|8.541666666666666|0
0|2021-11-09|0.0|0|0.0|0|149.375|0|4.78125|0
0|2021-11-10|0.0|0|0.0|0|103.125|0|6.364583333333333|0
0|2021-11-11|0.0|0|0.004062500000000001|0|204.16666666666666|0|13.916666666666666|0
0|2021-11-12|0.0027083333333333334|0|0.0|0|238.75|0|16.739583333333332|0
0|2021-11-13|0.0|0|0.0|0|254.79166666666666|0|13.302083333333334|0
0|2021-11-14|0.0|0|0.0020833333333333333|0|247.8125|0|16.427083333333332|0
0|2021-11-15|0.0014583333333333334|0|0.0|0|172.1875|0|7.145833333333333|0
0|2021-11-16|0.0|0|0.0|0|112.60416666666667|0|9.229166666666666|0
0|2021-11-17|0.0|0|0.0043749999999999995|0|228.80208333333334|0|17.052083333333332|0
0|2021-11-18|0.0027083333333333334|0|0.0|0|287.8125|0|12.729166666666666|0
0|2021-11-19|0.0|0|0.0|0|158.33333333333334|0|5.53125|0
0|2021-11-20|0.0|0|0.0|0|165.72916666666666|0|9.427083333333334|0
0|2021-11-21|0.0022916666666666667|0|0.004895833333333333|0|225.72916666666666|0|8.885416666666666|0
0|2021-11-22|0.0010416666666666667|0|0.0|0|295.3125|0|8.0625|0
0|2021-11-23|0.0|0|0.0|0|143.02083333333334|0|7.21875|0
0|2021-11-24|0.0|0|0.0|0|174.47916666666666|0|16.302083333333332|0
0|2021-11-25|0.0031249999999999997|0|0.004062500000000001|0|271.4583333333333|0|15.197916666666666|0
0|2021-11-26|0.0|0|0.0|0|230.41666666666666|0|6.489583333333333|0
0|2021-11-27|0.0|0|0.0|0|193.64583333333334|0|8.427083333333334|0
0|2021-11-28|0.0|0|0.0|0|296.25|0|10.020833333333334|0
0|2021-11-29|0.0|0|0.0|0|159.0625|0|9.479166666666666|0
0|2021-11-30|0.0|0|0.0|0|259.1666666666667|0|7.09375|0
0|2021-12-01|0.0|0|0.001666666666666667|0|146.97916666666666|0|6.645833333333333|0
0|2021-12-02|0.0014583333333333334|0|0.0|0|239.27083333333334|0|11.078125|0
0|2021-12-03|0.0|0|0.0|0|84.16666666666667|0|5.135416666666667|0
0|2021-12-04|0.0|0|0.0|0|52.083333333333336|0|6.15625|0
0|2021-12-05|0.0|0|0.007395833333333335|0|144.375|0|10.5625|0
0|2021-12-06|0.005|0|0.0003125|0|297.1875|0|16.114583333333332|0
0|2021-12-07|0.0|0|0.0|0|159.58333333333334|0|5.333333333333333|0
0|2021-12-08|0.0|0|0.0|0|163.75|0|7.40625|0
0|2021-12-09|0.0|0|0.0|0|156.51041666666666|0|11.192708333333334|0
0|2021-12-10|0.0|0|0.004270833333333334|0|151.25|0|10.895833333333334|0
0|2021-12-11|0.023749999999999997|0|0.03010416666666667|0|248.95833333333334|0|21.177083333333332|0
0|2021-12-12|0.0|0|0.0|0|205.52083333333334|0|11.739583333333334|0
0|2021-12-13|0.0|0|0.0|0|173.95833333333334|0|8.5625|0
0|2021-12-14|0.0|0|0.0|0|137.29166666666666|0|10.1875|0
0|2021-12-15|0.0|0|0.0|0|173.95833333333334|0|19.8125|0
0|2021-12-16|0.001875|0|0.010104166666666666|0|243.33333333333334|0|15.197916666666666|0
0|2021-12-17|0.005|0|0.0007291666666666667|0|77.65625|0|5.197916666666667|0
0|2021-12-18|0.005208333333333333|0|0.007812500000000003|0|249.27083333333334|0|9.03125|0
0|2021-12-19|0.00125|0|0.0|0|179.6875|0|4.114583333333333|0
0|2021-12-20|0.0|0|0.0|0|171.5625|0|7.421875|0
0|2021-12-21|0.0|0|0.0|0|157.39583333333334|0|7.697916666666667|0
0|2021-12-22|0.0|0|0.0|0|233.95833333333334|0|8.1875|0
0|2021-12-23|0.0|0|0.0|0|183.17708333333334|0|13.697916666666666|0
0|2021-12-24|0.0|0|0.0|0|178.85416666666666|0|15.03125|0
0|2021-12-25|0.0016666666666666668|0|0.006458333333333334|0|222.1875|0|9.9375|0
0|2021-12-26|0.002916666666666667|0|0.0|0|138.85416666666666|0|7.75|0
0|2021-12-27|0.0|0|0.0|0|246.25|0|13.229166666666666|0
0|2021-12-28|0.0|0|0.022604166666666665|0|108.85416666666667|0|6.739583333333333|0
0|2021-12-29|0.016666666666666666|0|0.0|0|229.79166666666666|0|6.135416666666667|0
0|2021-12-30|0.0|0|0.0|0|138.02083333333334|0|6.3125|0
0|2021-12-31|0.0|0|0.0|0|139.0625|0|6.802083333333333|0
0|2022-01-01|0.0|0|0.006562500000000002|0|181.04166666666666|0|8.708333333333334|0
0|2022-01-02|0.005208333333333333|0|0.0|0|325.0|0|10.875|0
0|2022-01-03|0.0|0|0.0|0|259.7916666666667|0|7.645833333333333|0
0|2022-01-04|0.0|0|0.0|0|166.97916666666666|0|13.666666666666666|0
0|2022-01-05|0.0|0|0.0|0|258.9583333333333|0|20.729166666666668|0
0|2022-01-06|0.0|0|0.00046875|0|289.6875|0|13.536458333333334|0
0|2022-01-07|0.000625|0|0.0|0|213.125|0|7.0625|0
0|2022-01-08|0.0|0|0.0021875|0|153.95833333333334|0|14.28125|0
0|2022-01-09|0.00375|0|0.0028125000000000003|0|294.6875|0|13.072916666666666|0
0|2022-01-10|0.0|0|0.0|0|275.9375|0|9.010416666666666|0
0|2022-01-11|0.0|0|0.0|0|131.25|0|11.8125|0
0|2022-01-12|0.0|0|0.0|0|207.13541666666666|0|11.40625|0
0|2022-01-13|0.0|0|0.0|0|290.8333333333333|0|7.96875|0
0|2022-01-14|0.0|0|0.0|0|62.8125|0|4.84375|0
0|2022-01-15|0.0|0|0.0|0|58.697916666666664|0|11.796875|0
0|2022-01-16|0.0|0|0.0|0|181.04166666666666|0|7.28125|0
0|2022-01-17|0.0|0|0.0|0|292.5|0|11.677083333333334|0
