|dates|Cumberland_Pennsylvania_UnitedStates.BLS_EmployedPopulation.data|Cumberland_Pennsylvania_UnitedStates.BLS_EmployedPopulation.missing|Cumberland_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.data|Cumberland_Pennsylvania_UnitedStates.BLS_UnemployedPopulation.missing|Cumberland_Pennsylvania_UnitedStates.BLS_UnemploymentRate.data|Cumberland_Pennsylvania_UnitedStates.BLS_UnemploymentRate.missing|Cumberland_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.data|Cumberland_Pennsylvania_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-18|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-19|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-20|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-21|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-22|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-23|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-24|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-25|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-26|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-27|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-28|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-29|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-30|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-10-31|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-01|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-02|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-03|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-04|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-05|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-06|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-07|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-08|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-09|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-10|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-11|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-12|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-13|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-14|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-15|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-16|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-17|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-18|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-19|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-20|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-21|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-22|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-23|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-24|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-25|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-26|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-27|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-28|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-29|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-11-30|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-01|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-02|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-03|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-04|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-05|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-06|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-07|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-08|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-09|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-10|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-11|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-12|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-13|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-14|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
0|2021-12-15|123919.0|0|5362.0|0|4.147554551712935|0|129281.0|0
