|dates|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedCases.missing|Scotland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.data|Scotland_NorthCarolina_UnitedStates.NYT_ConfirmedCases.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedDeaths.missing|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.data|Scotland_NorthCarolina_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|5636.0|0|5636.0|0|106.0|0|0.0|100
0|2021-10-18|5651.0|0|5651.0|0|106.0|0|0.0|100
0|2021-10-19|5654.0|0|5654.0|0|106.0|0|0.0|100
0|2021-10-20|5659.0|0|5659.0|0|106.0|0|0.0|100
0|2021-10-21|5674.0|0|5674.0|0|106.0|0|0.0|100
0|2021-10-22|5686.0|0|5686.0|0|106.0|0|0.0|100
0|2021-10-23|5686.0|0|5686.0|0|106.0|0|0.0|100
0|2021-10-24|5686.0|0|5686.0|0|106.0|0|0.0|100
0|2021-10-25|5705.0|0|5705.0|0|107.0|0|0.0|100
0|2021-10-26|5709.0|0|5709.0|0|107.0|0|0.0|100
0|2021-10-27|5712.0|0|5712.0|0|107.0|0|0.0|100
0|2021-10-28|5717.0|0|5717.0|0|107.0|0|0.0|100
0|2021-10-29|5735.0|0|5735.0|0|107.0|0|0.0|100
0|2021-10-30|5735.0|0|5735.0|0|107.0|0|0.0|100
0|2021-10-31|5735.0|0|5735.0|0|107.0|0|0.0|100
0|2021-11-01|5754.0|0|5754.0|0|107.0|0|0.0|100
0|2021-11-02|5757.0|0|5757.0|0|107.0|0|0.0|100
0|2021-11-03|5762.0|0|5762.0|0|107.0|0|0.0|100
0|2021-11-04|5768.0|0|5768.0|0|107.0|0|0.0|100
0|2021-11-05|5773.0|0|5773.0|0|107.0|0|0.0|100
0|2021-11-06|5773.0|0|5773.0|0|107.0|0|0.0|100
0|2021-11-07|5773.0|0|5773.0|0|107.0|0|0.0|100
0|2021-11-08|5781.0|0|5781.0|0|107.0|0|0.0|100
0|2021-11-09|5786.0|0|5786.0|0|108.0|0|0.0|100
0|2021-11-10|5786.0|0|5796.0|0|108.0|0|0.0|100
0|2021-11-11|5796.0|0|5796.0|0|108.0|0|0.0|100
0|2021-11-12|5806.0|0|5806.0|0|108.0|0|0.0|100
0|2021-11-13|5806.0|0|5806.0|0|108.0|0|0.0|100
0|2021-11-14|5806.0|0|5806.0|0|108.0|0|0.0|100
0|2021-11-15|5817.0|0|5817.0|0|108.0|0|0.0|100
0|2021-11-16|5816.0|0|5816.0|0|109.0|0|0.0|100
0|2021-11-17|5818.0|0|5818.0|0|109.0|0|0.0|100
0|2021-11-18|5823.0|0|5823.0|0|109.0|0|0.0|100
0|2021-11-19|5824.0|0|5824.0|0|109.0|0|0.0|100
0|2021-11-20|5824.0|0|5824.0|0|109.0|0|0.0|100
0|2021-11-21|5824.0|0|5824.0|0|109.0|0|0.0|100
0|2021-11-22|5832.0|0|5832.0|0|109.0|0|0.0|100
0|2021-11-23|5836.0|0|5836.0|0|109.0|0|0.0|100
0|2021-11-24|5840.0|0|5840.0|0|109.0|0|0.0|100
0|2021-11-25|5840.0|0|5840.0|0|109.0|0|0.0|100
0|2021-11-26|5840.0|0|5840.0|0|109.0|0|0.0|100
0|2021-11-27|5840.0|0|5840.0|0|109.0|0|0.0|100
0|2021-11-28|5840.0|0|5840.0|0|109.0|0|0.0|100
0|2021-11-29|5856.0|0|5856.0|0|109.0|0|0.0|100
0|2021-11-30|5862.0|0|5862.0|0|109.0|0|0.0|100
0|2021-12-01|5864.0|0|5864.0|0|109.0|0|0.0|100
0|2021-12-02|5866.0|0|5866.0|0|109.0|0|0.0|100
0|2021-12-03|5866.0|0|5876.0|0|109.0|0|0.0|100
0|2021-12-04|5876.0|0|5876.0|0|109.0|0|0.0|100
0|2021-12-05|5876.0|0|5876.0|0|109.0|0|0.0|100
0|2021-12-06|5890.0|0|5890.0|0|109.0|0|0.0|100
0|2021-12-07|5905.0|0|5905.0|0|109.0|0|0.0|100
0|2021-12-08|5918.0|0|5918.0|0|109.0|0|0.0|100
0|2021-12-09|5927.0|0|5927.0|0|109.0|0|0.0|100
0|2021-12-10|5934.0|0|5934.0|0|109.0|0|0.0|100
0|2021-12-11|5934.0|0|5934.0|0|109.0|0|0.0|100
0|2021-12-12|5934.0|0|5934.0|0|109.0|0|0.0|100
0|2021-12-13|5956.0|0|5956.0|0|109.0|0|0.0|100
0|2021-12-14|5956.0|0|5967.0|0|109.0|0|0.0|100
0|2021-12-15|5974.0|0|5974.0|0|109.0|0|0.0|100
0|2021-12-16|5983.0|0|5983.0|0|110.0|0|0.0|100
0|2021-12-17|5995.0|0|5995.0|0|110.0|0|0.0|100
0|2021-12-18|5995.0|0|5995.0|0|110.0|0|0.0|100
0|2021-12-19|5995.0|0|5995.0|0|110.0|0|0.0|100
0|2021-12-20|6030.0|0|6030.0|0|110.0|0|0.0|100
0|2021-12-21|6041.0|0|6041.0|0|110.0|0|0.0|100
0|2021-12-22|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-23|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-24|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-25|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-26|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-27|6047.0|0|6047.0|0|110.0|0|0.0|100
0|2021-12-28|6114.0|0|6114.0|0|110.0|0|0.0|100
0|2021-12-29|6154.0|0|6154.0|0|110.0|0|0.0|100
0|2021-12-30|6207.0|0|6207.0|0|110.0|0|0.0|100
0|2021-12-31|6207.0|0|6271.0|0|110.0|0|0.0|100
0|2022-01-01|6207.0|0|6271.0|0|110.0|0|0.0|100
0|2022-01-02|6207.0|0|6271.0|0|110.0|0|0.0|100
0|2022-01-03|6439.0|0|6439.0|0|110.0|0|0.0|100
0|2022-01-04|6470.0|0|6470.0|0|110.0|0|0.0|100
0|2022-01-05|6543.0|0|6543.0|0|110.0|0|0.0|100
0|2022-01-06|6655.0|0|6655.0|0|110.0|0|0.0|100
0|2022-01-07|6809.0|0|6809.0|0|111.0|0|0.0|100
0|2022-01-08|6809.0|0|6809.0|0|111.0|0|0.0|100
0|2022-01-09|6809.0|0|6809.0|0|111.0|0|0.0|100
0|2022-01-10|7128.0|0|7128.0|0|112.0|0|0.0|100
0|2022-01-11|7266.0|0|7266.0|0|112.0|0|0.0|100
0|2022-01-12|7378.0|0|7378.0|0|112.0|0|0.0|100
0|2022-01-13|7378.0|0|7664.0|0|112.0|0|0.0|100
0|2022-01-14|7891.0|0|7891.0|0|112.0|0|0.0|100
0|2022-01-15|7891.0|0|7891.0|0|112.0|0|0.0|100
0|2022-01-16|7891.0|0|7891.0|0|112.0|0|0.0|100
0|2022-01-17|7891.0|0|0.0|100|112.0|0|0.0|100
