|dates|Conejos_Colorado_UnitedStates.JHU_ConfirmedCases.data|Conejos_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Conejos_Colorado_UnitedStates.NYT_ConfirmedCases.data|Conejos_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Conejos_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Conejos_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Conejos_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Conejos_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|970.0|0|970.0|0|32.0|0|0.0|100
0|2021-10-18|976.0|0|976.0|0|32.0|0|0.0|100
0|2021-10-19|976.0|0|976.0|0|32.0|0|0.0|100
0|2021-10-20|980.0|0|980.0|0|32.0|0|0.0|100
0|2021-10-21|982.0|0|982.0|0|32.0|0|0.0|100
0|2021-10-22|983.0|0|983.0|0|33.0|0|0.0|100
0|2021-10-23|983.0|0|983.0|0|33.0|0|0.0|100
0|2021-10-24|983.0|0|983.0|0|33.0|0|0.0|100
0|2021-10-25|990.0|0|990.0|0|34.0|0|0.0|100
0|2021-10-26|998.0|0|998.0|0|34.0|0|0.0|100
0|2021-10-27|1009.0|0|1009.0|0|34.0|0|0.0|100
0|2021-10-28|1012.0|0|1012.0|0|34.0|0|0.0|100
0|2021-10-29|1016.0|0|1016.0|0|34.0|0|0.0|100
0|2021-10-30|1016.0|0|1016.0|0|34.0|0|0.0|100
0|2021-10-31|1016.0|0|1016.0|0|34.0|0|0.0|100
0|2021-11-01|1029.0|0|1029.0|0|35.0|0|0.0|100
0|2021-11-02|1031.0|0|1031.0|0|35.0|0|0.0|100
0|2021-11-03|1035.0|0|1035.0|0|35.0|0|0.0|100
0|2021-11-04|1044.0|0|1044.0|0|36.0|0|0.0|100
0|2021-11-05|1049.0|0|1049.0|0|37.0|0|0.0|100
0|2021-11-06|1049.0|0|1049.0|0|37.0|0|0.0|100
0|2021-11-07|1049.0|0|1049.0|0|37.0|0|0.0|100
0|2021-11-08|1056.0|0|1056.0|0|37.0|0|0.0|100
0|2021-11-09|1061.0|0|1061.0|0|37.0|0|0.0|100
0|2021-11-10|1061.0|0|1071.0|0|37.0|0|0.0|100
0|2021-11-11|1075.0|0|1075.0|0|38.0|0|0.0|100
0|2021-11-12|1079.0|0|1079.0|0|38.0|0|0.0|100
0|2021-11-13|1079.0|0|1079.0|0|38.0|0|0.0|100
0|2021-11-14|1079.0|0|1079.0|0|38.0|0|0.0|100
0|2021-11-15|1085.0|0|1085.0|0|38.0|0|0.0|100
0|2021-11-16|1090.0|0|1090.0|0|39.0|0|0.0|100
0|2021-11-17|1094.0|0|1094.0|0|39.0|0|0.0|100
0|2021-11-18|1097.0|0|1097.0|0|41.0|0|0.0|100
0|2021-11-19|1099.0|0|1099.0|0|41.0|0|0.0|100
0|2021-11-20|1099.0|0|1099.0|0|41.0|0|0.0|100
0|2021-11-21|1099.0|0|1099.0|0|41.0|0|0.0|100
0|2021-11-22|1112.0|0|1112.0|0|41.0|0|0.0|100
0|2021-11-23|1120.0|0|1120.0|0|42.0|0|0.0|100
0|2021-11-24|1123.0|0|1123.0|0|42.0|0|0.0|100
0|2021-11-25|1125.0|0|1125.0|0|42.0|0|0.0|100
0|2021-11-26|1127.0|0|1125.0|0|42.0|0|0.0|100
0|2021-11-27|1127.0|0|1125.0|0|42.0|0|0.0|100
0|2021-11-28|1127.0|0|1127.0|0|42.0|0|0.0|100
0|2021-11-29|1131.0|0|1131.0|0|42.0|0|0.0|100
0|2021-11-30|1131.0|0|1131.0|0|42.0|0|0.0|100
0|2021-12-01|1136.0|0|1136.0|0|42.0|0|0.0|100
0|2021-12-02|1138.0|0|1138.0|0|42.0|0|0.0|100
0|2021-12-03|1141.0|0|1140.0|0|42.0|0|0.0|100
0|2021-12-04|1141.0|0|1141.0|0|42.0|0|0.0|100
0|2021-12-05|1141.0|0|1141.0|0|42.0|0|0.0|100
0|2021-12-06|1147.0|0|1147.0|0|42.0|0|0.0|100
0|2021-12-07|1150.0|0|1150.0|0|42.0|0|0.0|100
0|2021-12-08|1155.0|0|1155.0|0|42.0|0|0.0|100
0|2021-12-09|1159.0|0|1159.0|0|42.0|0|0.0|100
0|2021-12-10|1162.0|0|1162.0|0|42.0|0|0.0|100
0|2021-12-11|1162.0|0|1162.0|0|42.0|0|0.0|100
0|2021-12-12|1162.0|0|1162.0|0|42.0|0|0.0|100
0|2021-12-13|1168.0|0|1168.0|0|43.0|0|0.0|100
0|2021-12-14|1168.0|0|1171.0|0|43.0|0|0.0|100
0|2021-12-15|1171.0|0|1171.0|0|43.0|0|0.0|100
0|2021-12-16|1173.0|0|1173.0|0|43.0|0|0.0|100
0|2021-12-17|1173.0|0|1173.0|0|44.0|0|0.0|100
0|2021-12-18|1173.0|0|1173.0|0|44.0|0|0.0|100
0|2021-12-19|1173.0|0|1173.0|0|44.0|0|0.0|100
0|2021-12-20|1176.0|0|1176.0|0|44.0|0|0.0|100
0|2021-12-21|1176.0|0|1176.0|0|44.0|0|0.0|100
0|2021-12-22|1177.0|0|1177.0|0|44.0|0|0.0|100
0|2021-12-23|1179.0|0|1179.0|0|44.0|0|0.0|100
0|2021-12-24|1182.0|0|1182.0|0|44.0|0|0.0|100
0|2021-12-25|1182.0|0|1182.0|0|44.0|0|0.0|100
0|2021-12-26|1182.0|0|1182.0|0|44.0|0|0.0|100
0|2021-12-27|1185.0|0|1185.0|0|44.0|0|0.0|100
0|2021-12-28|1186.0|0|1186.0|0|44.0|0|0.0|100
0|2021-12-29|1189.0|0|1189.0|0|46.0|0|0.0|100
0|2021-12-30|1192.0|0|1192.0|0|46.0|0|0.0|100
0|2021-12-31|1193.0|0|1193.0|0|46.0|0|0.0|100
0|2022-01-01|1193.0|0|1193.0|0|46.0|0|0.0|100
0|2022-01-02|1193.0|0|1193.0|0|46.0|0|0.0|100
0|2022-01-03|1197.0|0|1197.0|0|46.0|0|0.0|100
0|2022-01-04|1209.0|0|1209.0|0|46.0|0|0.0|100
0|2022-01-05|1218.0|0|1218.0|0|46.0|0|0.0|100
0|2022-01-06|1220.0|0|1220.0|0|46.0|0|0.0|100
0|2022-01-07|1221.0|0|1221.0|0|46.0|0|0.0|100
0|2022-01-08|1221.0|0|1221.0|0|46.0|0|0.0|100
0|2022-01-09|1221.0|0|1221.0|0|46.0|0|0.0|100
0|2022-01-10|1258.0|0|1258.0|0|46.0|0|0.0|100
0|2022-01-11|1271.0|0|1271.0|0|46.0|0|0.0|100
0|2022-01-12|1278.0|0|1278.0|0|48.0|0|0.0|100
0|2022-01-13|1278.0|0|1298.0|0|48.0|0|0.0|100
0|2022-01-14|1306.0|0|1302.0|0|48.0|0|0.0|100
0|2022-01-15|1306.0|0|1306.0|0|48.0|0|0.0|100
0|2022-01-16|1306.0|0|1306.0|0|48.0|0|0.0|100
0|2022-01-17|1324.0|0|0.0|100|48.0|0|0.0|100
