|dates|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|11199.0|0|11723.0|0|238.0|0|0.0|100
0|2021-10-18|11290.0|0|11814.0|0|240.0|0|0.0|100
0|2021-10-19|11290.0|0|11814.0|0|240.0|0|0.0|100
0|2021-10-20|11386.0|0|11910.0|0|240.0|0|0.0|100
0|2021-10-21|11386.0|0|11910.0|0|240.0|0|0.0|100
0|2021-10-22|11470.0|0|11994.0|0|241.0|0|0.0|100
0|2021-10-23|11470.0|0|11994.0|0|241.0|0|0.0|100
0|2021-10-24|11470.0|0|11994.0|0|241.0|0|0.0|100
0|2021-10-25|11526.0|0|12050.0|0|242.0|0|0.0|100
0|2021-10-26|11526.0|0|12050.0|0|242.0|0|0.0|100
0|2021-10-27|11589.0|0|12113.0|0|244.0|0|0.0|100
0|2021-10-28|11589.0|0|12113.0|0|244.0|0|0.0|100
0|2021-10-29|11665.0|0|12189.0|0|246.0|0|0.0|100
0|2021-10-30|11665.0|0|12189.0|0|246.0|0|0.0|100
0|2021-10-31|11665.0|0|12189.0|0|246.0|0|0.0|100
0|2021-11-01|11737.0|0|12261.0|0|249.0|0|0.0|100
0|2021-11-02|11737.0|0|12261.0|0|249.0|0|0.0|100
0|2021-11-03|11843.0|0|12367.0|0|251.0|0|0.0|100
0|2021-11-04|11843.0|0|12367.0|0|251.0|0|0.0|100
0|2021-11-05|11951.0|0|12475.0|0|252.0|0|0.0|100
0|2021-11-06|11951.0|0|12475.0|0|252.0|0|0.0|100
0|2021-11-07|11951.0|0|12475.0|0|252.0|0|0.0|100
0|2021-11-08|12035.0|0|12559.0|0|252.0|0|0.0|100
0|2021-11-09|12035.0|0|12559.0|0|252.0|0|0.0|100
0|2021-11-10|12035.0|0|12658.0|0|252.0|0|0.0|100
0|2021-11-11|12134.0|0|12658.0|0|254.0|0|0.0|100
0|2021-11-12|12271.0|0|12795.0|0|254.0|0|0.0|100
0|2021-11-13|12271.0|0|12795.0|0|254.0|0|0.0|100
0|2021-11-14|12271.0|0|12795.0|0|254.0|0|0.0|100
0|2021-11-15|12489.0|0|13013.0|0|258.0|0|0.0|100
0|2021-11-16|12489.0|0|13013.0|0|258.0|0|0.0|100
0|2021-11-17|12666.0|0|13190.0|0|258.0|0|0.0|100
0|2021-11-18|12666.0|0|13190.0|0|258.0|0|0.0|100
0|2021-11-19|12857.0|0|13381.0|0|259.0|0|0.0|100
0|2021-11-20|12857.0|0|13381.0|0|259.0|0|0.0|100
0|2021-11-21|12857.0|0|13381.0|0|259.0|0|0.0|100
0|2021-11-22|13009.0|0|13533.0|0|261.0|0|0.0|100
0|2021-11-23|13009.0|0|13533.0|0|261.0|0|0.0|100
0|2021-11-24|13287.0|0|13811.0|0|268.0|0|0.0|100
0|2021-11-25|13287.0|0|13811.0|0|268.0|0|0.0|100
0|2021-11-26|13287.0|0|13811.0|0|268.0|0|0.0|100
0|2021-11-27|13287.0|0|13811.0|0|268.0|0|0.0|100
0|2021-11-28|13287.0|0|13811.0|0|268.0|0|0.0|100
0|2021-11-29|13567.0|0|14091.0|0|272.0|0|0.0|100
0|2021-11-30|13567.0|0|14091.0|0|272.0|0|0.0|100
0|2021-12-01|13782.0|0|14306.0|0|276.0|0|0.0|100
0|2021-12-02|13782.0|0|14306.0|0|276.0|0|0.0|100
0|2021-12-03|14046.0|0|14570.0|0|283.0|0|0.0|100
0|2021-12-04|14046.0|0|14570.0|0|283.0|0|0.0|100
