|dates|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.data|Lapeer_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Lapeer_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-05|14046.0|0|14570.0|0|283.0|0|0.0|100
0|2021-12-06|14190.0|0|14714.0|0|283.0|0|0.0|100
0|2021-12-07|14190.0|0|14714.0|0|283.0|0|0.0|100
0|2021-12-08|14412.0|0|14936.0|0|289.0|0|0.0|100
0|2021-12-09|14412.0|0|14936.0|0|289.0|0|0.0|100
0|2021-12-10|14548.0|0|15072.0|0|294.0|0|0.0|100
0|2021-12-11|14548.0|0|15072.0|0|294.0|0|0.0|100
0|2021-12-12|14548.0|0|15072.0|0|294.0|0|0.0|100
0|2021-12-13|14697.0|0|15221.0|0|297.0|0|0.0|100
0|2021-12-14|14697.0|0|15221.0|0|297.0|0|0.0|100
0|2021-12-15|14856.0|0|15380.0|0|304.0|0|0.0|100
0|2021-12-16|14856.0|0|15380.0|0|304.0|0|0.0|100
0|2021-12-17|14995.0|0|15519.0|0|306.0|0|0.0|100
0|2021-12-18|14995.0|0|15519.0|0|306.0|0|0.0|100
0|2021-12-19|14995.0|0|15519.0|0|306.0|0|0.0|100
0|2021-12-20|15117.0|0|15641.0|0|309.0|0|0.0|100
0|2021-12-21|15117.0|0|15641.0|0|309.0|0|0.0|100
0|2021-12-22|15231.0|0|15755.0|0|316.0|0|0.0|100
0|2021-12-23|15231.0|0|15755.0|0|316.0|0|0.0|100
0|2021-12-24|15231.0|0|15755.0|0|316.0|0|0.0|100
0|2021-12-25|15231.0|0|15755.0|0|316.0|0|0.0|100
0|2021-12-26|15231.0|0|15755.0|0|316.0|0|0.0|100
0|2021-12-27|15436.0|0|15960.0|0|319.0|0|0.0|100
0|2021-12-28|15436.0|0|15960.0|0|319.0|0|0.0|100
0|2021-12-29|15569.0|0|16093.0|0|329.0|0|0.0|100
0|2021-12-30|15569.0|0|16093.0|0|329.0|0|0.0|100
0|2021-12-31|15569.0|0|16093.0|0|329.0|0|0.0|100
0|2022-01-01|15569.0|0|16093.0|0|329.0|0|0.0|100
0|2022-01-02|15569.0|0|16093.0|0|329.0|0|0.0|100
0|2022-01-03|15965.0|0|16489.0|0|338.0|0|0.0|100
0|2022-01-04|15965.0|0|16489.0|0|338.0|0|0.0|100
0|2022-01-05|16133.0|0|16657.0|0|341.0|0|0.0|100
0|2022-01-06|16133.0|0|16657.0|0|341.0|0|0.0|100
0|2022-01-07|16460.0|0|16984.0|0|345.0|0|0.0|100
0|2022-01-08|16460.0|0|16984.0|0|345.0|0|0.0|100
0|2022-01-09|16460.0|0|16984.0|0|345.0|0|0.0|100
0|2022-01-10|16784.0|0|17308.0|0|347.0|0|0.0|100
0|2022-01-11|16784.0|0|17308.0|0|347.0|0|0.0|100
0|2022-01-12|17031.0|0|17555.0|0|354.0|0|0.0|100
0|2022-01-13|17031.0|0|17555.0|0|354.0|0|0.0|100
0|2022-01-14|17306.0|0|17830.0|0|356.0|0|0.0|100
0|2022-01-15|17306.0|0|17830.0|0|356.0|0|0.0|100
0|2022-01-16|17306.0|0|17830.0|0|356.0|0|0.0|100
0|2022-01-17|17306.0|0|0.0|100|356.0|0|0.0|100
