|dates|Norton_Virginia_UnitedStates.JHU_ConfirmedCases.data|Norton_Virginia_UnitedStates.JHU_ConfirmedCases.missing|Norton_Virginia_UnitedStates.NYT_ConfirmedCases.data|Norton_Virginia_UnitedStates.NYT_ConfirmedCases.missing|Norton_Virginia_UnitedStates.JHU_ConfirmedDeaths.data|Norton_Virginia_UnitedStates.JHU_ConfirmedDeaths.missing|Norton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.data|Norton_Virginia_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-11|687.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-12|687.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-13|695.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-14|695.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-15|703.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-16|714.0|0|0.0|100|17.0|0|0.0|100
0|2021-12-17|711.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-18|711.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-19|711.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-20|720.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-21|721.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-22|724.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-23|726.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-24|730.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-25|730.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-26|730.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-27|735.0|0|0.0|100|19.0|0|0.0|100
0|2021-12-28|739.0|0|0.0|100|20.0|0|0.0|100
0|2021-12-29|754.0|0|0.0|100|20.0|0|0.0|100
0|2021-12-30|760.0|0|0.0|100|20.0|0|0.0|100
0|2021-12-31|768.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-01|768.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-02|768.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-03|778.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-04|782.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-05|787.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-06|798.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-07|809.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-08|809.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-09|809.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-10|825.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-11|844.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-12|855.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-13|855.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-14|878.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-15|878.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-16|878.0|0|0.0|100|20.0|0|0.0|100
0|2022-01-17|906.0|0|0.0|100|20.0|0|0.0|100
