|dates|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.data|Routt_Colorado_UnitedStates.JHU_ConfirmedCases.missing|Routt_Colorado_UnitedStates.NYT_ConfirmedCases.data|Routt_Colorado_UnitedStates.NYT_ConfirmedCases.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.data|Routt_Colorado_UnitedStates.JHU_ConfirmedDeaths.missing|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.data|Routt_Colorado_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-14|3670.0|0|3670.0|0|23.0|0|0.0|100
0|2021-11-15|3706.0|0|3706.0|0|23.0|0|0.0|100
0|2021-11-16|3727.0|0|3727.0|0|23.0|0|0.0|100
0|2021-11-17|3742.0|0|3742.0|0|23.0|0|0.0|100
0|2021-11-18|3751.0|0|3751.0|0|23.0|0|0.0|100
0|2021-11-19|3762.0|0|3762.0|0|23.0|0|0.0|100
0|2021-11-20|3762.0|0|3762.0|0|23.0|0|0.0|100
0|2021-11-21|3762.0|0|3762.0|0|23.0|0|0.0|100
0|2021-11-22|3784.0|0|3784.0|0|23.0|0|0.0|100
0|2021-11-23|3796.0|0|3796.0|0|23.0|0|0.0|100
0|2021-11-24|3808.0|0|3808.0|0|23.0|0|0.0|100
0|2021-11-25|3812.0|0|3812.0|0|23.0|0|0.0|100
0|2021-11-26|3814.0|0|3812.0|0|23.0|0|0.0|100
0|2021-11-27|3814.0|0|3812.0|0|23.0|0|0.0|100
0|2021-11-28|3814.0|0|3814.0|0|23.0|0|0.0|100
0|2021-11-29|3823.0|0|3823.0|0|23.0|0|0.0|100
0|2021-11-30|3832.0|0|3832.0|0|24.0|0|0.0|100
0|2021-12-01|3832.0|0|3838.0|0|24.0|0|0.0|100
0|2021-12-02|3850.0|0|3850.0|0|24.0|0|0.0|100
0|2021-12-03|3864.0|0|3857.0|0|24.0|0|0.0|100
0|2021-12-04|3864.0|0|3864.0|0|24.0|0|0.0|100
0|2021-12-05|3864.0|0|3864.0|0|24.0|0|0.0|100
0|2021-12-06|3877.0|0|3877.0|0|24.0|0|0.0|100
0|2021-12-07|3877.0|0|3877.0|0|24.0|0|0.0|100
0|2021-12-08|3883.0|0|3883.0|0|24.0|0|0.0|100
0|2021-12-09|3887.0|0|3887.0|0|24.0|0|0.0|100
0|2021-12-10|3890.0|0|3890.0|0|24.0|0|0.0|100
0|2021-12-11|3890.0|0|3890.0|0|24.0|0|0.0|100
0|2021-12-12|3890.0|0|3890.0|0|24.0|0|0.0|100
0|2021-12-13|3897.0|0|3897.0|0|24.0|0|0.0|100
0|2021-12-14|3897.0|0|3907.0|0|24.0|0|0.0|100
0|2021-12-15|3913.0|0|3913.0|0|24.0|0|0.0|100
0|2021-12-16|3915.0|0|3915.0|0|24.0|0|0.0|100
0|2021-12-17|3920.0|0|3920.0|0|24.0|0|0.0|100
0|2021-12-18|3920.0|0|3920.0|0|24.0|0|0.0|100
0|2021-12-19|3920.0|0|3920.0|0|24.0|0|0.0|100
0|2021-12-20|3938.0|0|3938.0|0|24.0|0|0.0|100
0|2021-12-21|3948.0|0|3948.0|0|24.0|0|0.0|100
0|2021-12-22|3958.0|0|3958.0|0|24.0|0|0.0|100
0|2021-12-23|3979.0|0|3979.0|0|24.0|0|0.0|100
0|2021-12-24|4009.0|0|4009.0|0|24.0|0|0.0|100
0|2021-12-25|4009.0|0|4009.0|0|24.0|0|0.0|100
0|2021-12-26|4009.0|0|4009.0|0|24.0|0|0.0|100
0|2021-12-27|4043.0|0|4043.0|0|24.0|0|0.0|100
0|2021-12-28|4148.0|0|4148.0|0|24.0|0|0.0|100
0|2021-12-29|4219.0|0|4219.0|0|24.0|0|0.0|100
0|2021-12-30|4304.0|0|4304.0|0|24.0|0|0.0|100
0|2021-12-31|4358.0|0|4358.0|0|24.0|0|0.0|100
0|2022-01-01|4358.0|0|4358.0|0|24.0|0|0.0|100
0|2022-01-02|4358.0|0|4358.0|0|24.0|0|0.0|100
0|2022-01-03|4525.0|0|4525.0|0|24.0|0|0.0|100
0|2022-01-04|4589.0|0|4589.0|0|24.0|0|0.0|100
0|2022-01-05|4662.0|0|4662.0|0|24.0|0|0.0|100
0|2022-01-06|4755.0|0|4755.0|0|24.0|0|0.0|100
0|2022-01-07|4788.0|0|4788.0|0|24.0|0|0.0|100
0|2022-01-08|4788.0|0|4788.0|0|24.0|0|0.0|100
0|2022-01-09|4788.0|0|4788.0|0|24.0|0|0.0|100
0|2022-01-10|5064.0|0|5064.0|0|24.0|0|0.0|100
0|2022-01-11|5161.0|0|5161.0|0|24.0|0|0.0|100
0|2022-01-12|5268.0|0|5268.0|0|24.0|0|0.0|100
0|2022-01-13|5268.0|0|5355.0|0|24.0|0|0.0|100
0|2022-01-14|5439.0|0|5397.0|0|24.0|0|0.0|100
0|2022-01-15|5439.0|0|5439.0|0|24.0|0|0.0|100
0|2022-01-16|5439.0|0|5439.0|0|24.0|0|0.0|100
0|2022-01-17|5540.0|0|0.0|100|24.0|0|0.0|100
