|dates|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedCases.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedCases.missing|Washburn_Wisconsin_UnitedStates.NYT_ConfirmedCases.data|Washburn_Wisconsin_UnitedStates.NYT_ConfirmedCases.missing|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedDeaths.missing|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.data|Washburn_Wisconsin_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|2136.0|0|2136.0|0|27.0|0|0.0|100
0|2021-10-18|2146.0|0|2146.0|0|27.0|0|0.0|100
0|2021-10-19|2161.0|0|2161.0|0|27.0|0|0.0|100
0|2021-10-20|2164.0|0|2164.0|0|27.0|0|0.0|100
0|2021-10-21|2179.0|0|2179.0|0|27.0|0|0.0|100
0|2021-10-22|2191.0|0|2191.0|0|27.0|0|0.0|100
0|2021-10-23|2191.0|0|2191.0|0|27.0|0|0.0|100
0|2021-10-24|2191.0|0|2191.0|0|27.0|0|0.0|100
0|2021-10-25|2217.0|0|2217.0|0|27.0|0|0.0|100
0|2021-10-26|2218.0|0|2218.0|0|27.0|0|0.0|100
0|2021-10-27|2229.0|0|2229.0|0|27.0|0|0.0|100
0|2021-10-28|2243.0|0|2243.0|0|27.0|0|0.0|100
0|2021-10-29|2248.0|0|2248.0|0|27.0|0|0.0|100
0|2021-10-30|2248.0|0|2248.0|0|27.0|0|0.0|100
0|2021-10-31|2248.0|0|2248.0|0|27.0|0|0.0|100
0|2021-11-01|2293.0|0|2293.0|0|27.0|0|0.0|100
0|2021-11-02|2308.0|0|2308.0|0|27.0|0|0.0|100
0|2021-11-03|2318.0|0|2318.0|0|27.0|0|0.0|100
0|2021-11-04|2348.0|0|2348.0|0|28.0|0|0.0|100
0|2021-11-05|2361.0|0|2361.0|0|28.0|0|0.0|100
0|2021-11-06|2361.0|0|2361.0|0|28.0|0|0.0|100
0|2021-11-07|2361.0|0|2361.0|0|28.0|0|0.0|100
0|2021-11-08|2396.0|0|2396.0|0|28.0|0|0.0|100
0|2021-11-09|2414.0|0|2414.0|0|28.0|0|0.0|100
0|2021-11-10|2438.0|0|2438.0|0|28.0|0|0.0|100
0|2021-11-11|2454.0|0|2454.0|0|28.0|0|0.0|100
0|2021-11-12|2466.0|0|2466.0|0|28.0|0|0.0|100
0|2021-11-13|2466.0|0|2466.0|0|28.0|0|0.0|100
0|2021-11-14|2466.0|0|2466.0|0|28.0|0|0.0|100
0|2021-11-15|2543.0|0|2543.0|0|28.0|0|0.0|100
0|2021-11-16|2556.0|0|2556.0|0|28.0|0|0.0|100
0|2021-11-17|2578.0|0|2578.0|0|28.0|0|0.0|100
0|2021-11-18|2592.0|0|2592.0|0|29.0|0|0.0|100
0|2021-11-19|2604.0|0|2604.0|0|29.0|0|0.0|100
0|2021-11-20|2604.0|0|2604.0|0|29.0|0|0.0|100
0|2021-11-21|2604.0|0|2604.0|0|29.0|0|0.0|100
0|2021-11-22|2663.0|0|2663.0|0|29.0|0|0.0|100
0|2021-11-23|2670.0|0|2670.0|0|29.0|0|0.0|100
0|2021-11-24|2688.0|0|2688.0|0|29.0|0|0.0|100
0|2021-11-25|2704.0|0|2704.0|0|29.0|0|0.0|100
0|2021-11-26|2704.0|0|2704.0|0|29.0|0|0.0|100
0|2021-11-27|2704.0|0|2704.0|0|29.0|0|0.0|100
0|2021-11-28|2704.0|0|2704.0|0|29.0|0|0.0|100
0|2021-11-29|2742.0|0|2742.0|0|29.0|0|0.0|100
0|2021-11-30|2765.0|0|2765.0|0|29.0|0|0.0|100
0|2021-12-01|2790.0|0|2790.0|0|29.0|0|0.0|100
0|2021-12-02|2822.0|0|2822.0|0|30.0|0|0.0|100
0|2021-12-03|2838.0|0|2838.0|0|30.0|0|0.0|100
0|2021-12-04|2838.0|0|2838.0|0|30.0|0|0.0|100
0|2021-12-05|2838.0|0|2838.0|0|30.0|0|0.0|100
0|2021-12-06|2838.0|0|2838.0|0|30.0|0|0.0|100
0|2021-12-07|2838.0|0|2838.0|0|30.0|0|0.0|100
0|2021-12-08|2893.0|0|2893.0|0|30.0|0|0.0|100
0|2021-12-09|2912.0|0|2912.0|0|31.0|0|0.0|100
0|2021-12-10|2943.0|0|2943.0|0|31.0|0|0.0|100
0|2021-12-11|2943.0|0|2943.0|0|31.0|0|0.0|100
0|2021-12-12|2943.0|0|2943.0|0|31.0|0|0.0|100
0|2021-12-13|2961.0|0|2961.0|0|33.0|0|0.0|100
0|2021-12-14|2961.0|0|2968.0|0|33.0|0|0.0|100
0|2021-12-15|2977.0|0|2977.0|0|34.0|0|0.0|100
0|2021-12-16|2988.0|0|2988.0|0|34.0|0|0.0|100
0|2021-12-17|2997.0|0|2997.0|0|34.0|0|0.0|100
0|2021-12-18|2997.0|0|2997.0|0|34.0|0|0.0|100
0|2021-12-19|2997.0|0|2997.0|0|34.0|0|0.0|100
0|2021-12-20|3015.0|0|3015.0|0|34.0|0|0.0|100
0|2021-12-21|3023.0|0|3023.0|0|34.0|0|0.0|100
0|2021-12-22|3029.0|0|3029.0|0|34.0|0|0.0|100
0|2021-12-23|3040.0|0|3040.0|0|34.0|0|0.0|100
0|2021-12-24|3044.0|0|3044.0|0|34.0|0|0.0|100
0|2021-12-25|3044.0|0|3044.0|0|34.0|0|0.0|100
0|2021-12-26|3044.0|0|3044.0|0|34.0|0|0.0|100
0|2021-12-27|3049.0|0|3049.0|0|34.0|0|0.0|100
0|2021-12-28|3063.0|0|3063.0|0|34.0|0|0.0|100
0|2021-12-29|3076.0|0|3076.0|0|34.0|0|0.0|100
0|2021-12-30|3089.0|0|3089.0|0|34.0|0|0.0|100
0|2021-12-31|3099.0|0|3099.0|0|34.0|0|0.0|100
0|2022-01-01|3099.0|0|3099.0|0|34.0|0|0.0|100
0|2022-01-02|3099.0|0|3099.0|0|34.0|0|0.0|100
0|2022-01-03|3138.0|0|3138.0|0|34.0|0|0.0|100
0|2022-01-04|3138.0|0|3154.0|0|34.0|0|0.0|100
0|2022-01-05|3161.0|0|3161.0|0|37.0|0|0.0|100
0|2022-01-06|3186.0|0|3186.0|0|37.0|0|0.0|100
0|2022-01-07|3203.0|0|3203.0|0|37.0|0|0.0|100
0|2022-01-08|3203.0|0|3203.0|0|37.0|0|0.0|100
0|2022-01-09|3203.0|0|3203.0|0|37.0|0|0.0|100
0|2022-01-10|3244.0|0|3244.0|0|37.0|0|0.0|100
0|2022-01-11|3251.0|0|3251.0|0|37.0|0|0.0|100
0|2022-01-12|3291.0|0|3291.0|0|37.0|0|0.0|100
0|2022-01-13|3291.0|0|3312.0|0|37.0|0|0.0|100
0|2022-01-14|3344.0|0|3344.0|0|37.0|0|0.0|100
0|2022-01-15|3344.0|0|3344.0|0|37.0|0|0.0|100
0|2022-01-16|3344.0|0|3344.0|0|37.0|0|0.0|100
0|2022-01-17|3435.0|0|0.0|100|39.0|0|0.0|100
