|dates|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedCases.missing|Saginaw_Michigan_UnitedStates.NYT_ConfirmedCases.data|Saginaw_Michigan_UnitedStates.NYT_ConfirmedCases.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedDeaths.missing|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.data|Saginaw_Michigan_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|26323.0|0|27460.0|0|658.0|0|0.0|100
0|2021-10-18|26490.0|0|27627.0|0|659.0|0|0.0|100
0|2021-10-19|26490.0|0|27627.0|0|659.0|0|0.0|100
0|2021-10-20|26703.0|0|27840.0|0|662.0|0|0.0|100
0|2021-10-21|26703.0|0|27840.0|0|662.0|0|0.0|100
0|2021-10-22|26911.0|0|28048.0|0|664.0|0|0.0|100
0|2021-10-23|26911.0|0|28048.0|0|664.0|0|0.0|100
0|2021-10-24|26911.0|0|28048.0|0|664.0|0|0.0|100
0|2021-10-25|27105.0|0|28242.0|0|664.0|0|0.0|100
0|2021-10-26|27105.0|0|28242.0|0|664.0|0|0.0|100
0|2021-10-27|27372.0|0|28509.0|0|667.0|0|0.0|100
0|2021-10-28|27372.0|0|28509.0|0|667.0|0|0.0|100
0|2021-10-29|27583.0|0|28720.0|0|669.0|0|0.0|100
0|2021-10-30|27583.0|0|28720.0|0|669.0|0|0.0|100
0|2021-10-31|27583.0|0|28720.0|0|669.0|0|0.0|100
0|2021-11-01|27809.0|0|28946.0|0|671.0|0|0.0|100
0|2021-11-02|27809.0|0|28946.0|0|671.0|0|0.0|100
0|2021-11-03|28094.0|0|29231.0|0|673.0|0|0.0|100
0|2021-11-04|28094.0|0|29231.0|0|673.0|0|0.0|100
0|2021-11-05|28358.0|0|29495.0|0|680.0|0|0.0|100
0|2021-11-06|28358.0|0|29495.0|0|680.0|0|0.0|100
0|2021-11-07|28358.0|0|29495.0|0|680.0|0|0.0|100
0|2021-11-08|28602.0|0|29739.0|0|681.0|0|0.0|100
0|2021-11-09|28602.0|0|29739.0|0|681.0|0|0.0|100
0|2021-11-10|28869.0|0|30006.0|0|683.0|0|0.0|100
0|2021-11-11|28869.0|0|30006.0|0|683.0|0|0.0|100
0|2021-11-12|29191.0|0|30328.0|0|683.0|0|0.0|100
0|2021-11-13|29191.0|0|30328.0|0|683.0|0|0.0|100
0|2021-11-14|29191.0|0|30328.0|0|683.0|0|0.0|100
0|2021-11-15|29600.0|0|30737.0|0|685.0|0|0.0|100
0|2021-11-16|29600.0|0|30737.0|0|685.0|0|0.0|100
0|2021-11-17|29923.0|0|31060.0|0|692.0|0|0.0|100
0|2021-11-18|29923.0|0|31060.0|0|692.0|0|0.0|100
0|2021-11-19|30386.0|0|31523.0|0|693.0|0|0.0|100
0|2021-11-20|30386.0|0|31523.0|0|693.0|0|0.0|100
0|2021-11-21|30386.0|0|31523.0|0|693.0|0|0.0|100
0|2021-11-22|30743.0|0|31880.0|0|696.0|0|0.0|100
0|2021-11-23|30743.0|0|31880.0|0|696.0|0|0.0|100
0|2021-11-24|31193.0|0|32330.0|0|704.0|0|0.0|100
0|2021-11-25|31193.0|0|32330.0|0|704.0|0|0.0|100
0|2021-11-26|31193.0|0|32330.0|0|704.0|0|0.0|100
0|2021-11-27|31193.0|0|32330.0|0|704.0|0|0.0|100
0|2021-11-28|31193.0|0|32330.0|0|704.0|0|0.0|100
0|2021-11-29|31677.0|0|32814.0|0|705.0|0|0.0|100
0|2021-11-30|31677.0|0|32814.0|0|705.0|0|0.0|100
0|2021-12-01|32088.0|0|33225.0|0|714.0|0|0.0|100
0|2021-12-02|32088.0|0|33225.0|0|714.0|0|0.0|100
0|2021-12-03|32590.0|0|33727.0|0|720.0|0|0.0|100
0|2021-12-04|32590.0|0|33727.0|0|720.0|0|0.0|100
0|2021-12-05|32590.0|0|33727.0|0|720.0|0|0.0|100
0|2021-12-06|32968.0|0|34105.0|0|724.0|0|0.0|100
0|2021-12-07|32968.0|0|34105.0|0|724.0|0|0.0|100
0|2021-12-08|33314.0|0|34451.0|0|732.0|0|0.0|100
0|2021-12-09|33314.0|0|34451.0|0|732.0|0|0.0|100
0|2021-12-10|33618.0|0|34755.0|0|735.0|0|0.0|100
0|2021-12-11|33618.0|0|34755.0|0|735.0|0|0.0|100
0|2021-12-12|33618.0|0|34755.0|0|735.0|0|0.0|100
0|2021-12-13|34025.0|0|35162.0|0|739.0|0|0.0|100
0|2021-12-14|34025.0|0|35162.0|0|739.0|0|0.0|100
0|2021-12-15|34314.0|0|35451.0|0|748.0|0|0.0|100
0|2021-12-16|34314.0|0|35451.0|0|748.0|0|0.0|100
0|2021-12-17|34589.0|0|35726.0|0|753.0|0|0.0|100
0|2021-12-18|34589.0|0|35726.0|0|753.0|0|0.0|100
0|2021-12-19|34589.0|0|35726.0|0|753.0|0|0.0|100
0|2021-12-20|34861.0|0|35998.0|0|757.0|0|0.0|100
0|2021-12-21|34861.0|0|35998.0|0|757.0|0|0.0|100
0|2021-12-22|35112.0|0|36249.0|0|775.0|0|0.0|100
0|2021-12-23|35112.0|0|36249.0|0|775.0|0|0.0|100
0|2021-12-24|35112.0|0|36249.0|0|775.0|0|0.0|100
0|2021-12-25|35112.0|0|36249.0|0|775.0|0|0.0|100
0|2021-12-26|35112.0|0|36249.0|0|775.0|0|0.0|100
0|2021-12-27|35611.0|0|36748.0|0|779.0|0|0.0|100
0|2021-12-28|35611.0|0|36748.0|0|779.0|0|0.0|100
0|2021-12-29|36022.0|0|37159.0|0|783.0|0|0.0|100
0|2021-12-30|36022.0|0|37159.0|0|783.0|0|0.0|100
0|2021-12-31|36022.0|0|37159.0|0|783.0|0|0.0|100
0|2022-01-01|36022.0|0|37159.0|0|783.0|0|0.0|100
0|2022-01-02|36022.0|0|37159.0|0|783.0|0|0.0|100
0|2022-01-03|36818.0|0|37955.0|0|791.0|0|0.0|100
0|2022-01-04|36818.0|0|37955.0|0|791.0|0|0.0|100
0|2022-01-05|37272.0|0|38409.0|0|809.0|0|0.0|100
0|2022-01-06|37272.0|0|38409.0|0|809.0|0|0.0|100
0|2022-01-07|38176.0|0|39313.0|0|814.0|0|0.0|100
0|2022-01-08|38176.0|0|39313.0|0|814.0|0|0.0|100
0|2022-01-09|38176.0|0|39313.0|0|814.0|0|0.0|100
0|2022-01-10|38996.0|0|40133.0|0|814.0|0|0.0|100
0|2022-01-11|38996.0|0|40133.0|0|814.0|0|0.0|100
0|2022-01-12|39620.0|0|40757.0|0|824.0|0|0.0|100
0|2022-01-13|39620.0|0|40757.0|0|824.0|0|0.0|100
0|2022-01-14|40391.0|0|41528.0|0|825.0|0|0.0|100
0|2022-01-15|40391.0|0|41528.0|0|825.0|0|0.0|100
0|2022-01-16|40391.0|0|41528.0|0|825.0|0|0.0|100
0|2022-01-17|40391.0|0|0.0|100|825.0|0|0.0|100
