|dates|Fresno_California_UnitedStates.JHU_ConfirmedCases.data|Fresno_California_UnitedStates.JHU_ConfirmedCases.missing|Fresno_California_UnitedStates.NYT_ConfirmedCases.data|Fresno_California_UnitedStates.NYT_ConfirmedCases.missing|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.data|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.missing|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.data|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|145299.0|0|144123.0|0|2063.0|0|0.0|100
0|2021-10-18|145590.0|0|145119.0|0|2063.0|0|0.0|100
0|2021-10-19|145748.0|0|145378.0|0|2063.0|0|0.0|100
0|2021-10-20|145983.0|0|145503.0|0|2073.0|0|0.0|100
0|2021-10-21|146453.0|0|145877.0|0|2084.0|0|0.0|100
0|2021-10-22|146488.0|0|146318.0|0|2094.0|0|0.0|100
0|2021-10-23|146489.0|0|146318.0|0|2094.0|0|0.0|100
0|2021-10-24|146495.0|0|146318.0|0|2094.0|0|0.0|100
0|2021-10-25|148035.0|0|146318.0|0|2094.0|0|0.0|100
0|2021-10-26|148313.0|0|147826.0|0|2112.0|0|0.0|100
0|2021-10-27|148586.0|0|148063.0|0|2122.0|0|0.0|100
0|2021-10-28|149074.0|0|148484.0|0|2128.0|0|0.0|100
0|2021-10-29|149110.0|0|148938.0|0|2131.0|0|0.0|100
0|2021-10-30|149123.0|0|148938.0|0|2131.0|0|0.0|100
0|2021-10-31|150395.0|0|148938.0|0|2131.0|0|0.0|100
0|2021-11-01|150682.0|0|150202.0|0|2147.0|0|0.0|100
0|2021-11-02|150905.0|0|150458.0|0|2149.0|0|0.0|100
0|2021-11-03|151134.0|0|150681.0|0|2158.0|0|0.0|100
0|2021-11-04|151510.0|0|151137.0|0|2166.0|0|0.0|100
0|2021-11-05|151513.0|0|151513.0|0|2170.0|0|0.0|100
0|2021-11-06|151513.0|0|151513.0|0|2170.0|0|0.0|100
0|2021-11-07|151513.0|0|151513.0|0|2170.0|0|0.0|100
0|2021-11-08|152527.0|0|152527.0|0|2179.0|0|0.0|100
0|2021-11-09|152730.0|0|152730.0|0|2179.0|0|0.0|100
0|2021-11-10|152730.0|0|152930.0|0|2179.0|0|0.0|100
0|2021-11-11|153221.0|0|153221.0|0|2202.0|0|0.0|100
0|2021-11-12|153221.0|0|153221.0|0|2202.0|0|0.0|100
0|2021-11-13|153840.0|0|153840.0|0|2205.0|0|0.0|100
0|2021-11-14|153840.0|0|153840.0|0|2205.0|0|0.0|100
0|2021-11-15|154257.0|0|154257.0|0|2209.0|0|0.0|100
0|2021-11-16|154403.0|0|154403.0|0|2210.0|0|0.0|100
0|2021-11-17|154588.0|0|154588.0|0|2218.0|0|0.0|100
0|2021-11-18|154879.0|0|154879.0|0|2230.0|0|0.0|100
0|2021-11-19|155092.0|0|155092.0|0|2233.0|0|0.0|100
0|2021-11-20|155092.0|0|155092.0|0|2233.0|0|0.0|100
0|2021-11-21|155092.0|0|155092.0|0|2233.0|0|0.0|100
0|2021-11-22|155716.0|0|155716.0|0|2242.0|0|0.0|100
0|2021-11-23|155803.0|0|155803.0|0|2243.0|0|0.0|100
0|2021-11-24|155899.0|0|155899.0|0|2246.0|0|0.0|100
0|2021-11-25|155899.0|0|155899.0|0|2246.0|0|0.0|100
0|2021-11-26|155899.0|0|155899.0|0|2246.0|0|0.0|100
0|2021-11-27|155899.0|0|155899.0|0|2246.0|0|0.0|100
0|2021-11-28|155899.0|0|155899.0|0|2246.0|0|0.0|100
0|2021-11-29|156677.0|0|156677.0|0|2252.0|0|0.0|100
