|dates|Fresno_California_UnitedStates.JHU_ConfirmedCases.data|Fresno_California_UnitedStates.JHU_ConfirmedCases.missing|Fresno_California_UnitedStates.NYT_ConfirmedCases.data|Fresno_California_UnitedStates.NYT_ConfirmedCases.missing|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.data|Fresno_California_UnitedStates.JHU_ConfirmedDeaths.missing|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.data|Fresno_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-30|156677.0|0|156795.0|0|2252.0|0|0.0|100
0|2021-12-01|156897.0|0|156897.0|0|2259.0|0|0.0|100
0|2021-12-02|157242.0|0|157242.0|0|2264.0|0|0.0|100
0|2021-12-03|157469.0|0|157469.0|0|2270.0|0|0.0|100
0|2021-12-04|157469.0|0|157469.0|0|2270.0|0|0.0|100
0|2021-12-05|157469.0|0|157469.0|0|2270.0|0|0.0|100
0|2021-12-06|158187.0|0|158187.0|0|2284.0|0|0.0|100
0|2021-12-07|158187.0|0|158274.0|0|2284.0|0|0.0|100
0|2021-12-08|158450.0|0|158450.0|0|2289.0|0|0.0|100
0|2021-12-09|158644.0|0|158644.0|0|2293.0|0|0.0|100
0|2021-12-10|158802.0|0|158802.0|0|2294.0|0|0.0|100
0|2021-12-11|158802.0|0|158802.0|0|2294.0|0|0.0|100
0|2021-12-12|158802.0|0|158802.0|0|2294.0|0|0.0|100
0|2021-12-13|159332.0|0|159332.0|0|2310.0|0|0.0|100
0|2021-12-14|159332.0|0|159455.0|0|2310.0|0|0.0|100
0|2021-12-15|159570.0|0|159570.0|0|2316.0|0|0.0|100
0|2021-12-16|159746.0|0|159746.0|0|2319.0|0|0.0|100
0|2021-12-17|159925.0|0|159925.0|0|2335.0|0|0.0|100
0|2021-12-18|159925.0|0|159925.0|0|2335.0|0|0.0|100
0|2021-12-19|159925.0|0|159925.0|0|2335.0|0|0.0|100
0|2021-12-20|160392.0|0|160392.0|0|2341.0|0|0.0|100
0|2021-12-21|160492.0|0|160492.0|0|2341.0|0|0.0|100
0|2021-12-22|160594.0|0|160594.0|0|2341.0|0|0.0|100
0|2021-12-23|160844.0|0|160844.0|0|2349.0|0|0.0|100
0|2021-12-24|161033.0|0|161033.0|0|2358.0|0|0.0|100
0|2021-12-25|161033.0|0|161033.0|0|2358.0|0|0.0|100
0|2021-12-26|161033.0|0|161033.0|0|2358.0|0|0.0|100
0|2021-12-27|161033.0|0|161033.0|0|2358.0|0|0.0|100
0|2021-12-28|161832.0|0|161832.0|0|2364.0|0|0.0|100
0|2021-12-29|161993.0|0|161993.0|0|2365.0|0|0.0|100
0|2021-12-30|162458.0|0|162458.0|0|2364.0|0|0.0|100
0|2021-12-31|163067.0|0|163067.0|0|2379.0|0|0.0|100
0|2022-01-01|163067.0|0|163067.0|0|2379.0|0|0.0|100
0|2022-01-02|163067.0|0|163067.0|0|2379.0|0|0.0|100
0|2022-01-03|163067.0|0|163067.0|0|2379.0|0|0.0|100
0|2022-01-04|165814.0|0|165814.0|0|2379.0|0|0.0|100
0|2022-01-05|166384.0|0|166384.0|0|2380.0|0|0.0|100
0|2022-01-06|166504.0|0|166504.0|0|2377.0|0|0.0|100
0|2022-01-07|168865.0|0|168865.0|0|2393.0|0|0.0|100
0|2022-01-08|168865.0|0|168865.0|0|2393.0|0|0.0|100
0|2022-01-09|168865.0|0|168865.0|0|2393.0|0|0.0|100
0|2022-01-10|173460.0|0|173460.0|0|2405.0|0|0.0|100
0|2022-01-11|175064.0|0|175064.0|0|2404.0|0|0.0|100
0|2022-01-12|179627.0|0|176980.0|0|2404.0|0|0.0|100
0|2022-01-13|179627.0|0|179628.0|0|2404.0|0|0.0|100
0|2022-01-14|181673.0|0|181673.0|0|2415.0|0|0.0|100
0|2022-01-15|181673.0|0|181673.0|0|2415.0|0|0.0|100
0|2022-01-16|181673.0|0|181673.0|0|2415.0|0|0.0|100
0|2022-01-17|189130.0|0|0.0|100|2425.0|0|0.0|100
