|dates|Florence_SouthCarolina_UnitedStates.BLS_EmployedPopulation.data|Florence_SouthCarolina_UnitedStates.BLS_EmployedPopulation.missing|Florence_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.data|Florence_SouthCarolina_UnitedStates.BLS_UnemployedPopulation.missing|Florence_SouthCarolina_UnitedStates.BLS_UnemploymentRate.data|Florence_SouthCarolina_UnitedStates.BLS_UnemploymentRate.missing|Florence_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.data|Florence_SouthCarolina_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-17|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-18|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-19|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-20|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-21|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-22|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-23|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-24|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-25|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-26|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-27|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-28|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-29|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-30|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-10-31|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-01|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-02|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-03|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-04|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-05|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-06|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-07|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-08|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-09|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-10|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-11|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-12|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-13|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-14|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-15|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-16|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-17|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
0|2021-11-18|64354.0|0|2459.0|0|3.6804214748626762|0|66813.0|0
