|dates|King_Washington_UnitedStates.JHU_ConfirmedCases.data|King_Washington_UnitedStates.JHU_ConfirmedCases.missing|King_Washington_UnitedStates.NYT_ConfirmedCases.data|King_Washington_UnitedStates.NYT_ConfirmedCases.missing|King_Washington_UnitedStates.JHU_ConfirmedDeaths.data|King_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|158435.0|0|158595.0|0|1924.0|0|0.0|100
0|2021-10-18|158435.0|0|159587.0|0|1924.0|0|0.0|100
0|2021-10-19|159701.0|0|159828.0|0|1940.0|0|0.0|100
0|2021-10-20|160163.0|0|160402.0|0|1943.0|0|0.0|100
0|2021-10-21|160822.0|0|160978.0|0|1949.0|0|0.0|100
0|2021-10-22|161217.0|0|161408.0|0|1961.0|0|0.0|100
0|2021-10-23|161217.0|0|161408.0|0|1961.0|0|0.0|100
0|2021-10-24|161217.0|0|161408.0|0|1961.0|0|0.0|100
0|2021-10-25|162347.0|0|162565.0|0|1963.0|0|0.0|100
0|2021-10-26|162588.0|0|162711.0|0|1965.0|0|0.0|100
0|2021-10-27|162779.0|0|163093.0|0|1971.0|0|0.0|100
0|2021-10-28|163533.0|0|163797.0|0|1977.0|0|0.0|100
0|2021-10-29|164026.0|0|164221.0|0|1986.0|0|0.0|100
0|2021-10-30|164026.0|0|164221.0|0|1986.0|0|0.0|100
0|2021-10-31|164026.0|0|164221.0|0|1986.0|0|0.0|100
0|2021-11-01|165047.0|0|165186.0|0|1991.0|0|0.0|100
0|2021-11-02|165361.0|0|165512.0|0|1997.0|0|0.0|100
0|2021-11-03|165670.0|0|165899.0|0|2002.0|0|0.0|100
0|2021-11-04|166165.0|0|166421.0|0|2007.0|0|0.0|100
0|2021-11-05|166504.0|0|166674.0|0|2015.0|0|0.0|100
0|2021-11-06|166504.0|0|166674.0|0|2015.0|0|0.0|100
0|2021-11-07|166504.0|0|166674.0|0|2015.0|0|0.0|100
0|2021-11-08|167511.0|0|167661.0|0|2020.0|0|0.0|100
0|2021-11-09|167673.0|0|167817.0|0|2023.0|0|0.0|100
0|2021-11-10|168039.0|0|168323.0|0|2022.0|0|0.0|100
0|2021-11-11|168039.0|0|168323.0|0|2022.0|0|0.0|100
0|2021-11-12|168735.0|0|168884.0|0|2030.0|0|0.0|100
0|2021-11-13|168735.0|0|168884.0|0|2030.0|0|0.0|100
0|2021-11-14|168735.0|0|168884.0|0|2030.0|0|0.0|100
0|2021-11-15|169593.0|0|169719.0|0|2033.0|0|0.0|100
0|2021-11-16|169752.0|0|169923.0|0|2037.0|0|0.0|100
0|2021-11-17|170118.0|0|170363.0|0|2039.0|0|0.0|100
0|2021-11-18|170545.0|0|170722.0|0|2041.0|0|0.0|100
0|2021-11-19|170858.0|0|171009.0|0|2047.0|0|0.0|100
0|2021-11-20|170858.0|0|171009.0|0|2047.0|0|0.0|100
0|2021-11-21|170858.0|0|171009.0|0|2047.0|0|0.0|100
0|2021-11-22|171563.0|0|171717.0|0|2052.0|0|0.0|100
0|2021-11-23|171692.0|0|171837.0|0|2056.0|0|0.0|100
0|2021-11-24|171847.0|0|172009.0|0|2056.0|0|0.0|100
0|2021-11-25|171847.0|0|172009.0|0|2056.0|0|0.0|100
0|2021-11-26|171847.0|0|172009.0|0|2056.0|0|0.0|100
0|2021-11-27|171847.0|0|172009.0|0|2056.0|0|0.0|100
0|2021-11-28|171847.0|0|172009.0|0|2056.0|0|0.0|100
0|2021-11-29|172912.0|0|173060.0|0|2063.0|0|0.0|100
0|2021-11-30|173128.0|0|173130.0|0|2068.0|0|0.0|100
0|2021-12-01|173128.0|0|173948.0|0|2068.0|0|0.0|100
0|2021-12-02|173905.0|0|174158.0|0|2082.0|0|0.0|100
0|2021-12-03|174326.0|0|174550.0|0|2086.0|0|0.0|100
0|2021-12-04|174326.0|0|174550.0|0|2086.0|0|0.0|100
0|2021-12-05|174326.0|0|174550.0|0|2086.0|0|0.0|100
0|2021-12-06|175031.0|0|175160.0|0|2091.0|0|0.0|100
0|2021-12-07|175350.0|0|175548.0|0|2094.0|0|0.0|100
0|2021-12-08|175564.0|0|175671.0|0|2099.0|0|0.0|100
0|2021-12-09|175910.0|0|176320.0|0|2105.0|0|0.0|100
0|2021-12-10|176281.0|0|176450.0|0|2111.0|0|0.0|100
0|2021-12-11|176281.0|0|176450.0|0|2111.0|0|0.0|100
0|2021-12-12|176281.0|0|176450.0|0|2111.0|0|0.0|100
0|2021-12-13|177187.0|0|177441.0|0|2114.0|0|0.0|100
0|2021-12-14|177187.0|0|177616.0|0|2114.0|0|0.0|100
0|2021-12-15|177812.0|0|178066.0|0|2117.0|0|0.0|100
0|2021-12-16|178403.0|0|178703.0|0|2118.0|0|0.0|100
0|2021-12-17|179140.0|0|179396.0|0|2119.0|0|0.0|100
0|2021-12-18|179140.0|0|179396.0|0|2119.0|0|0.0|100
0|2021-12-19|179140.0|0|179396.0|0|2119.0|0|0.0|100
0|2021-12-20|181446.0|0|181570.0|0|2122.0|0|0.0|100
0|2021-12-21|182058.0|0|182420.0|0|2125.0|0|0.0|100
0|2021-12-22|182765.0|0|183037.0|0|2127.0|0|0.0|100
0|2021-12-23|184473.0|0|185916.0|0|2134.0|0|0.0|100
0|2021-12-24|184473.0|0|185916.0|0|2134.0|0|0.0|100
0|2021-12-25|184473.0|0|185916.0|0|2134.0|0|0.0|100
0|2021-12-26|184473.0|0|185916.0|0|2134.0|0|0.0|100
0|2021-12-27|194213.0|0|194215.0|0|2136.0|0|0.0|100
0|2021-12-28|195696.0|0|196625.0|0|2138.0|0|0.0|100
