|dates|King_Washington_UnitedStates.JHU_ConfirmedCases.data|King_Washington_UnitedStates.JHU_ConfirmedCases.missing|King_Washington_UnitedStates.NYT_ConfirmedCases.data|King_Washington_UnitedStates.NYT_ConfirmedCases.missing|King_Washington_UnitedStates.JHU_ConfirmedDeaths.data|King_Washington_UnitedStates.JHU_ConfirmedDeaths.missing|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.data|King_Washington_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-29|197469.0|0|198517.0|0|2139.0|0|0.0|100
0|2021-12-30|199907.0|0|200875.0|0|2142.0|0|0.0|100
0|2021-12-31|199907.0|0|200875.0|0|2142.0|0|0.0|100
0|2022-01-01|199907.0|0|200875.0|0|2142.0|0|0.0|100
0|2022-01-02|199907.0|0|200875.0|0|2142.0|0|0.0|100
0|2022-01-03|212293.0|0|212295.0|0|2142.0|0|0.0|100
0|2022-01-04|214271.0|0|214904.0|0|2151.0|0|0.0|100
0|2022-01-05|217485.0|0|218918.0|0|2151.0|0|0.0|100
0|2022-01-06|222392.0|0|224612.0|0|2158.0|0|0.0|100
0|2022-01-07|228166.0|0|229984.0|0|2161.0|0|0.0|100
0|2022-01-08|228166.0|0|229984.0|0|2161.0|0|0.0|100
0|2022-01-09|228166.0|0|229984.0|0|2161.0|0|0.0|100
0|2022-01-10|247087.0|0|248777.0|0|2164.0|0|0.0|100
0|2022-01-11|252185.0|0|254174.0|0|2164.0|0|0.0|100
0|2022-01-12|257298.0|0|259422.0|0|2172.0|0|0.0|100
0|2022-01-13|257298.0|0|264209.0|0|2172.0|0|0.0|100
0|2022-01-14|267403.0|0|269433.0|0|2187.0|0|0.0|100
0|2022-01-15|267403.0|0|269433.0|0|2187.0|0|0.0|100
0|2022-01-16|267403.0|0|269433.0|0|2187.0|0|0.0|100
0|2022-01-17|267403.0|0|0.0|100|2187.0|0|0.0|100
