|dates|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedCases.data|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedCases.missing|Unassigned_PuertoRico_UnitedStates.NYT_ConfirmedCases.data|Unassigned_PuertoRico_UnitedStates.NYT_ConfirmedCases.missing|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedDeaths.data|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedDeaths.missing|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedRecoveries.data|Unassigned_PuertoRico_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-22|4404.0|0|5680.0|0|3263.0|0|0.0|100
0|2021-11-23|4404.0|0|5680.0|0|3264.0|0|0.0|100
0|2021-11-24|4402.0|0|5678.0|0|3266.0|0|0.0|100
0|2021-11-25|4411.0|0|5687.0|0|3266.0|0|0.0|100
0|2021-11-26|4406.0|0|5682.0|0|3266.0|0|0.0|100
0|2021-11-27|4434.0|0|5710.0|0|3268.0|0|0.0|100
0|2021-11-28|4434.0|0|5710.0|0|3269.0|0|0.0|100
0|2021-11-29|4436.0|0|5712.0|0|3269.0|0|0.0|100
0|2021-11-30|4436.0|0|5712.0|0|3270.0|0|0.0|100
0|2021-12-01|4437.0|0|5713.0|0|3270.0|0|0.0|100
0|2021-12-02|4473.0|0|5749.0|0|3271.0|0|0.0|100
0|2021-12-03|4487.0|0|5763.0|0|3272.0|0|0.0|100
0|2021-12-04|4487.0|0|5768.0|0|3272.0|0|0.0|100
0|2021-12-05|4496.0|0|5772.0|0|3273.0|0|0.0|100
0|2021-12-06|4497.0|0|5773.0|0|3273.0|0|0.0|100
0|2021-12-07|4497.0|0|5773.0|0|3274.0|0|0.0|100
0|2021-12-08|4506.0|0|5782.0|0|3274.0|0|0.0|100
0|2021-12-09|4505.0|0|5781.0|0|3274.0|0|0.0|100
0|2021-12-10|4509.0|0|5785.0|0|3274.0|0|0.0|100
0|2021-12-11|4509.0|0|5785.0|0|3274.0|0|0.0|100
0|2021-12-12|4516.0|0|5792.0|0|3276.0|0|0.0|100
0|2021-12-13|4516.0|0|5792.0|0|3276.0|0|0.0|100
0|2021-12-14|4516.0|0|5797.0|0|3276.0|0|0.0|100
0|2021-12-15|4533.0|0|5809.0|0|3277.0|0|0.0|100
0|2021-12-16|4555.0|0|5831.0|0|3278.0|0|0.0|100
0|2021-12-17|4593.0|0|5869.0|0|3279.0|0|0.0|100
0|2021-12-18|4683.0|0|5959.0|0|3284.0|0|0.0|100
0|2021-12-19|4754.0|0|6030.0|0|3285.0|0|0.0|100
0|2021-12-20|4824.0|0|6100.0|0|3286.0|0|0.0|100
0|2021-12-21|4844.0|0|6120.0|0|3287.0|0|0.0|100
0|2021-12-22|4947.0|0|6223.0|0|3287.0|0|0.0|100
0|2021-12-23|5107.0|0|6383.0|0|3288.0|0|0.0|100
0|2021-12-24|5106.0|0|6382.0|0|3288.0|0|0.0|100
0|2021-12-25|5607.0|0|6883.0|0|3291.0|0|0.0|100
0|2021-12-26|5826.0|0|7102.0|0|3291.0|0|0.0|100
0|2021-12-27|5907.0|0|7183.0|0|3291.0|0|0.0|100
0|2021-12-28|6008.0|0|7284.0|0|3292.0|0|0.0|100
0|2021-12-29|6314.0|0|7590.0|0|3295.0|0|0.0|100
0|2021-12-30|6832.0|0|8108.0|0|3298.0|0|0.0|100
0|2021-12-31|7403.0|0|8679.0|0|3305.0|0|0.0|100
0|2022-01-01|7403.0|0|8679.0|0|3308.0|0|0.0|100
0|2022-01-02|8636.0|0|9912.0|0|3310.0|0|0.0|100
0|2022-01-03|8809.0|0|10085.0|0|3314.0|0|0.0|100
0|2022-01-04|8945.0|0|10221.0|0|3318.0|0|0.0|100
0|2022-01-05|9252.0|0|10528.0|0|3324.0|0|0.0|100
0|2022-01-06|9774.0|0|11050.0|0|3338.0|0|0.0|100
0|2022-01-07|10217.0|0|11493.0|0|3357.0|0|0.0|100
0|2022-01-08|10549.0|0|11825.0|0|3361.0|0|0.0|100
0|2022-01-09|10925.0|0|12201.0|0|3373.0|0|0.0|100
0|2022-01-10|11222.0|0|12498.0|0|3373.0|0|0.0|100
0|2022-01-11|11275.0|0|12551.0|0|3393.0|0|0.0|100
0|2022-01-12|11678.0|0|12954.0|0|3421.0|0|0.0|100
0|2022-01-13|11678.0|0|13352.0|0|3421.0|0|0.0|100
0|2022-01-14|12519.0|0|13795.0|0|3473.0|0|0.0|100
0|2022-01-15|12879.0|0|14155.0|0|3493.0|0|0.0|100
0|2022-01-16|13104.0|0|14380.0|0|3511.0|0|0.0|100
0|2022-01-17|13322.0|0|0.0|100|3520.0|0|0.0|100
