|dates|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Monroe_Pennsylvania_UnitedStates.Male_Total_Population.data|Monroe_Pennsylvania_UnitedStates.Male_Total_Population.missing|Monroe_Pennsylvania_UnitedStates.Female_Total_Population.data|Monroe_Pennsylvania_UnitedStates.Female_Total_Population.missing|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Monroe_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-12-05|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-06|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-07|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-08|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-09|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-10|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-11|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-12|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-13|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-14|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-15|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-16|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-17|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-18|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-19|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-20|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-21|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-22|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-23|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-24|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-25|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-26|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-27|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-28|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-29|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-30|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2021-12-31|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-01|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-02|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-03|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-04|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-05|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-06|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-07|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-08|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-09|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-10|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-11|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-12|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-13|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-14|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-15|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-16|29181.0|0|83972.0|0|85535.0|0|33306.0|0
0|2022-01-17|29181.0|0|83972.0|0|85535.0|0|33306.0|0
