|dates|Plumas_California_UnitedStates.JHU_ConfirmedCases.data|Plumas_California_UnitedStates.JHU_ConfirmedCases.missing|Plumas_California_UnitedStates.NYT_ConfirmedCases.data|Plumas_California_UnitedStates.NYT_ConfirmedCases.missing|Plumas_California_UnitedStates.JHU_ConfirmedDeaths.data|Plumas_California_UnitedStates.JHU_ConfirmedDeaths.missing|Plumas_California_UnitedStates.JHU_ConfirmedRecoveries.data|Plumas_California_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-17|1606.0|0|1575.0|0|6.0|0|0.0|100
0|2021-10-18|1617.0|0|1604.0|0|6.0|0|0.0|100
0|2021-10-19|1624.0|0|1612.0|0|6.0|0|0.0|100
0|2021-10-20|1642.0|0|1619.0|0|8.0|0|0.0|100
0|2021-10-21|1661.0|0|1641.0|0|7.0|0|0.0|100
0|2021-10-22|1661.0|0|1660.0|0|7.0|0|0.0|100
0|2021-10-23|1661.0|0|1660.0|0|7.0|0|0.0|100
0|2021-10-24|1661.0|0|1660.0|0|7.0|0|0.0|100
0|2021-10-25|1681.0|0|1660.0|0|7.0|0|0.0|100
0|2021-10-26|1685.0|0|1678.0|0|7.0|0|0.0|100
0|2021-10-27|1726.0|0|1682.0|0|7.0|0|0.0|100
0|2021-10-28|1735.0|0|1725.0|0|7.0|0|0.0|100
0|2021-10-29|1735.0|0|1734.0|0|7.0|0|0.0|100
0|2021-10-30|1735.0|0|1734.0|0|7.0|0|0.0|100
0|2021-10-31|1756.0|0|1734.0|0|7.0|0|0.0|100
0|2021-11-01|1760.0|0|1755.0|0|7.0|0|0.0|100
0|2021-11-02|1762.0|0|1758.0|0|7.0|0|0.0|100
0|2021-11-03|1780.0|0|1760.0|0|7.0|0|0.0|100
0|2021-11-04|1796.0|0|1780.0|0|7.0|0|0.0|100
0|2021-11-05|1796.0|0|1796.0|0|7.0|0|0.0|100
0|2021-11-06|1796.0|0|1796.0|0|7.0|0|0.0|100
0|2021-11-07|1796.0|0|1796.0|0|7.0|0|0.0|100
0|2021-11-08|1828.0|0|1828.0|0|7.0|0|0.0|100
0|2021-11-09|1829.0|0|1829.0|0|7.0|0|0.0|100
0|2021-11-10|1829.0|0|1843.0|0|7.0|0|0.0|100
0|2021-11-11|1863.0|0|1863.0|0|7.0|0|0.0|100
0|2021-11-12|1863.0|0|1863.0|0|7.0|0|0.0|100
0|2021-11-13|1877.0|0|1877.0|0|8.0|0|0.0|100
0|2021-11-14|1877.0|0|1877.0|0|8.0|0|0.0|100
0|2021-11-15|1878.0|0|1878.0|0|7.0|0|0.0|100
0|2021-11-16|1878.0|0|1878.0|0|7.0|0|0.0|100
0|2021-11-17|1881.0|0|1881.0|0|7.0|0|0.0|100
0|2021-11-18|1885.0|0|1885.0|0|7.0|0|0.0|100
0|2021-11-19|1893.0|0|1893.0|0|7.0|0|0.0|100
0|2021-11-20|1893.0|0|1893.0|0|7.0|0|0.0|100
0|2021-11-21|1893.0|0|1893.0|0|7.0|0|0.0|100
0|2021-11-22|1910.0|0|1910.0|0|7.0|0|0.0|100
0|2021-11-23|1910.0|0|1910.0|0|7.0|0|0.0|100
0|2021-11-24|1912.0|0|1912.0|0|7.0|0|0.0|100
0|2021-11-25|1912.0|0|1912.0|0|7.0|0|0.0|100
0|2021-11-26|1912.0|0|1912.0|0|7.0|0|0.0|100
0|2021-11-27|1912.0|0|1912.0|0|7.0|0|0.0|100
0|2021-11-28|1912.0|0|1912.0|0|7.0|0|0.0|100
0|2021-11-29|1936.0|0|1936.0|0|7.0|0|0.0|100
0|2021-11-30|1936.0|0|1936.0|0|7.0|0|0.0|100
0|2021-12-01|1939.0|0|1939.0|0|7.0|0|0.0|100
0|2021-12-02|1947.0|0|1947.0|0|7.0|0|0.0|100
0|2021-12-03|1957.0|0|1957.0|0|7.0|0|0.0|100
0|2021-12-04|1957.0|0|1957.0|0|7.0|0|0.0|100
0|2021-12-05|1957.0|0|1957.0|0|7.0|0|0.0|100
0|2021-12-06|1967.0|0|1967.0|0|9.0|0|0.0|100
0|2021-12-07|1967.0|0|1967.0|0|9.0|0|0.0|100
0|2021-12-08|1969.0|0|1969.0|0|12.0|0|0.0|100
0|2021-12-09|1980.0|0|1980.0|0|12.0|0|0.0|100
0|2021-12-10|1990.0|0|1990.0|0|12.0|0|0.0|100
0|2021-12-11|1990.0|0|1990.0|0|12.0|0|0.0|100
0|2021-12-12|1990.0|0|1990.0|0|12.0|0|0.0|100
0|2021-12-13|1998.0|0|1998.0|0|12.0|0|0.0|100
0|2021-12-14|1998.0|0|1999.0|0|12.0|0|0.0|100
0|2021-12-15|2006.0|0|2006.0|0|12.0|0|0.0|100
0|2021-12-16|2016.0|0|2016.0|0|12.0|0|0.0|100
0|2021-12-17|2023.0|0|2023.0|0|13.0|0|0.0|100
0|2021-12-18|2023.0|0|2023.0|0|13.0|0|0.0|100
0|2021-12-19|2023.0|0|2023.0|0|13.0|0|0.0|100
0|2021-12-20|2030.0|0|2030.0|0|12.0|0|0.0|100
0|2021-12-21|2030.0|0|2030.0|0|12.0|0|0.0|100
0|2021-12-22|2034.0|0|2034.0|0|12.0|0|0.0|100
0|2021-12-23|2046.0|0|2046.0|0|12.0|0|0.0|100
0|2021-12-24|2047.0|0|2047.0|0|12.0|0|0.0|100
0|2021-12-25|2047.0|0|2047.0|0|12.0|0|0.0|100
0|2021-12-26|2047.0|0|2047.0|0|12.0|0|0.0|100
0|2021-12-27|2047.0|0|2047.0|0|12.0|0|0.0|100
0|2021-12-28|2048.0|0|2048.0|0|12.0|0|0.0|100
0|2021-12-29|2049.0|0|2049.0|0|12.0|0|0.0|100
0|2021-12-30|2050.0|0|2050.0|0|12.0|0|0.0|100
0|2021-12-31|2054.0|0|2054.0|0|12.0|0|0.0|100
0|2022-01-01|2054.0|0|2054.0|0|12.0|0|0.0|100
0|2022-01-02|2054.0|0|2054.0|0|12.0|0|0.0|100
0|2022-01-03|2054.0|0|2054.0|0|12.0|0|0.0|100
0|2022-01-04|2065.0|0|2065.0|0|12.0|0|0.0|100
0|2022-01-05|2074.0|0|2074.0|0|12.0|0|0.0|100
0|2022-01-06|2089.0|0|2089.0|0|12.0|0|0.0|100
0|2022-01-07|2122.0|0|2122.0|0|12.0|0|0.0|100
0|2022-01-08|2122.0|0|2122.0|0|12.0|0|0.0|100
0|2022-01-09|2122.0|0|2122.0|0|12.0|0|0.0|100
0|2022-01-10|2150.0|0|2150.0|0|12.0|0|0.0|100
0|2022-01-11|2155.0|0|2155.0|0|12.0|0|0.0|100
0|2022-01-12|2232.0|0|2168.0|0|12.0|0|0.0|100
0|2022-01-13|2232.0|0|2232.0|0|12.0|0|0.0|100
0|2022-01-14|2255.0|0|2255.0|0|12.0|0|0.0|100
0|2022-01-15|2255.0|0|2255.0|0|12.0|0|0.0|100
0|2022-01-16|2255.0|0|2255.0|0|12.0|0|0.0|100
0|2022-01-17|2301.0|0|0.0|100|12.0|0|0.0|100
