|dates|Putnam_Tennessee_UnitedStates.BLS_EmployedPopulation.data|Putnam_Tennessee_UnitedStates.BLS_EmployedPopulation.missing|Putnam_Tennessee_UnitedStates.BLS_UnemployedPopulation.data|Putnam_Tennessee_UnitedStates.BLS_UnemployedPopulation.missing|Putnam_Tennessee_UnitedStates.BLS_UnemploymentRate.data|Putnam_Tennessee_UnitedStates.BLS_UnemploymentRate.missing|Putnam_Tennessee_UnitedStates.BLS_LaborForcePopulation.data|Putnam_Tennessee_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-11-12|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-13|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-14|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-15|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-16|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-17|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-18|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-19|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-20|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-21|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-22|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-23|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-24|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-25|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-26|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-27|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-28|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-29|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-11-30|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-01|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-02|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-03|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-04|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-05|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-06|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-07|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-08|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-09|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-10|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-11|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-12|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-13|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-14|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-15|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-16|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-17|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-18|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-19|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-20|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-21|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-22|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-23|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-24|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-25|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-26|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-27|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-28|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-29|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-30|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2021-12-31|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-01|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-02|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-03|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-04|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-05|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-06|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-07|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-08|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-09|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-10|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-11|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-12|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-13|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-14|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-15|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-16|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
0|2022-01-17|33817.0|0|1489.0|0|4.2174134707981645|0|35306.0|0
