|dates|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedCases.missing|JudithBasin_Montana_UnitedStates.NYT_ConfirmedCases.data|JudithBasin_Montana_UnitedStates.NYT_ConfirmedCases.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedDeaths.missing|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.data|JudithBasin_Montana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-11|158.0|0|158.0|0|1.0|0|0.0|100
0|2021-11-12|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-11-13|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-11-14|160.0|0|160.0|0|1.0|0|0.0|100
0|2021-11-15|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-16|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-17|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-18|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-19|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-20|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-21|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-22|161.0|0|161.0|0|1.0|0|0.0|100
0|2021-11-23|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-24|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-25|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-26|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-27|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-28|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-29|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-11-30|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-01|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-02|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-03|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-04|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-05|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-06|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-07|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-08|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-09|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-10|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-11|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-12|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-13|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-14|163.0|0|163.0|0|1.0|0|0.0|100
0|2021-12-15|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-16|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-17|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-18|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-19|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-20|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-21|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-22|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-23|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-24|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-25|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-26|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-27|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-28|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-29|164.0|0|164.0|0|1.0|0|0.0|100
0|2021-12-30|165.0|0|165.0|0|1.0|0|0.0|100
0|2021-12-31|165.0|0|165.0|0|1.0|0|0.0|100
0|2022-01-01|165.0|0|165.0|0|1.0|0|0.0|100
0|2022-01-02|165.0|0|165.0|0|1.0|0|0.0|100
0|2022-01-03|165.0|0|165.0|0|1.0|0|0.0|100
0|2022-01-04|168.0|0|168.0|0|1.0|0|0.0|100
0|2022-01-05|168.0|0|168.0|0|1.0|0|0.0|100
0|2022-01-06|168.0|0|168.0|0|1.0|0|0.0|100
0|2022-01-07|170.0|0|170.0|0|1.0|0|0.0|100
0|2022-01-08|170.0|0|170.0|0|1.0|0|0.0|100
0|2022-01-09|170.0|0|170.0|0|1.0|0|0.0|100
0|2022-01-10|170.0|0|170.0|0|1.0|0|0.0|100
0|2022-01-11|172.0|0|172.0|0|1.0|0|0.0|100
0|2022-01-12|172.0|0|172.0|0|1.0|0|0.0|100
0|2022-01-13|172.0|0|177.0|0|1.0|0|0.0|100
0|2022-01-14|179.0|0|179.0|0|1.0|0|0.0|100
0|2022-01-15|179.0|0|179.0|0|1.0|0|0.0|100
0|2022-01-16|179.0|0|179.0|0|1.0|0|0.0|100
0|2022-01-17|179.0|0|0.0|100|1.0|0|0.0|100
