|dates|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedCases.missing|Rapides_Louisiana_UnitedStates.NYT_ConfirmedCases.data|Rapides_Louisiana_UnitedStates.NYT_ConfirmedCases.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedDeaths.missing|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.data|Rapides_Louisiana_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2022-01-03|23576.0|0|23576.0|0|484.0|0|0.0|100
0|2022-01-04|23924.0|0|23924.0|0|484.0|0|0.0|100
0|2022-01-05|24168.0|0|24168.0|0|485.0|0|0.0|100
0|2022-01-06|24432.0|0|24432.0|0|485.0|0|0.0|100
0|2022-01-07|24655.0|0|24655.0|0|485.0|0|0.0|100
0|2022-01-08|24655.0|0|24655.0|0|485.0|0|0.0|100
0|2022-01-09|24655.0|0|24655.0|0|485.0|0|0.0|100
0|2022-01-10|25028.0|0|25028.0|0|485.0|0|0.0|100
0|2022-01-11|25243.0|0|25243.0|0|485.0|0|0.0|100
0|2022-01-12|25243.0|0|25243.0|0|485.0|0|0.0|100
0|2022-01-13|25243.0|0|25243.0|0|485.0|0|0.0|100
0|2022-01-14|26513.0|0|26513.0|0|488.0|0|0.0|100
0|2022-01-15|26513.0|0|26513.0|0|488.0|0|0.0|100
0|2022-01-16|26513.0|0|26513.0|0|488.0|0|0.0|100
0|2022-01-17|26513.0|0|0.0|100|488.0|0|0.0|100
