|dates|Green_Kentucky_UnitedStates.JHU_ConfirmedCases.data|Green_Kentucky_UnitedStates.JHU_ConfirmedCases.missing|Green_Kentucky_UnitedStates.NYT_ConfirmedCases.data|Green_Kentucky_UnitedStates.NYT_ConfirmedCases.missing|Green_Kentucky_UnitedStates.JHU_ConfirmedDeaths.data|Green_Kentucky_UnitedStates.JHU_ConfirmedDeaths.missing|Green_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.data|Green_Kentucky_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-11-18|2458.0|0|2544.0|0|33.0|0|0.0|100
0|2021-11-19|2464.0|0|2544.0|0|34.0|0|0.0|100
0|2021-11-20|2464.0|0|2545.0|0|34.0|0|0.0|100
0|2021-11-21|2464.0|0|2545.0|0|34.0|0|0.0|100
0|2021-11-22|2474.0|0|2545.0|0|34.0|0|0.0|100
0|2021-11-23|2476.0|0|2547.0|0|34.0|0|0.0|100
0|2021-11-24|2483.0|0|2548.0|0|34.0|0|0.0|100
0|2021-11-25|2483.0|0|2554.0|0|34.0|0|0.0|100
0|2021-11-26|2483.0|0|2554.0|0|34.0|0|0.0|100
0|2021-11-27|2483.0|0|2554.0|0|34.0|0|0.0|100
0|2021-11-28|2483.0|0|2554.0|0|34.0|0|0.0|100
0|2021-11-29|2493.0|0|2562.0|0|34.0|0|0.0|100
0|2021-11-30|2498.0|0|2562.0|0|34.0|0|0.0|100
0|2021-12-01|2504.0|0|2568.0|0|34.0|0|0.0|100
0|2021-12-02|2518.0|0|2570.0|0|34.0|0|0.0|100
0|2021-12-03|2528.0|0|2573.0|0|34.0|0|0.0|100
0|2021-12-04|2528.0|0|2579.0|0|34.0|0|0.0|100
0|2021-12-05|2528.0|0|2579.0|0|34.0|0|0.0|100
0|2021-12-06|2535.0|0|2582.0|0|35.0|0|0.0|100
0|2021-12-07|2541.0|0|2587.0|0|35.0|0|0.0|100
0|2021-12-08|2549.0|0|2587.0|0|35.0|0|0.0|100
0|2021-12-09|2554.0|0|2591.0|0|35.0|0|0.0|100
0|2021-12-10|2563.0|0|2596.0|0|35.0|0|0.0|100
0|2021-12-11|2563.0|0|2596.0|0|35.0|0|0.0|100
0|2021-12-12|2563.0|0|2596.0|0|35.0|0|0.0|100
0|2021-12-13|2580.0|0|2596.0|0|35.0|0|0.0|100
0|2021-12-14|2580.0|0|2597.0|0|35.0|0|0.0|100
0|2021-12-15|2594.0|0|2615.0|0|35.0|0|0.0|100
0|2021-12-16|2599.0|0|2615.0|0|35.0|0|0.0|100
0|2021-12-17|2604.0|0|2626.0|0|35.0|0|0.0|100
0|2021-12-18|2604.0|0|2626.0|0|35.0|0|0.0|100
0|2021-12-19|2604.0|0|2626.0|0|35.0|0|0.0|100
0|2021-12-20|2616.0|0|2627.0|0|35.0|0|0.0|100
0|2021-12-21|2619.0|0|2629.0|0|35.0|0|0.0|100
0|2021-12-22|2627.0|0|2629.0|0|35.0|0|0.0|100
0|2021-12-23|2627.0|0|2642.0|0|35.0|0|0.0|100
0|2021-12-24|2627.0|0|2642.0|0|35.0|0|0.0|100
0|2021-12-25|2627.0|0|2642.0|0|35.0|0|0.0|100
0|2021-12-26|2627.0|0|2642.0|0|35.0|0|0.0|100
0|2021-12-27|2647.0|0|2647.0|0|35.0|0|0.0|100
0|2021-12-28|2653.0|0|2656.0|0|35.0|0|0.0|100
0|2021-12-29|2668.0|0|2668.0|0|35.0|0|0.0|100
0|2021-12-30|2668.0|0|2674.0|0|35.0|0|0.0|100
0|2021-12-31|2668.0|0|2674.0|0|35.0|0|0.0|100
0|2022-01-01|2668.0|0|2674.0|0|35.0|0|0.0|100
0|2022-01-02|2668.0|0|2674.0|0|35.0|0|0.0|100
0|2022-01-03|2685.0|0|2687.0|0|35.0|0|0.0|100
0|2022-01-04|2691.0|0|2691.0|0|35.0|0|0.0|100
0|2022-01-05|2705.0|0|2705.0|0|35.0|0|0.0|100
0|2022-01-06|2719.0|0|2719.0|0|35.0|0|0.0|100
0|2022-01-07|2732.0|0|2732.0|0|35.0|0|0.0|100
0|2022-01-08|2732.0|0|2732.0|0|35.0|0|0.0|100
0|2022-01-09|2732.0|0|2732.0|0|35.0|0|0.0|100
0|2022-01-10|2744.0|0|2744.0|0|36.0|0|0.0|100
0|2022-01-11|2747.0|0|2747.0|0|36.0|0|0.0|100
0|2022-01-12|2766.0|0|2766.0|0|36.0|0|0.0|100
0|2022-01-13|2766.0|0|2789.0|0|36.0|0|0.0|100
0|2022-01-14|2803.0|0|2803.0|0|36.0|0|0.0|100
0|2022-01-15|2803.0|0|2803.0|0|36.0|0|0.0|100
0|2022-01-16|2803.0|0|2803.0|0|36.0|0|0.0|100
0|2022-01-17|2803.0|0|0.0|100|36.0|0|0.0|100
