|dates|Burlington_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Burlington_NewJersey_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Burlington_NewJersey_UnitedStates.Male_Total_Population.data|Burlington_NewJersey_UnitedStates.Male_Total_Population.missing|Burlington_NewJersey_UnitedStates.Female_Total_Population.data|Burlington_NewJersey_UnitedStates.Female_Total_Population.missing|Burlington_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.data|Burlington_NewJersey_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-17|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-18|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-19|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-20|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-21|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-22|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-23|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-24|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-25|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-26|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-27|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-28|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-29|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-30|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-10-31|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-01|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-02|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-03|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-04|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-05|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-06|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-07|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-08|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-09|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-10|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-11|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-12|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-13|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-14|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-15|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-16|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-17|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-18|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-19|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-20|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-21|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-22|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-23|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-24|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-25|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-26|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-27|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-28|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-29|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-11-30|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-01|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-02|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-03|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-04|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-05|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-06|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-07|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-08|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-09|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-10|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-11|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-12|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-13|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-14|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-15|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-16|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-17|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-18|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-19|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-20|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-21|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-22|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-23|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-24|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-25|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-26|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-27|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-28|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-29|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-30|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2021-12-31|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-01|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-02|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-03|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-04|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-05|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-06|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-07|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-08|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-09|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-10|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-11|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-12|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-13|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-14|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-15|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-16|75401.0|0|219438.0|0|225946.0|0|92652.0|0
0|2022-01-17|75401.0|0|219438.0|0|225946.0|0|92652.0|0
