|dates|Irion_Texas_UnitedStates.JHU_ConfirmedCases.data|Irion_Texas_UnitedStates.JHU_ConfirmedCases.missing|Irion_Texas_UnitedStates.NYT_ConfirmedCases.data|Irion_Texas_UnitedStates.NYT_ConfirmedCases.missing|Irion_Texas_UnitedStates.JHU_ConfirmedDeaths.data|Irion_Texas_UnitedStates.JHU_ConfirmedDeaths.missing|Irion_Texas_UnitedStates.JHU_ConfirmedRecoveries.data|Irion_Texas_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-12-14|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-15|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-16|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-17|196.0|0|196.0|0|2.0|0|0.0|100
0|2021-12-18|198.0|0|198.0|0|2.0|0|0.0|100
0|2021-12-19|198.0|0|198.0|0|2.0|0|0.0|100
0|2021-12-20|198.0|0|198.0|0|2.0|0|0.0|100
0|2021-12-21|198.0|0|198.0|0|2.0|0|0.0|100
0|2021-12-22|200.0|0|200.0|0|2.0|0|0.0|100
0|2021-12-23|200.0|0|200.0|0|2.0|0|0.0|100
0|2021-12-24|200.0|0|200.0|0|2.0|0|0.0|100
0|2021-12-25|200.0|0|200.0|0|2.0|0|0.0|100
0|2021-12-26|200.0|0|200.0|0|2.0|0|0.0|100
0|2021-12-27|204.0|0|204.0|0|2.0|0|0.0|100
0|2021-12-28|207.0|0|207.0|0|2.0|0|0.0|100
0|2021-12-29|209.0|0|209.0|0|2.0|0|0.0|100
0|2021-12-30|211.0|0|211.0|0|2.0|0|0.0|100
0|2021-12-31|211.0|0|211.0|0|2.0|0|0.0|100
0|2022-01-01|211.0|0|211.0|0|2.0|0|0.0|100
0|2022-01-02|211.0|0|211.0|0|2.0|0|0.0|100
0|2022-01-03|224.0|0|224.0|0|2.0|0|0.0|100
0|2022-01-04|232.0|0|232.0|0|2.0|0|0.0|100
0|2022-01-05|232.0|0|238.0|0|2.0|0|0.0|100
0|2022-01-06|243.0|0|243.0|0|2.0|0|0.0|100
0|2022-01-07|249.0|0|249.0|0|2.0|0|0.0|100
0|2022-01-08|254.0|0|254.0|0|2.0|0|0.0|100
0|2022-01-09|258.0|0|258.0|0|2.0|0|0.0|100
0|2022-01-10|265.0|0|265.0|0|2.0|0|0.0|100
0|2022-01-11|277.0|0|277.0|0|2.0|0|0.0|100
0|2022-01-12|281.0|0|281.0|0|2.0|0|0.0|100
0|2022-01-13|281.0|0|297.0|0|2.0|0|0.0|100
0|2022-01-14|297.0|0|295.0|0|2.0|0|0.0|100
0|2022-01-15|304.0|0|304.0|0|2.0|0|0.0|100
0|2022-01-16|307.0|0|307.0|0|2.0|0|0.0|100
0|2022-01-17|314.0|0|0.0|100|2.0|0|0.0|100
